ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Population aged 7+ and not attending school-Both,Population aged 7+ and not attending school-Male,Population aged 7+ and not attending school-Female,Employment Status-Employed-Male,Employment Status-Employed-Female,Employment Status-Looking for work-Male,Employment Status-Looking for work-Female,Employment Status-Household work-Male,Employment Status-Household work-Female,Employment Status-Do not work-Male,Employment Status-Do not work-Female,check_var
69,91,XX,XXX,XX,01,  Singra Upazila,118842,54563,64279,47205,1480,184,106,757,54906.0,6417,7787,01110
38,13,XX,XXX,XX,01,  Akkelpur Upazila,29296,12887,16409,11179,487,50,35,128,13766.0,1530,2121,01110
38,47,XX,XXX,XX,01,  Joypurhat Sadar Upazila,60250,27084,33166,24368,1612,78,40,222,28044.0,2416,3470,01110
38,58,XX,XXX,XX,01,  Kalai Upazila,39735,16907,22828,14535,522,95,48,617,19630.0,1660,2628,01110
38,61,XX,XXX,XX,01,  Khetlal Upazila,30367,13352,17015,11730,346,49,24,108,14803.0,1465,1842,01110
38,74,XX,XXX,XX,01,  Panchbibi Upazila,61734,27940,33794,24232,1434,146,58,571,28465.0,2991,3837,01110
13,22,XX,XXX,XX,01,  Chandpur Sadar Upazila,62843,29725,33118,22348,837,333,121,363,24497.0,6681,7663,01110
13,45,XX,XXX,XX,01,  Faridganj Upazila,62727,27581,35146,19071,731,422,83,545,25928.0,7543,8404,01110
13,47,XX,XXX,XX,01,  Haim Char Upazila,25004,11715,13289,9229,508,114,53,157,10288.0,2215,2440,01110
13,49,XX,XXX,XX,01,  Hajiganj Upazila,45475,20471,25004,14529,459,266,54,441,17876.0,5235,6615,01110
13,58,XX,XXX,XX,01,  Kachua Upazila,82034,37034,45000,27252,1525,418,126,961,33945.0,8403,9404,01110
13,76,XX,XXX,XX,01,  Matlab Upazila,33109,14233,18876,10826,415,168,47,238,14346.0,3001,4068,01110
13,79,XX,XXX,XX,01,  Matlab Uttar Upazila,56077,24272,31805,19309,735,156,54,205,24533.0,4602,6483,01110
13,95,XX,XXX,XX,01,  Shahrasti Upazila,33670,15244,18426,10682,340,204,26,260,12699.0,4098,5361,01110
3,04,XX,XXX,XX,01,  Alikadam Upazila,16731,8063,8668,6719,3677,63,47,354,3908.0,927,1036,01110
3,14,XX,XXX,XX,01,  Bandarban Sadar Upazila,20829,9829,11000,8296,2938,118,85,181,6410.0,1234,1567,01110
3,51,XX,XXX,XX,01,  Lama Upazila,35399,17170,18229,13592,2980,264,122,734,12124.0,2580,3003,01110
3,73,XX,XXX,XX,01,  Naikhongchhari Upazila,18509,8854,9655,6916,734,164,61,312,7296.0,1462,1564,01110
3,89,XX,XXX,XX,01,  Rowangchhari Upazila,11108,5126,5982,4540,3301,19,6,113,2118.0,454,557,01110
3,91,XX,XXX,XX,01,  Ruma Upazila,15334,7424,7910,6004,3880,56,38,457,3030.0,907,962,01110
3,95,XX,XXX,XX,01,  Thanchi Upazila,10550,4951,5599,4434,2689,32,35,62,2371.0,423,504,01110
19,09,XX,XXX,XX,01,  Barura Upazila,89171,39561,49610,28973,1092,380,99,754,37347.0,9454,11072,01110
19,15,XX,XXX,XX,01,  Brahmanpara Upazila,47632,20509,27123,14755,723,266,97,350,20155.0,5138,6148,01110
19,18,XX,XXX,XX,01,  Burichang Upazila,65535,28488,37047,20728,1333,417,107,532,27565.0,6811,8042,01110
19,27,XX,XXX,XX,01,  Chandina Upazila,82755,36615,46140,26211,1520,593,181,751,33672.0,9060,10767,01110
19,31,XX,XXX,XX,01,  Chauddagram Upazila,94127,39861,54266,28155,1935,706,135,1356,40435.0,9644,11761,01110
19,33,XX,XXX,XX,01,  Comilla Sadar Dakshin Upazila,80504,35189,45315,26055,1267,463,103,976,33904.0,7695,10041,01110
19,36,XX,XXX,XX,01,  Daudkandi Upazila,80676,35149,45527,26923,1639,441,132,843,34185.0,6942,9571,01110
19,40,XX,XXX,XX,01,  Debidwar Upazila,93305,39041,54264,27566,1781,392,107,1040,40158.0,10043,12218,01110
19,54,XX,XXX,XX,01,  Homna Upazila,64439,28636,35803,21052,821,398,98,564,27866.0,6622,7018,01110
19,67,XX,XXX,XX,01,  Comilla Adarsha Sadar Upazila,52576,24304,28272,18173,1657,213,66,310,19727.0,5608,6822,01110
19,72,XX,XXX,XX,01,  Laksam Upazila,52737,23489,29248,17094,520,272,76,336,21638.0,5787,7014,01110
19,74,XX,XXX,XX,01,  Manoharganj Upazila,47528,20564,26964,12893,481,507,51,630,19310.0,6534,7122,01110
19,75,XX,XXX,XX,01,  Meghna Upazila,35086,15619,19467,12653,1147,163,54,227,15287.0,2576,2979,01110
19,81,XX,XXX,XX,01,  Muradnagar Upazila,139074,59774,79300,42855,2672,657,178,2355,59506.0,13907,16944,01110
19,87,XX,XXX,XX,01,  Nangalkot Upazila,86962,37847,49115,25608,1106,754,112,865,36722.0,10620,11175,01110
19,94,XX,XXX,XX,01,  Titas Upazila,61206,26224,34982,19297,889,452,128,522,27064.0,5953,6901,01110
12,02,XX,XXX,XX,01,  Akhaura Upazila,27052,12240,14812,8597,365,143,79,183,10737.0,3317,3631,01110
12,04,XX,XXX,XX,01,  Banchharampur Upazila,100349,42398,57951,31068,1549,529,114,1999,46885.0,8802,9403,01110
12,07,XX,XXX,XX,01,  Bijoynagar Upazila,82393,38251,44142,29110,1416,429,100,1041,34928.0,7671,7698,01110
12,13,XX,XXX,XX,01,  Brahmanbaria Sadar Upazila,89506,42324,47182,26702,1726,564,152,5051,35591.0,10007,9713,01110
12,33,XX,XXX,XX,01,  Ashuganj Upazila,38102,17049,21053,12255,1696,235,50,407,14715.0,4152,4592,01110
12,63,XX,XXX,XX,01,  Kasba Upazila,69622,30938,38684,21605,1377,549,85,1707,29042.0,7077,8180,01110
12,85,XX,XXX,XX,01,  Nabinagar Upazila,131205,58453,72752,41209,2897,837,205,3616,56374.0,12791,13276,01110
12,90,XX,XXX,XX,01,  Nasirnagar Upazila,110851,51048,59803,37383,2461,692,201,3942,47062.0,9031,10079,01110
12,94,XX,XXX,XX,01,  Sarail Upazila,91712,41245,50467,30450,3619,588,229,1355,36885.0,8852,9734,01110
51,33,XX,XXX,XX,01,  Kamalnagar Upazila,70854,33450,37404,24980,1445,595,187,676,29259.0,7199,6513,01110
51,43,XX,XXX,XX,01,  Lakshmipur Sadar Upazila,136738,62136,74602,44128,2241,936,251,1086,55136.0,15986,16974,01110
51,58,XX,XXX,XX,01,  Roypur Upazila,54136,24723,29413,18886,852,252,86,351,23194.0,5234,5281,01110
51,65,XX,XXX,XX,01,  Ramganj Upazila,36404,15872,20532,10421,443,250,55,487,14262.0,4714,5772,01110
51,73,XX,XXX,XX,01,  Ramgati Upazila,65509,30664,34845,23251,1676,364,154,358,26104.0,6691,6911,01110
46,43,XX,XXX,XX,01,  Dighinala Upazila,29729,12268,17461,9855,3325,159,54,214,11245.0,2040,2837,01110
46,49,XX,XXX,XX,01,  Khagrachhari Sadar Upazila,14871,6191,8680,5105,826,103,52,134,6566.0,849,1236,01110
46,61,XX,XXX,XX,01,  Lakshmichhari Upazila,10806,4638,6168,3630,1826,52,26,320,3628.0,636,688,01110
46,65,XX,XXX,XX,01,  Mahalchhari Upazila,14898,6439,8459,5523,1720,84,20,59,5730.0,773,989,01110
46,67,XX,XXX,XX,01,  Manikchhari Upazila,8819,3809,5010,3071,540,52,16,88,3762.0,598,692,01110
46,70,XX,XXX,XX,01,  Matiranga Upazila,33011,13987,19024,11648,1298,138,52,221,15158.0,1980,2516,01110
46,77,XX,XXX,XX,01,  Panchhari Upazila,15317,6434,8883,5039,865,87,51,253,6605.0,1055,1362,01110
46,80,XX,XXX,XX,01,  Ramgarh Upazila,11033,4672,6361,4003,1706,18,13,24,3800.0,627,842,01110
22,16,XX,XXX,XX,01,  Chakoria Upazila,105194,50123,55071,37347,3911,1900,324,1634,40748.0,9242,10088,01110
22,24,XX,XXX,XX,01,  Cox's Bazar Sadar Upazila,67543,32333,35210,26042,1620,683,113,1171,29150.0,4437,4327,01110
22,45,XX,XXX,XX,01,  Kutubdia Upazila,31278,15090,16188,9618,649,324,96,1749,11880.0,3399,3563,01110
22,49,XX,XXX,XX,01,  Maheshkhali Upazila,123722,64240,59482,48148,2922,1201,275,1798,43200.0,13093,13085,01110
22,56,XX,XXX,XX,01,  Pekua Upazila,49262,23819,25443,17978,1434,679,161,887,19765.0,4275,4083,01110
22,66,XX,XXX,XX,01,  Ramu Upazila,75616,35665,39951,26656,1691,921,210,1638,31182.0,6450,6868,01110
22,90,XX,XXX,XX,01,  Teknaf Upazila,91363,42829,48534,28804,1824,928,147,2409,34943.0,10688,11620,01110
22,94,XX,XXX,XX,01,  Ukhia Upazila,65369,30754,34615,23763,1843,544,156,872,26652.0,5575,5964,01110
15,04,XX,XXX,XX,01,  Anowara Upazila,65549,27512,38037,18911,1062,485,119,1111,28436.0,7005,8420,01110
15,08,XX,XXX,XX,01,  Banshkhali Upazila,133911,61933,71978,43179,4097,1842,405,2977,52616.0,13935,14860,01110
15,12,XX,XXX,XX,01,  Boalkhali Upazila,28134,11563,16571,7786,562,224,66,487,11410.0,3066,4533,01110
15,18,XX,XXX,XX,01,  Chandanaish  Upazila,46603,22038,24565,17312,1416,252,85,623,17809.0,3851,5255,01110
15,33,XX,XXX,XX,01,  Fatikchhari Upazila,118872,52597,66275,36223,6563,983,299,4275,45264.0,11116,14149,01110
15,37,XX,XXX,XX,01,  Hathazari Upazila,62827,26551,36276,17227,2110,436,81,1007,23209.0,7881,10876,01110
15,47,XX,XXX,XX,01,  Lohagara Upazila,53938,22917,31021,15305,1556,621,151,1273,22443.0,5718,6871,01110
15,53,XX,XXX,XX,01,  Mirsharai Upazila,84581,33903,50678,25331,1344,649,156,1011,39419.0,6912,9759,01110
15,61,XX,XXX,XX,01,  Patiya Upazila,98043,41794,56249,30120,2299,581,156,1463,40216.0,9630,13578,01110
15,70,XX,XXX,XX,01,  Rangunia Upazila,67122,31458,35664,23855,2437,432,120,1337,25790.0,5834,7317,01110
15,74,XX,XXX,XX,01,  Raozan Upazila,42447,17826,24621,12053,866,315,58,1057,17701.0,4401,5996,01110
15,78,XX,XXX,XX,01,  Sandwip Upazila,58312,25062,33250,16470,865,721,93,1651,25265.0,6220,7027,01110
15,82,XX,XXX,XX,01,  Satkania Upazila,69983,29939,40044,21278,1800,477,126,1199,28393.0,6985,9725,01110
15,86,XX,XXX,XX,01,  Sitakunda Upazila,72435,32222,40213,24681,2827,422,122,572,28360.0,6547,8904,01110
84,07,XX,XXX,XX,01,  Baghaichhari Upazila,29019,12132,16887,9049,3810,95,49,1249,10786.0,1739,2242,01110
84,21,XX,XXX,XX,01,  Barkal Upazila,15682,6350,9332,4206,2677,43,22,1248,5633.0,853,1000,01110
84,25,XX,XXX,XX,01,  Kawkhali Upazila,16108,6643,9465,4820,963,49,25,761,7194.0,1013,1283,01110
84,29,XX,XXX,XX,01,  Belai Chhari Upazila,12348,5427,6921,4250,1899,33,29,339,4095.0,805,898,01110
84,36,XX,XXX,XX,01,  Kaptai  Upazila,11801,4878,6923,3871,2070,32,17,323,3948.0,652,888,01110
84,47,XX,XXX,XX,01,  Jurai Chhari Upazila,8752,3508,5244,2986,1883,42,31,127,2813.0,353,517,01110
84,58,XX,XXX,XX,01,  Langadu  Upazila,20309,9173,11136,7363,933,114,35,325,8552.0,1371,1616,01110
84,75,XX,XXX,XX,01,  Naniarchar  Upazila,11969,4863,7106,3833,1042,46,33,385,5204.0,599,827,01110
84,78,XX,XXX,XX,01,  Rajasthali  Upazila,7950,3373,4577,2705,911,32,20,209,3093.0,427,553,01110
84,87,XX,XXX,XX,01,  Rangamati Sadar Upazila,13633,5312,8321,4424,1387,60,40,165,5998.0,663,896,01110
30,14,XX,XXX,XX,01,  Chhagalnaiya Upazila,23424,9203,14221,6487,355,173,42,454,10567.0,2089,3257,01110
30,25,XX,XXX,XX,01,  Daganbhuiyan Upazila,39282,15686,23596,11404,395,318,66,378,18058.0,3586,5077,01110
30,29,XX,XXX,XX,01,  Feni Sadar Upazila,62537,24542,37995,17161,928,486,88,1032,28965.0,5863,8014,01110
30,41,XX,XXX,XX,01,  Fulgazi Upazila,20904,9151,11753,7260,302,148,29,76,8911.0,1667,2511,01110
30,51,XX,XXX,XX,01,  Parshuram Upazila,13183,5246,7937,4269,141,85,18,55,6386.0,837,1392,01110
30,94,XX,XXX,XX,01,  Sonagazi Upazila,53716,21158,32558,15315,637,402,98,532,25529.0,4909,6294,01110
75,07,XX,XXX,XX,01,  Begumganj Upazila,71644,30898,40746,18463,920,747,86,570,27588.0,11118,12152,01110
75,10,XX,XXX,XX,01,  Chatkhil Upazila,27295,12491,14804,7381,229,378,32,296,9701.0,4436,4842,01110
75,21,XX,XXX,XX,01,  Companiganj Upazila,48848,21470,27378,15053,669,450,91,618,21063.0,5349,5555,01110
75,36,XX,XXX,XX,01,  Hatiya Upazila,136269,65111,71158,46665,3856,1389,504,3291,52804.0,13766,13994,01110
75,47,XX,XXX,XX,01,  Kabirhat Upazila,42900,18615,24285,13034,794,330,87,481,18150.0,4770,5254,01110
75,80,XX,XXX,XX,01,  Senbagh Upazila,48015,20664,27351,14177,604,682,97,443,20019.0,5362,6631,01110
75,83,XX,XXX,XX,01,  Sonaimuri Upazila,44080,18446,25634,10238,448,587,44,469,17588.0,7152,7554,01110
75,85,XX,XXX,XX,01,  Subarnachar Upazila,98099,45721,52378,33918,1521,726,190,1090,40755.0,9987,9912,01110
75,87,XX,XXX,XX,01,  Noakhali Sadar Upazila,100477,42806,57671,29341,2051,882,216,732,42912.0,11851,12492,01110
29,03,XX,XXX,XX,01,  Alfadanga Upazila,26881,11939,14942,9965,308,39,15,106,12113.0,1829,2506,01110
29,10,XX,XXX,XX,01,  Bhanga Upazila,67900,30417,37483,24313,827,326,99,542,30647.0,5236,5910,01110
29,18,XX,XXX,XX,01,  Boalmari Upazila,69739,32623,37116,27257,761,132,51,295,30370.0,4939,5934,01110
29,21,XX,XXX,XX,01,  Char Bhadrasan Upazila,14825,6820,8005,5764,137,57,11,64,6772.0,935,1085,01110
29,47,XX,XXX,XX,01,  Faridpur Sadar Upazila,108610,50008,58602,41871,3810,366,145,535,44977.0,7236,9670,01110
29,56,XX,XXX,XX,01,  Madhukhali Upazila,53732,24582,29150,20984,878,90,43,180,23429.0,3328,4800,01110
29,62,XX,XXX,XX,01,  Nagarkanda Upazila,54262,25121,29141,20540,770,158,72,374,23416.0,4049,4883,01110
29,84,XX,XXX,XX,01,  Sadarpur Upazila,60975,27404,33571,22375,733,248,83,364,27688.0,4417,5067,01110
29,90,XX,XXX,XX,01,  Saltha Upazila,55605,27057,28548,21394,844,138,73,612,22543.0,4913,5088,01110
72,04,XX,XXX,XX,01,  Atpara Upazila,51480,24633,26847,19140,1405,187,57,1418,20862.0,3888,4523,01110
72,09,XX,XXX,XX,01,  Barhatta Upazila,69074,33841,35233,27799,1277,197,96,431,27584.0,5414,6276,01110
72,18,XX,XXX,XX,01,  Durgapur Upazila,72255,35209,37046,28048,1438,307,100,437,28989.0,6417,6519,01110
72,38,XX,XXX,XX,01,  Khaliajuri Upazila,40269,20138,20131,16452,1581,167,71,415,14803.0,3104,3676,01110
72,40,XX,XXX,XX,01,  Kalmakanda Upazila,96108,46077,50031,37571,1771,333,102,673,39863.0,7500,8295,01110
72,47,XX,XXX,XX,01,  Kendua Upazila,108753,51120,57633,40206,2921,287,112,2558,45150.0,8069,9450,01110
72,56,XX,XXX,XX,01,  Madan Upazila,59506,29204,30302,23691,1685,238,91,449,23099.0,4826,5427,01110
72,63,XX,XXX,XX,01,  Mohanganj Upazila,56390,27805,28585,22910,911,155,49,897,23051.0,3843,4574,01110
72,74,XX,XXX,XX,01,  Netrokona Sadar Upazila,103623,48902,54721,40710,2651,353,107,746,43835.0,7093,8128,01110
72,83,XX,XXX,XX,01,  Purbadhala Upazila,97265,45770,51495,37039,2242,586,157,729,40296.0,7416,8800,01110
39,07,XX,XXX,XX,01,  Bakshiganj Upazila,86511,40231,46280,33713,1655,292,114,665,38143.0,5561,6368,01110
39,15,XX,XXX,XX,01,  Dewanganj Upazila,92936,42935,50001,36479,2893,433,154,1006,41191.0,5017,5763,01110
39,29,XX,XXX,XX,01,  Islampur Upazila,125866,58581,67285,49110,2641,469,144,1326,56086.0,7676,8414,01110
39,36,XX,XXX,XX,01,  Jamalpur Sadar Upazila,182551,83808,98743,72881,4899,595,269,1524,82518.0,8808,11057,01110
39,58,XX,XXX,XX,01,  Madarganj Upazila,106698,49851,56847,43582,2679,362,144,790,47984.0,5117,6040,01110
39,61,XX,XXX,XX,01,  Melandaha Upazila,127646,58636,69010,50509,2566,436,153,810,58442.0,6881,7849,01110
39,85,XX,XXX,XX,01,  Sarishabari Upazila,97764,45113,52651,39461,2015,290,91,840,44375.0,4522,6170,01110
59,24,XX,XXX,XX,01,  Gazaria Upazila,33324,15085,18239,12548,999,137,40,164,13875.0,2236,3325,01110
59,44,XX,XXX,XX,01,  Lohajang Upazila,38773,18681,20092,14867,1260,82,29,155,14984.0,3577,3819,01110
59,56,XX,XXX,XX,01,  Munshiganj Sadar Upazila,65268,30651,34617,25582,2178,221,95,447,26646.0,4401,5698,01110
59,74,XX,XXX,XX,01,  Serajdikhan Upazila,72506,34814,37692,28517,4367,247,75,444,26131.0,5606,7119,01110
59,84,XX,XXX,XX,01,  Sreenagar Upazila,55982,25789,30193,20232,1396,208,57,503,23343.0,4846,5397,01110
59,94,XX,XXX,XX,01,  Tongibari Upazila,43069,20518,22551,17009,1805,128,41,290,16467.0,3091,4238,01110
35,32,XX,XXX,XX,01,  Gopalganj Sadar Upazila,57968,26125,31843,20381,1137,173,75,490,24261.0,5081,6370,01110
35,43,XX,XXX,XX,01,  Kashiani Upazila,43862,19385,24477,15368,608,137,36,286,19058.0,3594,4775,01110
35,51,XX,XXX,XX,01,  Kotalipara Upazila,39982,16645,23337,12809,646,54,30,178,16681.0,3604,5980,01110
35,58,XX,XXX,XX,01,  Muksudpur Upazila,68342,30046,38296,23650,1465,241,84,407,29349.0,5748,7398,01110
35,91,XX,XXX,XX,01,  Tungipara Upazila,11649,5563,6086,4292,191,29,12,124,4507.0,1118,1376,01110
82,07,XX,XXX,XX,01,  Baliakandi Upazila,60171,28082,32089,24863,659,74,41,391,27017.0,2754,4372,01110
82,29,XX,XXX,XX,01,  Goalanda Upazila,34036,15282,18754,12678,1806,105,46,91,13980.0,2408,2922,01110
82,47,XX,XXX,XX,01,  Kalukhali Upazila,53603,25469,28134,22827,729,71,39,140,23830.0,2431,3536,01110
82,73,XX,XXX,XX,01,  Pangsha Upazila,83414,40132,43282,35549,773,138,70,268,37232.0,4177,5207,01110
82,76,XX,XXX,XX,01,  Rajbari Sadar Upazila,83629,37578,46051,32062,1503,136,63,348,37310.0,5032,7175,01110
61,13,XX,XXX,XX,01,  Bhaluka Upazila,115639,53928,61711,45021,5356,430,144,558,47509.0,7919,8702,01110
61,16,XX,XXX,XX,01,  Dhobaura Upazila,74789,35649,39140,27685,1437,235,108,478,30693.0,7251,6902,01110
61,20,XX,XXX,XX,01,  Fulbaria Upazila,145104,69171,75933,57935,3291,642,232,986,61769.0,9608,10641,01110
61,22,XX,XXX,XX,01,  Gaffargaon Upazila,115946,55490,60456,44655,2051,556,227,1709,49799.0,8570,8379,01110
61,23,XX,XXX,XX,01,  Gauripur Upazila,99727,46216,53511,38508,2482,358,160,689,42737.0,6661,8132,01110
61,24,XX,XXX,XX,01,  Haluaghat Upazila,101885,48000,53885,39987,2246,342,140,708,44272.0,6963,7227,01110
61,31,XX,XXX,XX,01,  Ishwarganj Upazila,124513,59256,65257,47347,2298,677,194,927,51988.0,10305,10777,01110
61,52,XX,XXX,XX,01,  Mymensingh Sadar Upazila,137074,66005,71069,53078,2637,584,226,524,55833.0,11819,12373,01110
61,65,XX,XXX,XX,01,  Muktagachha Upazila,132183,62861,69322,52901,2895,382,174,516,56367.0,9062,9886,01110
61,72,XX,XXX,XX,01,  Nandail Upazila,131441,63216,68225,51303,2103,493,141,1060,56115.0,10360,9866,01110
61,81,XX,XXX,XX,01,  Phulpur Upazila,210724,100925,109799,82222,4512,747,280,1165,87437.0,16791,17570,01110
61,94,XX,XXX,XX,01,  Trishal Upazila,127363,62140,65223,49466,2363,570,209,941,51773.0,11163,10878,01110
67,02,XX,XXX,XX,01,  Araihazar Upazila,114983,53628,61355,43277,4285,234,139,524,45919.0,9593,11012,01110
67,04,XX,XXX,XX,01,  Sonargaon Upazila,92872,43499,49373,35515,4822,281,122,436,34824.0,7267,9605,01110
67,06,XX,XXX,XX,01,  Bandar Upazila,32244,14776,17468,11888,1854,222,34,179,12379.0,2487,3201,01110
67,58,XX,XXX,XX,01,  Narayanganj Sadar Upazila,164750,79374,85376,66138,29652,373,256,552,40997.0,12311,14471,01110
67,68,XX,XXX,XX,01,  Rupganj Upazila,71950,33826,38124,27202,4771,240,81,403,25929.0,5981,7343,01110
33,30,XX,XXX,XX,01,  Gazipur Sadar Upazila,204093,95041,109052,77125,39773,820,522,1471,51578.0,15625,17179,01110
33,32,XX,XXX,XX,01,  Kaliakair Upazila,87501,37744,49757,32089,7319,196,134,720,35295.0,4739,7009,01110
33,34,XX,XXX,XX,01,  Kaliganj Upazila,41612,19218,22394,14565,1003,204,44,438,17096.0,4011,4251,01110
33,36,XX,XXX,XX,01,  Kapasia Upazila,77389,35681,41708,28458,1358,323,100,1406,33068.0,5494,7182,01110
33,86,XX,XXX,XX,01,  Sreepur Upazila,93868,42865,51003,35537,5159,316,168,1036,37609.0,5976,8067,01110
56,10,XX,XXX,XX,01,  Daulatpur Upazila,67101,28149,38952,23807,907,153,49,608,33463.0,3581,4533,01110
56,22,XX,XXX,XX,01,  Ghior Upazila,42782,18113,24669,15634,668,77,31,453,21002.0,1949,2968,01110
56,28,XX,XXX,XX,01,  Harirampur Upazila,45364,19730,25634,16697,810,74,43,357,21336.0,2602,3445,01110
56,46,XX,XXX,XX,01,  Manikganj Sadar Upazila,72232,30560,41672,26204,1633,115,34,306,34366.0,3935,5639,01110
56,70,XX,XXX,XX,01,  Saturia Upazila,58755,24937,33818,22240,1140,126,53,202,29088.0,2369,3537,01110
56,78,XX,XXX,XX,01,  Shibalaya Upazila,53962,23558,30404,20293,1000,123,32,283,25482.0,2859,3890,01110
56,82,XX,XXX,XX,01,  Singair Upazila,89249,39987,49262,33499,1206,261,67,615,41108.0,5612,6881,01110
26,14,XX,XXX,XX,01,  Dhamrai Upazila,117307,51291,66016,44708,3381,239,107,1305,54747.0,5039,7781,01110
26,18,XX,XXX,XX,01,  Dohar Upazila,45901,20405,25496,14896,691,253,55,414,19143.0,4842,5607,01110
26,38,XX,XXX,XX,01,  Keraniganj Upazila,175306,84491,90815,69361,12232,640,309,1003,61562.0,13487,16712,01110
26,62,XX,XXX,XX,01,  Nawabganj Upazila,75681,32804,42877,25705,1370,260,59,702,33806.0,6137,7642,01110
26,72,XX,XXX,XX,01,  Savar Upazila,216845,101254,115591,83028,39227,638,495,1067,55951.0,16521,19918,01110
86,14,XX,XXX,XX,01,  Bhedarganj Upazila,73390,33414,39976,27595,1202,202,107,354,32605.0,5263,6062,01110
86,25,XX,XXX,XX,01,  Damudya Upazila,24313,10479,13834,8270,532,73,23,257,11094.0,1879,2185,01110
86,36,XX,XXX,XX,01,  Gosairhat Upazila,45176,20500,24676,17075,1715,132,75,300,19610.0,2993,3276,01110
86,65,XX,XXX,XX,01,  Naria Upazila,55262,24319,30943,18623,1115,191,82,512,24200.0,4993,5546,01110
86,69,XX,XXX,XX,01,  Shariatpur Sadar Upazila,45380,20351,25029,17239,1368,156,45,387,20461.0,2569,3155,01110
86,94,XX,XXX,XX,01,  Zanjira Upazila,57612,26857,30755,22019,836,243,76,228,24575.0,4367,5268,01110
54,40,XX,XXX,XX,01,  Kalkini Upazila,61456,27155,34301,21743,943,264,120,437,27437.0,4711,5801,01110
54,54,XX,XXX,XX,01,  Madaripur Sadar Upazila,81339,36187,45152,28595,1959,355,149,1056,34383.0,6181,8661,01110
54,80,XX,XXX,XX,01,  Rajoir Upazila,58148,25720,32428,20869,1040,180,77,453,26344.0,4218,4967,01110
54,87,XX,XXX,XX,01,  Shib Char Upazila,92608,42282,50326,35303,5415,335,137,818,37601.0,5826,7173,01110
93,09,XX,XXX,XX,01,  Basail Upazila,46984,19319,27665,15769,498,143,41,599,23251.0,2808,3875,01110
93,19,XX,XXX,XX,01,  Bhuapur Upazila,57795,25779,32016,21594,659,135,45,209,26940.0,3841,4372,01110
93,23,XX,XXX,XX,01,  Delduar Upazila,59862,25629,34233,21941,984,154,41,339,28825.0,3195,4383,01110
93,25,XX,XXX,XX,01,  Dhanbari Upazila,54774,25147,29627,22021,1126,100,45,487,25006.0,2539,3450,01110
93,28,XX,XXX,XX,01,  Ghatail Upazila,143901,64260,79641,55209,2521,360,138,547,67081.0,8144,9901,01110
93,38,XX,XXX,XX,01,  Gopalpur Upazila,73040,33679,39361,29653,1025,225,48,282,34013.0,3519,4275,01110
93,47,XX,XXX,XX,01,  Kalihati Upazila,139153,62485,76668,52964,4910,412,110,631,61573.0,8478,10075,01110
93,57,XX,XXX,XX,01,  Madhupur Upazila,91973,43954,48019,37701,2213,272,118,599,39684.0,5382,6004,01110
93,66,XX,XXX,XX,01,  Mirzapur Upazila,110431,45825,64606,38183,3007,351,82,793,52019.0,6498,9498,01110
93,76,XX,XXX,XX,01,  Nagarpur Upazila,101131,42607,58524,36283,1203,257,84,498,50223.0,5569,7014,01110
93,85,XX,XXX,XX,01,  Sakhipur Upazila,96976,41371,55605,34305,1185,318,73,821,47104.0,5927,7243,01110
93,95,XX,XXX,XX,01,  Tangail Sadar Upazila,127514,56260,71254,48174,2202,258,75,739,59976.0,7089,9001,01110
48,02,XX,XXX,XX,01,  Austagram Upazila,52630,24302,28328,19078,1316,244,109,733,21895.0,4247,5008,01110
48,06,XX,XXX,XX,01,  Bajitpur Upazila,70764,32358,38406,26146,1159,230,54,416,31076.0,5566,6117,01110
48,11,XX,XXX,XX,01,  Bhairab Upazila,55914,25494,30420,19441,1079,207,61,171,23436.0,5675,5844,01110
48,27,XX,XXX,XX,01,  Hossainpur Upazila,55413,26593,28820,21459,929,254,85,271,23256.0,4609,4550,01110
48,33,XX,XXX,XX,01,  Itna Upazila,61944,30775,31169,24639,1968,227,78,714,23559.0,5195,5564,01110
48,42,XX,XXX,XX,01,  Karimganj Upazila,87793,40835,46958,33793,1412,296,78,485,38001.0,6261,7467,01110
48,45,XX,XXX,XX,01,  Katiadi Upazila,97244,44855,52389,35014,1961,531,131,851,41335.0,8459,8962,01110
48,49,XX,XXX,XX,01,  Kishoreganj Sadar Upazila,100140,47785,52355,37947,2244,444,172,421,40617.0,8973,9322,01110
48,54,XX,XXX,XX,01,  Kuliar Char Upazila,43756,19642,24114,15194,1353,273,79,346,18359.0,3829,4323,01110
48,59,XX,XXX,XX,01,  Mithamain Upazila,44294,21088,23206,17105,1632,130,81,430,17460.0,3423,4033,01110
48,76,XX,XXX,XX,01,  Nikli Upazila,50082,23970,26112,19951,575,118,38,166,21575.0,3735,3924,01110
48,79,XX,XXX,XX,01,  Pakundia Upazila,59071,28294,30777,23194,1074,162,71,315,24709.0,4623,4923,01110
48,92,XX,XXX,XX,01,  Tarail Upazila,59231,29047,30184,24018,904,168,56,205,24432.0,4656,4792,01110
89,37,XX,XXX,XX,01,  Jhenaigati Upazila,60289,27963,32326,22671,2231,293,157,1288,25795.0,3711,4143,01110
89,67,XX,XXX,XX,01,  Nakla Upazila,57827,26917,30910,23191,1555,219,108,353,25378.0,3154,3869,01110
