ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Literate (can write a letter)-Both-Yes,Literate (can write a letter)-Both-No,Literate (can write a letter)-Male-Yes,Literate (can write a letter)-Male-No,Literate (can write a letter)-Female-Yes,Literate (can write a letter)-Female-No,Literacy Rate (%)-Both,Literacy Rate (%)-Male,Literacy Rate (%)-Female,check_var
46.0,80.0,XX.0,XXX,XX,01,  Ramgarh Upazila,9963,17339,5750,8061,4213,9278,36.5,41.6,31.2,00110
46.0,80.0,76.0,XXX,XX,01,  Ramgarh Union,130,450,77,218,53,232,22.4,26.1,18.6,00110
22.0,XX.0,XX.0,XXX,XX,01, Cox's Bazar Zila,518878,915123,265624,457225,253254,457898,36.2,36.7,35.6,00110
22.0,16.0,XX.0,XXX,XX,01,  Chakoria Upazila,147120,179073,73648,89717,73472,89356,45.1,45.1,45.1,00110
22.0,24.0,XX.0,XXX,XX,01,  Cox's Bazar Sadar Upazila,84370,106957,42901,53427,41469,53530,44.1,44.5,43.7,00110
22.0,24.0,35.0,XXX,XX,01,  Idgaon Union,5718,7218,2858,3508,2860,3710,44.2,44.9,43.5,00110
22.0,24.0,42.0,XXX,XX,01,  Islamabad Union,1940,3834,964,1948,976,1886,33.6,33.1,34.1,00110
22.0,45.0,XX.0,XXX,XX,01,  Kutubdia Upazila,26570,53889,13807,27154,12763,26735,33.0,33.7,32.3,00110
22.0,49.0,XX.0,XXX,XX,01,  Maheshkhali Upazila,69706,166338,35134,86397,34572,79941,29.5,28.9,30.2,00110
22.0,56.0,XX.0,XXX,XX,01,  Pekua Upazila,39116,74176,19718,36863,19398,37313,34.5,34.8,34.2,00110
22.0,56.0,83.0,XXX,XX,01,  Pekua Union,4577,8349,2248,4125,2329,4224,35.4,35.3,35.5,00110
22.0,66.0,XX.0,XXX,XX,01,  Ramu Upazila,61567,116964,32132,58141,29435,58823,34.5,35.6,33.4,00110
22.0,66.0,15.0,XXX,XX,01,  Fatekharkul Union,552,537,291,232,261,305,50.7,55.6,46.1,00110
22.0,66.0,38.0,XXX,XX,01,  Joarianala Union,3915,7729,1953,3865,1962,3864,33.6,33.6,33.7,00110
22.0,90.0,XX.0,XXX,XX,01,  Teknaf Upazila,39524,125605,21401,60559,18123,65046,23.9,26.1,21.8,00110
22.0,90.0,63.0,XXX,XX,01,  Teknaf Union,4454,11999,2330,5886,2124,6113,27.1,28.4,25.8,00110
22.0,94.0,XX.0,XXX,XX,01,  Ukhia Upazila,50905,92121,26883,44967,24022,47154,35.6,37.4,33.8,00110
22.0,94.0,47.0,XXX,XX,01,  Raja Palong Union,7928,15776,4056,7772,3872,8004,33.4,34.3,32.6,00110
15.0,XX.0,XX.0,XXX,XX,01, Chittagong Zila,1988925,1764443,997470,836629,991455,927814,53.0,54.4,51.7,00110
15.0,4.0,XX.0,XXX,XX,01,  Anowara Upazila,108358,102347,55110,46771,53248,55576,51.4,54.1,48.9,00110
15.0,4.0,15.0,XXX,XX,01,  Anowara Union,2511,1542,1275,616,1236,926,62.0,67.4,57.2,00110
15.0,8.0,XX.0,XXX,XX,01,  Banshkhali Upazila,115960,198048,57916,94437,58044,103611,36.9,38.0,35.9,00110
15.0,12.0,XX.0,XXX,XX,01,  Boalkhali Upazila,86374,61779,43143,29144,43231,32635,58.3,59.7,57.0,00110
15.0,18.0,XX.0,XXX,XX,01,  Chandanaish  Upazila,86575,79224,44226,39580,42349,39644,52.2,52.8,51.6,00110
15.0,33.0,XX.0,XXX,XX,01,  Fatikchhari Upazila,207050,199510,105143,95437,101907,104073,50.9,52.4,49.5,00110
15.0,37.0,XX.0,XXX,XX,01,  Hathazari Upazila,235260,135242,119812,64424,115448,70818,63.5,65.0,62.0,00110
15.0,37.0,59.0,XXX,XX,01,  Hathazari Union,38346,25214,21118,12670,17228,12544,60.3,62.5,57.9,00110
15.0,47.0,XX.0,XXX,XX,01,  Lohagara Upazila,97633,106587,47087,50211,50546,56376,47.8,48.4,47.3,00110
15.0,47.0,62.0,XXX,XX,01,  Lohagara Union,1860,1560,871,705,989,855,54.4,55.3,53.6,00110
15.0,53.0,XX.0,XXX,XX,01,  Mirsharai Upazila,171798,140953,82168,62317,89630,78636,54.9,56.9,53.3,00110
15.0,53.0,59.0,XXX,XX,01,  Mirsharai Union,6568,5014,3215,2142,3353,2872,56.7,60.0,53.9,00110
15.0,61.0,XX.0,XXX,XX,01,  Patiya Upazila,217288,186523,113197,88513,104091,98010,53.8,56.1,51.5,00110
15.0,70.0,XX.0,XXX,XX,01,  Rangunia Upazila,111178,124882,55003,62525,56175,62357,47.1,46.8,47.4,00110
15.0,70.0,34.0,XXX,XX,01,  Mariamnagar Union,8526,5193,4158,2456,4368,2737,62.1,62.9,61.5,00110
15.0,70.0,60.0,XXX,XX,01,  Pomara Union,216,347,118,179,98,168,38.4,39.7,36.8,00110
15.0,74.0,XX.0,XXX,XX,01,  Raozan Upazila,140920,85954,67612,40159,73308,45795,62.1,62.7,61.6,00110
15.0,78.0,XX.0,XXX,XX,01,  Sandwip Upazila,96289,89962,42791,41276,53498,48686,51.7,50.9,52.4,00110
15.0,78.0,40.0,XXX,XX,01,  Harispur Union,119,180,49,89,70,91,39.8,35.5,43.5,00110
15.0,82.0,XX.0,XXX,XX,01,  Satkania Upazila,140015,131461,67797,62523,72218,68938,51.6,52.0,51.2,00110
15.0,82.0,36.0,XXX,XX,01,  Dhemsa Union,3102,2438,1642,1352,1460,1086,56.0,54.8,57.3,00110
15.0,86.0,XX.0,XXX,XX,01,  Sitakunda Upazila,174227,121971,96465,59312,77762,62659,58.8,61.9,55.4,00110
84.0,XX.0,XX.0,XXX,XX,01, Rangamati Zila,157915,204380,96606,92716,61309,111664,43.6,51.0,35.4,00110
84.0,7.0,XX.0,XXX,XX,01,  Baghaichhari Upazila,24815,38700,15649,17630,9166,21070,39.1,47.0,30.3,00110
84.0,7.0,71.0,XXX,XX,01,  Rupakari Union,1510,1461,917,632,593,829,50.8,59.2,41.7,00110
84.0,21.0,XX.0,XXX,XX,01,  Barkal Upazila,16249,21364,10702,9544,5547,11820,43.2,52.9,31.9,00110
84.0,21.0,47.0,XXX,XX,01,  Barkal Union,1861,1974,1185,893,676,1081,48.5,57.0,38.5,00110
84.0,25.0,XX.0,XXX,XX,01,  Kawkhali Upazila,17569,23342,10080,10618,7489,12724,42.9,48.7,37.1,00110
84.0,25.0,19.0,XXX,XX,01,  Betbunia Union,2407,3177,1355,1482,1052,1695,43.1,47.8,38.3,00110
84.0,29.0,XX.0,XXX,XX,01,  Belai Chhari Upazila,6167,14929,4232,6935,1935,7994,29.2,37.9,19.5,00110
84.0,29.0,23.0,XXX,XX,01,  Belai Chhari Union,2184,2871,1480,1262,704,1609,43.2,54.0,30.4,00110
84.0,36.0,XX.0,XXX,XX,01,  Kaptai  Upazila,22031,16771,12670,7519,9361,9252,56.8,62.8,50.3,00110
84.0,36.0,57.0,XXX,XX,01,  Kaptai Union,402,1315,281,625,121,690,23.4,31.0,14.9,00110
84.0,47.0,XX.0,XXX,XX,01,  Jurai Chhari Upazila,8066,10054,5544,4244,2522,5810,44.5,56.6,30.3,00110
84.0,47.0,57.0,XXX,XX,01,  Jurai Chhari Union,1336,1234,871,477,465,757,52.0,64.6,38.1,00110
84.0,58.0,XX.0,XXX,XX,01,  Langadu  Upazila,24248,32313,14073,15407,10175,16906,42.9,47.7,37.6,00110
84.0,58.0,67.0,XXX,XX,01,  Langadu Union,1417,1635,897,671,520,964,46.4,57.2,35.0,00110
84.0,75.0,XX.0,XXX,XX,01,  Naniarchar  Upazila,13996,17150,8406,7592,5590,9558,44.9,52.5,36.9,00110
84.0,75.0,57.0,XXX,XX,01,  Naniarchar Union,1876,3065,1178,1395,698,1670,38.0,45.8,29.5,00110
84.0,78.0,XX.0,XXX,XX,01,  Rajasthali  Upazila,8464,10977,5020,5083,3444,5894,43.5,49.7,36.9,00110
84.0,78.0,71.0,XXX,XX,01,  Gainda Union,1421,2976,856,1349,565,1627,32.3,38.8,25.8,00110
84.0,87.0,XX.0,XXX,XX,01,  Rangamati Sadar Upazila,16310,18780,10230,8144,6080,10636,46.5,55.7,36.4,00110
30.0,XX.0,XX.0,XXX,XX,01, Feni Zila,559676,405840,269502,183938,290174,221902,58.0,59.4,56.7,00110
30.0,14.0,XX.0,XXX,XX,01,  Chhagalnaiya Upazila,74974,42851,36226,18768,38748,24083,63.6,65.9,61.7,00110
30.0,14.0,76.0,XXX,XX,01,  Pathannagar Union,18843,8591,8934,3908,9909,4683,68.7,69.6,67.9,00110
30.0,25.0,XX.0,XXX,XX,01,  Daganbhuiyan Upazila,107549,78167,48622,35698,58927,42469,57.9,57.7,58.1,00110
30.0,25.0,12.0,XXX,XX,01,  Daganbhuiyan Union,9690,5780,4282,2568,5408,3212,62.6,62.5,62.7,00110
30.0,25.0,38.0,XXX,XX,01,  Jailashkara Union,20894,13065,9776,5971,11118,7094,61.5,62.1,61.0,00110
30.0,29.0,XX.0,XXX,XX,01,  Feni Sadar Upazila,180988,121531,89783,55277,91205,66254,59.8,61.9,57.9,00110
30.0,41.0,XX.0,XXX,XX,01,  Fulgazi Upazila,58866,39021,30081,18411,28785,20610,60.1,62.0,58.3,00110
30.0,41.0,67.0,XXX,XX,01,  Fulgazi Union,14412,9230,7773,4479,6639,4751,61.0,63.4,58.3,00110
30.0,51.0,XX.0,XXX,XX,01,  Parshuram Upazila,34979,24722,16517,11035,18462,13687,58.6,59.9,57.4,00110
30.0,94.0,XX.0,XXX,XX,01,  Sonagazi Upazila,102320,99548,48273,44749,54047,54799,50.7,51.9,49.7,00110
30.0,94.0,66.0,XXX,XX,01,  Matiganj Union,11063,10194,5141,4527,5922,5667,52.0,53.2,51.1,00110
75.0,XX.0,XX.0,XXX,XX,01, Noakhali Zila,1041109,1080970,483065,505606,558044,575364,49.1,48.9,49.2,00110
75.0,7.0,XX.0,XXX,XX,01,  Begumganj Upazila,200129,145741,90744,66976,109385,78765,57.9,57.5,58.1,00110
75.0,7.0,70.0,XXX,XX,01,  Mir Warishpur Union,6961,5939,3027,2660,3934,3279,54.0,53.2,54.5,00110
75.0,10.0,XX.0,XXX,XX,01,  Chatkhil Upazila,110436,59829,48261,28351,62175,31478,64.9,63.0,66.4,00110
75.0,21.0,XX.0,XXX,XX,01,  Companiganj Upazila,90838,91606,42606,43031,48232,48575,49.8,49.8,49.8,00110
75.0,36.0,XX.0,XXX,XX,01,  Hatiya Upazila,91109,193212,46688,93312,44421,99900,32.0,33.3,30.8,00110
75.0,36.0,47.0,XXX,XX,01,  Harni Union,3045,10003,1581,4915,1464,5088,23.3,24.3,22.3,00110
75.0,36.0,76.0,XXX,XX,01,  Sonadia Union,9548,12905,4722,6080,4826,6825,42.5,43.7,41.4,00110
75.0,47.0,XX.0,XXX,XX,01,  Kabirhat Upazila,69631,76279,31899,35280,37732,40999,47.7,47.5,47.9,00110
75.0,80.0,XX.0,XXX,XX,01,  Senbagh Upazila,120179,94105,55305,44008,64874,50097,56.1,55.7,56.4,00110
75.0,80.0,13.0,XXX,XX,01,  Arjuntala Union,8191,7454,3345,3267,4846,4187,52.4,50.6,53.6,00110
75.0,80.0,57.0,XXX,XX,01,  Kadra Union,7949,6887,3387,2971,4562,3916,53.6,53.3,53.8,00110
75.0,83.0,XX.0,XXX,XX,01,  Sonaimuri Upazila,148695,95424,65121,43388,83574,52036,60.9,60.0,61.6,00110
75.0,85.0,XX.0,XXX,XX,01,  Subarnachar Upazila,71014,148476,36325,71453,34689,77023,32.4,33.7,31.1,00110
75.0,85.0,36.0,XXX,XX,01,  Char Jubille Union,10108,20832,5121,9418,4987,11414,32.7,35.2,30.4,00110
75.0,87.0,XX.0,XXX,XX,01,  Noakhali Sadar Upazila,139078,176298,66116,79807,72962,96491,44.1,45.3,43.1,00110
75.0,87.0,23.0,XXX,XX,01,  Ashwadia Union,11874,12026,5584,5756,6290,6270,49.7,49.2,50.1,00110
75.0,87.0,25.0,XXX,XX,01,  Binodpur Union,8778,6404,4162,2973,4616,3431,57.8,58.3,57.4,00110
75.0,87.0,40.0,XXX,XX,01,  Char Matua Union,11557,9935,5331,4527,6226,5408,53.8,54.1,53.5,00110
75.0,87.0,60.0,XXX,XX,01,  Kadir Hanif Union,10991,4744,5419,2231,5572,2513,69.9,70.8,68.9,00110
75.0,87.0,80.0,XXX,XX,01,  Noakhali Union,12788,11495,6159,5458,6629,6037,52.7,53.0,52.3,00110
29.0,XX.0,XX.0,XXX,XX,01, Faridpur Zila,639412,741599,319271,354888,320141,386711,46.3,47.4,45.3,00110
29.0,3.0,XX.0,XXX,XX,01,  Alfadanga Upazila,45720,39348,21587,18278,24133,21070,53.7,54.2,53.4,00110
29.0,3.0,10.0,XXX,XX,01,  Alfadanga Union,5526,4909,2567,2287,2959,2622,53.0,52.9,53.0,00110
29.0,3.0,31.0,XXX,XX,01,  Buraich Union,8402,8299,3972,3954,4430,4345,50.3,50.1,50.5,00110
29.0,10.0,XX.0,XXX,XX,01,  Bhanga Upazila,80267,98186,39315,46022,40952,52164,45.0,46.1,44.0,00110
29.0,10.0,13.0,XXX,XX,01,  Algi Union,7135,10684,3443,5002,3692,5682,40.0,40.8,39.4,00110
29.0,10.0,25.0,XXX,XX,01,  Chumordi Union,1727,1816,833,828,894,988,48.7,50.2,47.5,00110
29.0,18.0,XX.0,XXX,XX,01,  Boalmari Upazila,89405,103147,44402,49818,45003,53329,46.4,47.1,45.8,00110
29.0,21.0,XX.0,XXX,XX,01,  Char Bhadrasan Upazila,13179,20681,6275,9930,6904,10751,38.9,38.7,39.1,00110
29.0,21.0,19.0,XXX,XX,01,  Char Bhadrasan Union,1213,1792,569,810,644,982,40.4,41.3,39.6,00110
29.0,47.0,XX.0,XXX,XX,01,  Faridpur Sadar Upazila,142014,153449,72878,73927,69136,79522,48.1,49.6,46.5,00110
29.0,47.0,15.0,XXX,XX,01,  Ambikapur Union,12448,10517,6502,5098,5946,5419,54.2,56.1,52.3,00110
29.0,56.0,XX.0,XXX,XX,01,  Madhukhali Upazila,83904,78523,42968,37411,40936,41112,51.7,53.5,49.9,00110
29.0,56.0,52.0,XXX,XX,01,  Madhukhali Union,8420,10183,4194,4950,4226,5233,45.3,45.9,44.7,00110
29.0,56.0,73.0,XXX,XX,01,  Noapara Union,9905,8270,5069,4040,4836,4230,54.5,55.6,53.3,00110
29.0,62.0,XX.0,XXX,XX,01,  Nagarkanda Upazila,70698,82118,36104,39579,34594,42539,46.3,47.7,44.8,00110
29.0,62.0,55.0,XXX,XX,01,  Laskardia Union,7782,8904,3886,4410,3896,4494,46.6,46.8,46.4,00110
29.0,84.0,XX.0,XXX,XX,01,  Sadarpur Upazila,63763,86308,30598,40696,33165,45612,42.5,42.9,42.1,00110
29.0,84.0,85.0,XXX,XX,01,  Sadarpur Union,9621,8568,4859,4094,4762,4474,52.9,54.3,51.6,00110
29.0,90.0,XX.0,XXX,XX,01,  Saltha Upazila,50462,79839,25144,39227,25318,40612,38.7,39.1,38.4,00110
29.0,90.0,16.0,XXX,XX,01,  Bhawal Union,3742,8619,1778,4220,1964,4399,30.3,29.6,30.9,00110
29.0,90.0,78.0,XXX,XX,01,  Ramkantapur Union,4667,5876,2308,2946,2359,2930,44.3,43.9,44.6,00110
72.0,XX.0,XX.0,XXX,XX,01, Netrakona Zila,588495,1008716,300775,488815,287720,519901,36.8,38.1,35.6,00110
72.0,4.0,XX.0,XXX,XX,01,  Atpara Upazila,41861,68150,21581,32898,20280,35252,38.1,39.6,36.5,00110
72.0,4.0,11.0,XXX,XX,01,  Baniajan Union,3607,6026,1839,2878,1768,3148,37.4,39.0,36.0,00110
72.0,9.0,XX.0,XXX,XX,01,  Barhatta Upazila,50376,89105,25650,43957,24726,45148,36.1,36.8,35.4,00110
72.0,9.0,23.0,XXX,XX,01,  Barhatta Union,8723,12221,4423,6075,4300,6146,41.6,42.1,41.2,00110
72.0,18.0,XX.0,XXX,XX,01,  Durgapur Upazila,58656,100656,29392,49147,29264,51509,36.8,37.4,36.2,00110
72.0,18.0,51.0,XXX,XX,01,  Durgapur Union,6312,10881,3033,5369,3279,5512,36.7,36.1,37.3,00110
72.0,38.0,XX.0,XXX,XX,01,  Khaliajuri Upazila,21881,49881,11808,24795,10073,25086,30.5,32.3,28.6,00110
72.0,38.0,40.0,XXX,XX,01,  Khaliajuri Union,1885,4824,1033,2397,852,2427,28.1,30.1,26.0,00110
72.0,40.0,XX.0,XXX,XX,01,  Kalmakanda Upazila,72689,132033,37025,63879,35664,68154,35.5,36.7,34.4,00110
72.0,40.0,35.0,XXX,XX,01,  Kalmakanda Union,10113,16903,5292,8166,4821,8737,37.4,39.3,35.6,00110
72.0,47.0,XX.0,XXX,XX,01,  Kendua Upazila,82744,145261,41928,69254,40816,76007,36.3,37.7,34.9,00110
72.0,56.0,XX.0,XXX,XX,01,  Madan Upazila,30685,75816,16263,37081,14422,38735,28.8,30.5,27.1,00110
72.0,56.0,52.0,XXX,XX,01,  Madan Union,3172,8380,1700,4144,1472,4236,27.5,29.1,25.8,00110
72.0,63.0,XX.0,XXX,XX,01,  Mohanganj Upazila,42363,71109,21884,34985,20479,36124,37.3,38.5,36.2,00110
72.0,74.0,XX.0,XXX,XX,01,  Netrokona Sadar Upazila,88964,140953,46112,67798,42852,73155,38.7,40.5,36.9,00110
72.0,83.0,XX.0,XXX,XX,01,  Purbadhala Upazila,98276,135752,49132,65021,49144,70731,42.0,43.0,41.0,00110
72.0,83.0,71.0,XXX,XX,01,  Jaria Union,5058,9377,2534,4620,2524,4757,35.0,35.4,34.7,00110
72.0,83.0,94.0,XXX,XX,01,  Purbadhala Union,6019,9582,3105,4586,2914,4996,38.6,40.4,36.8,00110
39.0,XX.0,XX.0,XXX,XX,01, Jamalpur Zila,561599,1018044,293502,477123,268097,540921,35.6,38.1,33.1,00110
39.0,7.0,XX.0,XXX,XX,01,  Bakshiganj Upazila,47714,106176,24940,49908,22774,56268,31.0,33.3,28.8,00110
39.0,7.0,23.0,XXX,XX,01,  Bakshiganj Union,5654,10927,2953,5201,2701,5726,34.1,36.2,32.1,00110
39.0,15.0,XX.0,XXX,XX,01,  Dewanganj Upazila,52823,119758,27633,56337,25190,63421,30.6,32.9,28.4,00110
39.0,15.0,36.0,XXX,XX,01,  Chikajani Union,4191,9578,2211,4552,1980,5026,30.4,32.7,28.3,00110
39.0,15.0,43.0,XXX,XX,01,  Chukaibari Union,204,969,101,461,103,508,17.4,18.0,16.9,00110
39.0,29.0,XX.0,XXX,XX,01,  Islampur Upazila,57409,153017,31979,72277,25430,80740,27.3,30.7,24.0,00110
39.0,36.0,XX.0,XXX,XX,01,  Jamalpur Sadar Upazila,164621,228407,84041,106309,80580,122098,41.9,44.2,39.8,00110
39.0,36.0,59.0,XXX,XX,01,  Ranagachha Union,12210,15130,6095,6873,6115,8257,44.7,47.0,42.5,00110
39.0,58.0,XX.0,XXX,XX,01,  Madarganj Upazila,60920,128589,32562,60680,28358,67909,32.1,34.9,29.5,00110
39.0,61.0,XX.0,XXX,XX,01,  Melandaha Upazila,80069,151245,42319,70281,37750,80964,34.6,37.6,31.8,00110
39.0,61.0,85.0,XXX,XX,01,  Nangla Union,4134,10377,2222,4765,1912,5612,28.5,31.8,25.4,00110
39.0,85.0,XX.0,XXX,XX,01,  Sarishabari Upazila,98043,130852,50028,61331,48015,69521,42.8,44.9,40.9,00110
39.0,85.0,21.0,XXX,XX,01,  Bhatara Union,12067,14380,5962,6657,6105,7723,45.6,47.2,44.1,00110
59.0,XX.0,XX.0,XXX,XX,01, Munshiganj Zila,595625,482055,296095,237065,299530,244990,55.3,55.5,55.0,00110
59.0,24.0,XX.0,XXX,XX,01,  Gazaria Upazila,73703,55439,38038,25970,35665,29469,57.1,59.4,54.8,00110
59.0,24.0,42.0,XXX,XX,01,  Gazaria Union,5335,4528,2573,2098,2762,2430,54.1,55.1,53.2,00110
59.0,24.0,73.0,XXX,XX,01,  Imampur Union,8903,7265,4399,3399,4504,3866,55.1,56.4,53.8,00110
59.0,44.0,XX.0,XXX,XX,01,  Lohajang Upazila,74461,58282,36862,28980,37599,29302,56.1,56.0,56.2,00110
59.0,44.0,13.0,XXX,XX,01,  Bejgaon Union,6272,4063,2899,1938,3373,2125,60.7,59.9,61.3,00110
59.0,44.0,94.0,XXX,XX,01,  Lohajang Teotia Union,1319,2515,662,1262,657,1253,34.4,34.4,34.4,00110
59.0,56.0,XX.0,XXX,XX,01,  Munshiganj Sadar Upazila,108267,100863,55050,49820,53217,51043,51.8,52.5,51.0,00110
59.0,56.0,76.0,XXX,XX,01,  Panchasar Union,29313,20611,15741,10543,13572,10068,58.7,59.9,57.4,00110
59.0,56.0,85.0,XXX,XX,01,  Rampal Union,18629,12133,9660,6268,8969,5865,60.6,60.6,60.5,00110
59.0,74.0,XX.0,XXX,XX,01,  Serajdikhan Upazila,132902,109375,65966,54288,66936,55087,54.9,54.9,54.9,00110
59.0,74.0,88.0,XXX,XX,01,  Rasunia Union,8930,6905,4360,3448,4570,3457,56.4,55.8,56.9,00110
59.0,84.0,XX.0,XXX,XX,01,  Sreenagar Upazila,120040,90209,57650,44006,62390,46203,57.1,56.7,57.5,00110
59.0,84.0,74.0,XXX,XX,01,  Sreenagar Union,4949,4297,2329,2170,2620,2127,53.5,51.8,55.2,00110
59.0,94.0,XX.0,XXX,XX,01,  Tongibari Upazila,86252,67887,42529,34001,43723,33886,56.0,55.6,56.3,00110
59.0,94.0,39.0,XXX,XX,01,  Dhipur Union,5373,4468,2519,2286,2854,2182,54.6,52.4,56.7,00110
59.0,94.0,94.0,XXX,XX,01,  Sonarang Tongibari Union,2771,1867,1340,963,1431,904,59.7,58.2,61.3,00110
35.0,XX.0,XX.0,XXX,XX,01, Gopalganj Zila,494729,377627,250820,174636,243909,202991,56.7,59.0,54.6,00110
35.0,32.0,XX.0,XXX,XX,01,  Gopalganj Sadar Upazila,142172,99778,73941,46735,68231,53043,58.8,61.3,56.3,00110
35.0,32.0,21.0,XXX,XX,01,  Gobra Union,6133,3262,3101,1569,3032,1693,65.3,66.4,64.2,00110
35.0,32.0,38.0,XXX,XX,01,  Jalalabad Union,6731,4812,3332,2225,3399,2587,58.3,60.0,56.8,00110
35.0,43.0,XX.0,XXX,XX,01,  Kashiani Upazila,99816,69986,48598,32276,51218,37710,58.8,60.1,57.6,00110
35.0,43.0,27.0,XXX,XX,01,  Kashiani Union,9683,6363,4680,2976,5003,3387,60.3,61.1,59.6,00110
35.0,51.0,XX.0,XXX,XX,01,  Kotalipara Upazila,106497,75549,54610,34192,51887,41357,58.5,61.5,55.6,00110
35.0,51.0,23.0,XXX,XX,01,  Ghagar Union,2684,1655,1396,765,1288,890,61.9,64.6,59.1,00110
35.0,58.0,XX.0,XXX,XX,01,  Muksudpur Upazila,117430,109028,59000,50082,58430,58946,51.9,54.1,49.8,00110
35.0,91.0,XX.0,XXX,XX,01,  Tungipara Upazila,28814,23286,14671,11351,14143,11935,55.3,56.4,54.2,00110
35.0,91.0,66.0,XXX,XX,01,  Kushli Union,5453,5701,2699,2813,2754,2888,48.9,49.0,48.8,00110
82.0,XX.0,XX.0,XXX,XX,01, Rajbari Zila,388932,386152,197184,184311,191748,201841,50.2,51.7,48.7,00110
82.0,7.0,XX.0,XXX,XX,01,  Baliakandi Upazila,92706,76217,47590,36674,45116,39543,54.9,56.5,53.3,00110
82.0,7.0,17.0,XXX,XX,01,  Baharpur Union,14286,12699,7405,6153,6881,6546,52.9,54.6,51.2,00110
82.0,7.0,19.0,XXX,XX,01,  Baliakandi Union,9064,8504,4611,4159,4453,4345,51.6,52.6,50.6,00110
82.0,29.0,XX.0,XXX,XX,01,  Goalanda Upazila,24542,44282,12551,20693,11991,23589,35.7,37.8,33.7,00110
82.0,29.0,19.0,XXX,XX,01,  Chhota Bhakla Union,4753,5068,2306,2341,2447,2727,48.4,49.6,47.3,00110
82.0,29.0,76.0,XXX,XX,01,  Ujan Char Union,6916,10560,3545,5066,3371,5494,39.6,41.2,38.0,00110
82.0,47.0,XX.0,XXX,XX,01,  Kalukhali Upazila,64930,63034,33004,30498,31926,32536,50.7,52.0,49.5,00110
82.0,47.0,30.0,XXX,XX,01,  Kalikapur Union,5943,5561,2966,2663,2977,2898,51.7,52.7,50.7,00110
82.0,47.0,85.0,XXX,XX,01,  Ratandia Union,9639,12619,4852,6211,4787,6408,43.3,43.9,42.8,00110
82.0,73.0,XX.0,XXX,XX,01,  Pangsha Upazila,80988,96198,41342,46829,39646,49369,45.7,46.9,44.5,00110
82.0,73.0,25.0,XXX,XX,01,  Jashai Union,5939,7551,3047,3658,2892,3893,44.0,45.4,42.6,00110
82.0,73.0,75.0,XXX,XX,01,  Babupara Union,5734,6188,3015,3030,2719,3158,48.1,49.9,46.3,00110
82.0,76.0,XX.0,XXX,XX,01,  Rajbari Sadar Upazila,125766,106421,62697,49617,63069,56804,54.2,55.8,52.6,00110
82.0,76.0,36.0,XXX,XX,01,  Dadshi Union,6934,7973,3290,3722,3644,4251,46.5,46.9,46.2,00110
82.0,76.0,51.0,XXX,XX,01,  Mizanpur Union,14402,14176,7064,6682,7338,7494,50.4,51.4,49.5,00110
61.0,XX.0,XX.0,XXX,XX,01, Mymensingh Zila,1406275,2120759,710099,1023471,696176,1097288,39.9,41.0,38.8,00110
61.0,13.0,XX.0,XXX,XX,01,  Bhaluka Upazila,146441,167655,77855,79598,68586,88057,46.6,49.4,43.8,00110
61.0,13.0,14.0,XXX,XX,01,  Bhaluka Union,8166,6951,4225,3419,3941,3532,54.0,55.3,52.7,00110
61.0,13.0,69.0,XXX,XX,01,  Mallikbari Union,7631,10413,3761,5073,3870,5340,42.3,42.6,42.0,00110
61.0,16.0,XX.0,XXX,XX,01,  Dhobaura Upazila,43285,108008,21800,51983,21485,56025,28.6,29.5,27.7,00110
61.0,16.0,36.0,XXX,XX,01,  Dhobaura Union,7563,14394,3824,7021,3739,7373,34.4,35.3,33.6,00110
61.0,20.0,XX.0,XXX,XX,01,  Fulbaria Upazila,135726,192499,68975,93034,66751,99465,41.4,42.6,40.2,00110
61.0,20.0,17.0,XXX,XX,01,  Bakta Union,10549,16011,5260,7780,5289,8231,39.7,40.3,39.1,00110
61.0,20.0,47.0,XXX,XX,01,  Fulbaria Union,6301,9314,3214,4476,3087,4838,40.4,41.8,39.0,00110
61.0,22.0,XX.0,XXX,XX,01,  Gaffargaon Upazila,152765,169140,73505,82259,79260,86881,47.5,47.2,47.7,00110
61.0,22.0,82.0,XXX,XX,01,  Saltia Union,7581,5759,3791,2816,3790,2943,56.8,57.4,56.3,00110
61.0,23.0,XX.0,XXX,XX,01,  Gauripur Upazila,101696,141915,51974,67489,49722,74426,41.7,43.5,40.1,00110
61.0,24.0,XX.0,XXX,XX,01,  Haluaghat Upazila,85580,143094,43215,68428,42365,74666,37.4,38.7,36.2,00110
61.0,24.0,61.0,XXX,XX,01,  Haluaghat Union,12656,17859,6419,8644,6237,9215,41.5,42.6,40.4,00110
61.0,31.0,XX.0,XXX,XX,01,  Ishwarganj Upazila,108666,166605,55561,80288,53105,86317,39.5,40.9,38.1,00110
61.0,31.0,40.0,XXX,XX,01,  Ishwarganj Union,5344,7286,2775,3619,2569,3667,42.3,43.4,41.2,00110
61.0,52.0,XX.0,XXX,XX,01,  Mymensingh Sadar Upazila,111175,200168,56318,97082,54857,103086,35.7,36.7,34.7,00110
61.0,52.0,33.0,XXX,XX,01,  Char Ishwardia Union,4531,9010,2300,4454,2231,4556,33.5,34.1,32.9,00110
61.0,52.0,40.0,XXX,XX,01,  Char Nilakshmia Union,6660,17971,3477,8800,3183,9171,27.0,28.3,25.8,00110
