ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Literate (can write a letter)-Both-Yes,Literate (can write a letter)-Both-No,Literate (can write a letter)-Male-Yes,Literate (can write a letter)-Male-No,Literate (can write a letter)-Female-Yes,Literate (can write a letter)-Female-No,Literacy Rate (%)-Both,Literacy Rate (%)-Male,Literacy Rate (%)-Female,check_var
61.0,52.0,67.0,XXX,XX,01,  Khagdahar Union,11139,18302,5691,8898,5448,9404,37.8,39.0,36.7,00110
61.0,65.0,XX.0,XXX,XX,01,  Muktagachha Upazila,124374,177794,63541,85469,60833,92325,41.2,42.6,39.7,00110
61.0,72.0,XX.0,XXX,XX,01,  Nandail Upazila,113179,177058,55645,86166,57534,90892,39.0,39.2,38.8,00110
61.0,72.0,13.0,XXX,XX,01,  Achargaon Union,5704,8093,2746,4013,2958,4080,41.3,40.6,42.0,00110
61.0,72.0,23.0,XXX,XX,01,  Chandipasha Union,11513,17699,5645,8618,5868,9081,39.4,39.6,39.3,00110
61.0,81.0,XX.0,XXX,XX,01,  Phulpur Upazila,171292,292710,85745,141996,85547,150714,36.9,37.7,36.2,00110
61.0,94.0,XX.0,XXX,XX,01,  Trishal Upazila,112096,184113,55965,89679,56131,94434,37.8,38.4,37.3,00110
61.0,94.0,66.0,XXX,XX,01,  Rampur Union,3690,4789,1852,2381,1838,2408,43.5,43.8,43.3,00110
67.0,XX.0,XX.0,XXX,XX,01, Narayanganj Zila,895916,775388,480324,381443,415592,393945,53.6,55.7,51.3,00110
67.0,2.0,XX.0,XXX,XX,01,  Araihazar Upazila,121345,179600,62013,87680,59332,91920,40.3,41.4,39.2,00110
67.0,2.0,23.0,XXX,XX,01,  Araihazar Union,7902,10058,4043,4960,3859,5098,44.0,44.9,43.1,00110
67.0,2.0,87.0,XXX,XX,01,  Satgram Union,12076,14468,6080,7334,5996,7134,45.5,45.3,45.7,00110
67.0,4.0,XX.0,XXX,XX,01,  Sonargaon Upazila,168790,144225,89380,70306,79410,73919,53.9,56.0,51.8,00110
67.0,6.0,XX.0,XXX,XX,01,  Bandar Upazila,69726,55901,36109,27299,33617,28602,55.5,56.9,54.0,00110
67.0,58.0,XX.0,XXX,XX,01,  Narayanganj Sadar Upazila,398415,274118,218406,136163,180009,137955,59.2,61.6,56.6,00110
67.0,68.0,XX.0,XXX,XX,01,  Rupganj Upazila,137640,121544,74416,59995,63224,61549,53.1,55.4,50.7,00110
67.0,68.0,63.0,XXX,XX,01,  Mura Para Union,4547,3362,2441,1582,2106,1780,57.5,60.7,54.2,00110
67.0,68.0,79.0,XXX,XX,01,  Rupganj Union,16405,16608,8740,8064,7665,8544,49.7,52.0,47.3,00110
33.0,XX.0,XX.0,XXX,XX,01, Gazipur Zila,1247009,811514,680898,385775,566111,425739,60.6,63.8,57.1,00110
33.0,30.0,XX.0,XXX,XX,01,  Gazipur Sadar Upazila,657665,338015,379528,161719,278137,176296,66.1,70.1,61.2,00110
33.0,32.0,XX.0,XXX,XX,01,  Kaliakair Upazila,156260,121954,85148,54969,71112,66985,56.2,60.8,51.5,00110
33.0,32.0,66.0,XXX,XX,01,  Mouchak Union,53698,32644,30047,14879,23651,17765,62.2,66.9,57.1,00110
33.0,32.0,76.0,XXX,XX,01,  Sreefaltali Union,9687,7095,5136,3246,4551,3849,57.7,61.3,54.2,00110
33.0,34.0,XX.0,XXX,XX,01,  Kaliganj Upazila,113009,76121,55859,37395,57150,38726,59.8,59.9,59.6,00110
33.0,36.0,XX.0,XXX,XX,01,  Kapasia Upazila,157287,123985,75262,59641,82025,64344,55.9,55.8,56.0,00110
33.0,36.0,43.0,XXX,XX,01,  Kapasia Union,15943,10612,7735,5043,8208,5569,60.0,60.5,59.6,00110
33.0,86.0,XX.0,XXX,XX,01,  Sreepur Upazila,162788,151439,85101,72051,77687,79388,51.8,54.2,49.5,00110
56.0,XX.0,XX.0,XXX,XX,01, Manikganj Zila,515470,566937,265073,255059,250397,311878,47.6,51.0,44.5,00110
56.0,10.0,XX.0,XXX,XX,01,  Daulatpur Upazila,44961,86851,24875,37905,20086,48946,34.1,39.6,29.1,00110
56.0,10.0,28.0,XXX,XX,01,  Chak Mirpur Union,7081,7836,3740,3412,3341,4424,47.5,52.3,43.0,00110
56.0,22.0,XX.0,XXX,XX,01,  Ghior Upazila,65313,56156,33702,24770,31611,31386,53.8,57.6,50.2,00110
56.0,22.0,47.0,XXX,XX,01,  Ghior Union,8738,6608,4480,3024,4258,3584,56.9,59.7,54.3,00110
56.0,28.0,XX.0,XXX,XX,01,  Harirampur Upazila,56764,61204,27115,27830,29649,33374,48.1,49.3,47.0,00110
56.0,28.0,29.0,XXX,XX,01,  Boyra Union,4495,2526,2031,1051,2464,1475,64.0,65.9,62.6,00110
56.0,46.0,XX.0,XXX,XX,01,  Manikganj Sadar Upazila,106363,98160,52600,43818,53763,54342,52.0,54.6,49.7,00110
56.0,46.0,87.0,XXX,XX,01,  Nabagram Union,9016,6512,4557,2732,4459,3780,58.1,62.5,54.1,00110
56.0,70.0,XX.0,XXX,XX,01,  Saturia Upazila,65661,75186,35089,33105,30572,42081,46.6,51.5,42.1,00110
56.0,70.0,19.0,XXX,XX,01,  Baliati Union,4377,5322,2296,2398,2081,2924,45.1,48.9,41.6,00110
56.0,70.0,85.0,XXX,XX,01,  Saturia Union,6511,7478,3590,3311,2921,4167,46.5,52.0,41.2,00110
56.0,78.0,XX.0,XXX,XX,01,  Shibalaya Upazila,75932,67536,40439,30462,35493,37074,52.9,57.0,48.9,00110
56.0,78.0,71.0,XXX,XX,01,  Ulail Union,8110,9689,4374,4389,3736,5300,45.6,49.9,41.3,00110
56.0,82.0,XX.0,XXX,XX,01,  Singair Upazila,100476,121844,51253,57169,49223,64675,45.2,47.3,43.2,00110
26.0,XX.0,XX.0,XXX,XX,01, Dhaka Zila,1418895,943559,770011,453667,648884,489892,60.1,62.9,57.0,00110
26.0,14.0,XX.0,XXX,XX,01,  Dhamrai Upazila,147429,157494,80462,71935,66967,85559,48.3,52.8,43.9,00110
26.0,14.0,35.0,XXX,XX,01,  Dhamrai Union,4785,3195,2559,1392,2226,1803,60.0,64.8,55.2,00110
26.0,18.0,XX.0,XXX,XX,01,  Dohar Upazila,91138,69597,41445,32881,49693,36716,56.7,55.8,57.5,00110
26.0,38.0,XX.0,XXX,XX,01,  Keraniganj Upazila,397973,281751,220726,142526,177247,139225,58.5,60.8,56.0,00110
26.0,62.0,XX.0,XXX,XX,01,  Nawabganj Upazila,149004,110176,68281,50821,80723,59355,57.5,57.3,57.6,00110
26.0,62.0,13.0,XXX,XX,01,  Bakshanagar Union,10909,6111,5073,2818,5836,3293,64.1,64.3,63.9,00110
26.0,62.0,74.0,XXX,XX,01,  Kalakopa Union,3764,1914,1661,910,2103,1004,66.3,64.6,67.7,00110
26.0,72.0,XX.0,XXX,XX,01,  Savar Upazila,633351,324541,359097,155504,274254,169037,66.1,69.8,61.9,00110
86.0,XX.0,XX.0,XXX,XX,01, Shariatpur Zila,386092,462932,186133,218654,199959,244278,45.5,46.0,45.0,00110
86.0,14.0,XX.0,XXX,XX,01,  Bhedarganj Upazila,83748,116022,39447,54882,44301,61140,41.9,41.8,42.0,00110
86.0,14.0,77.0,XXX,XX,01,  Rambhadrapur Union,8328,6772,3853,3039,4475,3733,55.2,55.9,54.5,00110
86.0,25.0,XX.0,XXX,XX,01,  Damudya Upazila,38418,37864,18103,17266,20315,20598,50.4,51.2,49.7,00110
86.0,25.0,23.0,XXX,XX,01,  Darul Aman Union,2951,2600,1338,1181,1613,1419,53.2,53.1,53.2,00110
86.0,36.0,XX.0,XXX,XX,01,  Gosairhat Upazila,48281,69908,23268,32688,25013,37220,40.9,41.6,40.2,00110
86.0,36.0,35.0,XXX,XX,01,  Idilpur Union,9743,12013,4693,5360,5050,6653,44.8,46.7,43.2,00110
86.0,65.0,XX.0,XXX,XX,01,  Naria Upazila,89678,86742,41914,40776,47764,45966,50.8,50.7,51.0,00110
86.0,69.0,XX.0,XXX,XX,01,  Shariatpur Sadar Upazila,64365,70622,32444,33542,31921,37080,47.7,49.2,46.3,00110
86.0,94.0,XX.0,XXX,XX,01,  Zanjira Upazila,61602,81774,30957,39500,30645,42274,43.0,43.9,42.0,00110
54.0,XX.0,XX.0,XXX,XX,01, Madaripur Zila,384446,460270,196460,216664,187986,243606,45.5,47.6,43.6,00110
54.0,40.0,XX.0,XXX,XX,01,  Kalkini Upazila,92678,100841,46678,47043,46000,53798,47.9,49.8,46.1,00110
54.0,54.0,XX.0,XXX,XX,01,  Madaripur Sadar Upazila,109796,128386,57415,60151,52381,68235,46.1,48.8,43.4,00110
54.0,80.0,XX.0,XXX,XX,01,  Rajoir Upazila,82734,91415,42780,42497,39954,48918,47.5,50.2,45.0,00110
54.0,80.0,95.0,XXX,XX,01,  Rajoir Union,1076,1208,625,578,451,630,47.1,52.0,41.7,00110
54.0,87.0,XX.0,XXX,XX,01,  Shib Char Upazila,99238,139628,49587,66973,49651,72655,41.5,42.5,40.6,00110
54.0,87.0,18.0,XXX,XX,01,  Bayratala Uttar Union,1480,2865,708,1342,772,1523,34.1,34.5,33.6,00110
54.0,87.0,42.0,XXX,XX,01,  Ditiyakhanda Union,3482,5093,1674,2423,1808,2670,40.6,40.9,40.4,00110
93.0,XX.0,XX.0,XXX,XX,01, Tangail Zila,1153304,1456808,593534,661982,559770,794826,44.2,47.3,41.3,00110
93.0,9.0,XX.0,XXX,XX,01,  Basail Upazila,63198,62997,31101,27267,32097,35730,50.1,53.3,47.3,00110
93.0,9.0,11.0,XXX,XX,01,  Basail Union,4875,6542,2429,2881,2446,3661,42.7,45.7,40.1,00110
93.0,19.0,XX.0,XXX,XX,01,  Bhuapur Upazila,54917,78931,27896,35953,27021,42978,41.0,43.7,38.6,00110
93.0,23.0,XX.0,XXX,XX,01,  Delduar Upazila,86516,81126,44617,36402,41899,44724,51.6,55.1,48.4,00110
93.0,23.0,23.0,XXX,XX,01,  Delduar Union,7719,6905,3799,3085,3920,3820,52.8,55.2,50.6,00110
93.0,25.0,XX.0,XXX,XX,01,  Dhanbari Upazila,50465,70117,25473,32696,24992,37421,41.9,43.8,40.0,00110
93.0,28.0,XX.0,XXX,XX,01,  Ghatail Upazila,134868,190995,69503,87400,65365,103595,41.4,44.3,38.7,00110
93.0,38.0,XX.0,XXX,XX,01,  Gopalpur Upazila,77285,95378,39346,44423,37939,50955,44.8,47.0,42.7,00110
93.0,47.0,XX.0,XXX,XX,01,  Kalihati Upazila,132904,184411,69812,85730,63092,98681,41.9,44.9,39.0,00110
93.0,47.0,58.0,XXX,XX,01,  Kok Dahara Union,8559,13961,4446,6531,4113,7430,38.0,40.5,35.6,00110
93.0,57.0,XX.0,XXX,XX,01,  Madhupur Upazila,73427,122161,37274,58935,36153,63226,37.5,38.7,36.4,00110
93.0,57.0,21.0,XXX,XX,01,  Alokdia Union,8417,13772,4267,6591,4150,7181,37.9,39.3,36.6,00110
93.0,66.0,XX.0,XXX,XX,01,  Mirzapur Upazila,174543,147400,89174,64121,85369,83279,54.2,58.2,50.6,00110
93.0,66.0,36.0,XXX,XX,01,  Bhaora Union,6755,4828,3385,2055,3370,2773,58.3,62.2,54.9,00110
93.0,66.0,39.0,XXX,XX,01,  Bhatgram Union,10019,8436,5124,3599,4895,4837,54.3,58.7,50.3,00110
93.0,66.0,67.0,XXX,XX,01,  Latifpur Union,7102,5785,3466,2433,3636,3352,55.1,58.8,52.0,00110
93.0,76.0,XX.0,XXX,XX,01,  Nagarpur Upazila,97008,134101,49130,58871,47878,75230,42.0,45.5,38.9,00110
93.0,76.0,73.0,XXX,XX,01,  Nagarpur Union,4498,7323,2340,3185,2158,4138,38.1,42.4,34.3,00110
93.0,85.0,XX.0,XXX,XX,01,  Sakhipur Upazila,76881,121141,39060,53380,37821,67761,38.8,42.3,35.8,00110
93.0,85.0,27.0,XXX,XX,01,  Gazaria Union,10208,15217,5215,6591,4993,8626,40.1,44.2,36.7,00110
93.0,85.0,81.0,XXX,XX,01,  Kalia Union,14492,24316,7252,10898,7240,13418,37.3,40.0,35.0,00110
93.0,95.0,XX.0,XXX,XX,01,  Tangail Sadar Upazila,131292,168050,71148,76804,60144,91246,43.9,48.1,39.7,00110
48.0,XX.0,XX.0,XXX,XX,01, Kishoreganj Zila,740639,1212012,363167,584673,377472,627339,37.9,38.3,37.6,00110
48.0,2.0,XX.0,XXX,XX,01,  Austagram Upazila,33146,72127,17284,34321,15862,37806,31.5,33.5,29.6,00110
48.0,2.0,23.0,XXX,XX,01,  Austagram Union,772,1616,362,761,410,855,32.3,32.2,32.4,00110
48.0,6.0,XX.0,XXX,XX,01,  Bajitpur Upazila,64970,106762,32284,50628,32686,56134,37.8,38.9,36.8,00110
48.0,11.0,XX.0,XXX,XX,01,  Bhairab Upazila,49579,91748,23364,43735,26215,48013,35.1,34.8,35.3,00110
48.0,27.0,XX.0,XXX,XX,01,  Hossainpur Upazila,53512,77822,26035,37869,27477,39953,40.7,40.7,40.7,00110
48.0,33.0,XX.0,XXX,XX,01,  Itna Upazila,29474,81671,15756,40783,13718,40888,26.5,27.9,25.1,00110
48.0,33.0,43.0,XXX,XX,01,  Dhanpur Union,2896,6924,1598,3350,1298,3574,29.5,32.3,26.6,00110
48.0,33.0,51.0,XXX,XX,01,  Itna Union,678,2630,386,1376,292,1254,20.5,21.9,18.9,00110
48.0,42.0,XX.0,XXX,XX,01,  Karimganj Upazila,78977,133253,39473,63818,39504,69435,37.2,38.2,36.3,00110
48.0,45.0,XX.0,XXX,XX,01,  Katiadi Upazila,87321,134011,41151,63424,46170,70587,39.5,39.4,39.5,00110
48.0,49.0,XX.0,XXX,XX,01,  Kishoreganj Sadar Upazila,103157,151109,50244,73756,52913,77353,40.6,40.5,40.6,00110
48.0,54.0,XX.0,XXX,XX,01,  Kuliar Char Upazila,54650,67095,26377,31266,28273,35829,44.9,45.8,44.1,00110
48.0,59.0,XX.0,XXX,XX,01,  Mithamain Upazila,24927,59429,13759,28934,11168,30495,29.5,32.2,26.8,00110
48.0,59.0,81.0,XXX,XX,01,  Mithamain Union,1498,3700,848,1890,650,1810,28.8,31.0,26.4,00110
48.0,76.0,XX.0,XXX,XX,01,  Nikli Upazila,25842,66140,13721,32178,12121,33962,28.1,29.9,26.3,00110
48.0,76.0,76.0,XXX,XX,01,  Nikli Union,2992,7324,1566,3562,1426,3762,29.0,30.5,27.5,00110
48.0,79.0,XX.0,XXX,XX,01,  Pakundia Upazila,93223,90778,43058,44640,50165,46138,50.7,49.1,52.1,00110
48.0,92.0,XX.0,XXX,XX,01,  Tarail Upazila,41861,80067,20661,39321,21200,40746,34.3,34.4,34.2,00110
48.0,92.0,94.0,XXX,XX,01,  Tarail Sachail Union,4359,8718,2150,4344,2209,4374,33.3,33.1,33.6,00110
89.0,XX.0,XX.0,XXX,XX,01, Sherpur Zila,341705,625387,179455,298929,162250,326458,35.3,37.5,33.2,00110
89.0,37.0,XX.0,XXX,XX,01,  Jhenaigati Upazila,48533,80089,25440,37871,23093,42218,37.7,40.2,35.4,00110
89.0,37.0,25.0,XXX,XX,01,  Jhenaigati Union,8756,13819,4611,6447,4145,7372,38.8,41.7,36.0,00110
89.0,67.0,XX.0,XXX,XX,01,  Nakla Upazila,53335,76833,26928,36384,26407,40449,41.0,42.5,39.5,00110
89.0,70.0,XX.0,XXX,XX,01,  Nalitabari Upazila,68494,116595,34985,56028,33509,60567,37.0,38.4,35.6,00110
89.0,88.0,XX.0,XXX,XX,01,  Sherpur Sadar Upazila,104378,224484,56206,108485,48172,115999,31.7,34.1,29.3,00110
89.0,90.0,XX.0,XXX,XX,01,  Sreebardi Upazila,66965,127386,35896,60161,31069,67225,34.5,37.4,31.6,00110
68.0,XX.0,XX.0,XXX,XX,01, Narsingdi Zila,679191,787855,333744,379660,345447,408195,46.3,46.8,45.8,00110
68.0,7.0,XX.0,XXX,XX,01,  Belabo Upazila,68099,72310,33740,34172,34359,38138,48.5,49.7,47.4,00110
68.0,7.0,13.0,XXX,XX,01,  Bajnaba Union,7316,6050,3621,2732,3695,3318,54.7,57.0,52.7,00110
68.0,52.0,XX.0,XXX,XX,01,  Manohardi Upazila,104620,109181,48855,51748,55765,57433,48.9,48.6,49.3,00110
68.0,52.0,33.0,XXX,XX,01,  Chandanbari Union,6071,4401,2750,2043,3321,2358,58.0,57.4,58.5,00110
68.0,52.0,67.0,XXX,XX,01,  Kanchikata Union,9236,10302,4387,4751,4849,5551,47.3,48.0,46.6,00110
68.0,52.0,94.0,XXX,XX,01,  Shukundi Union,7829,7441,3615,3541,4214,3900,51.3,50.5,51.9,00110
68.0,60.0,XX.0,XXX,XX,01,  Narsingdi Sadar Upazila,171552,220393,88647,109074,82905,111319,43.8,44.8,42.7,00110
68.0,60.0,25.0,XXX,XX,01,  Chinishpur Union,23471,15890,12179,7677,11292,8213,59.6,61.3,57.9,00110
68.0,60.0,47.0,XXX,XX,01,  Kanthalia Union,11675,19988,5681,10093,5994,9895,36.9,36.0,37.7,00110
68.0,60.0,53.0,XXX,XX,01,  Nuralla Pur U/C Union,8761,9139,4501,4705,4260,4434,48.9,48.9,49.0,00110
68.0,60.0,59.0,XXX,XX,01,  Mahishasura Union,8957,17837,4512,9111,4445,8726,33.4,33.1,33.7,00110
68.0,63.0,XX.0,XXX,XX,01,  Palash Upazila,50929,45538,25336,22456,25593,23082,52.8,53.0,52.6,00110
68.0,63.0,15.0,XXX,XX,01,  Char Sindur Union,8992,7197,4289,3500,4703,3697,55.5,55.1,56.0,00110
68.0,63.0,79.0,XXX,XX,01,  Jinardi Union,11065,9523,5635,4403,5430,5120,53.7,56.1,51.5,00110
68.0,64.0,XX.0,XXX,XX,01,  Roypura Upazila,154480,235785,74405,111703,80075,124082,39.6,40.0,39.2,00110
68.0,64.0,14.0,XXX,XX,01,  Alipura Union,4617,5578,2197,2641,2420,2937,45.3,45.4,45.2,00110
68.0,64.0,74.0,XXX,XX,01,  Palashtali Union,10466,11338,4957,5180,5509,6158,48.0,48.9,47.2,00110
68.0,76.0,XX.0,XXX,XX,01,  Shibpur Upazila,129511,104648,62761,50507,66750,54141,55.3,55.4,55.2,00110
68.0,76.0,21.0,XXX,XX,01,  Baghaba Union,13230,10359,6264,5129,6966,5230,56.1,55.0,57.1,00110
68.0,76.0,73.0,XXX,XX,01,  Masimpur Union,10853,8553,5173,4094,5680,4459,55.9,55.8,56.0,00110
33.0,XX.0,XX.0,XXX,XX,01, Gazipur Zila,1247009,811514,680898,385775,566111,425739,60.6,63.8,57.1,00110
33.0,30.0,XX.0,XXX,XX,01,  Gazipur Sadar Upazila,657665,338015,379528,161719,278137,176296,66.1,70.1,61.2,00110
33.0,32.0,XX.0,XXX,XX,01,  Kaliakair Upazila,156260,121954,85148,54969,71112,66985,56.2,60.8,51.5,00110
33.0,32.0,66.0,XXX,XX,01,  Mouchak Union,53698,32644,30047,14879,23651,17765,62.2,66.9,57.1,00110
33.0,32.0,76.0,XXX,XX,01,  Sreefaltali Union,9687,7095,5136,3246,4551,3849,57.7,61.3,54.2,00110
33.0,34.0,XX.0,XXX,XX,01,  Kaliganj Upazila,113009,76121,55859,37395,57150,38726,59.8,59.9,59.6,00110
33.0,36.0,XX.0,XXX,XX,01,  Kapasia Upazila,157287,123985,75262,59641,82025,64344,55.9,55.8,56.0,00110
33.0,36.0,43.0,XXX,XX,01,  Kapasia Union,15943,10612,7735,5043,8208,5569,60.0,60.5,59.6,00110
33.0,86.0,XX.0,XXX,XX,01,  Sreepur Upazila,162788,151439,85101,72051,77687,79388,51.8,54.2,49.5,00110
90.0,XX.0,XX.0,XXX,XX,01, Sunamganj Zila,573708,1165488,299123,564580,274585,600908,33.0,34.6,31.4,00110
90.0,18.0,XX.0,XXX,XX,01,  Bishwambarpur Upazila,40321,77660,20466,38156,19855,39504,34.2,34.9,33.4,00110
90.0,18.0,77.0,XXX,XX,01,  Palash Union,7962,12229,4018,5904,3944,6325,39.4,40.5,38.4,00110
90.0,23.0,XX.0,XXX,XX,01,  Chhatak Upazila,101329,175884,52323,83372,49006,92512,36.6,38.6,34.6,00110
90.0,23.0,13.0,XXX,XX,01,  Chhatak Union,2867,6032,1474,2808,1393,3224,32.2,34.4,30.2,00110
90.0,23.0,47.0,XXX,XX,01,  Dakshin Islampur Union,5916,15684,3327,7620,2589,8064,27.4,30.4,24.3,00110
90.0,23.0,76.0,XXX,XX,01,  Noarai Union,6572,20800,3446,9826,3126,10974,24.0,26.0,22.2,00110
90.0,27.0,XX.0,XXX,XX,01,  Dakshin Sunamganj Upazila,45308,95200,23212,45738,22096,49462,32.2,33.7,30.9,00110
90.0,27.0,33.0,XXX,XX,01,  Joykalas Union,8238,16592,4277,7938,3961,8654,33.2,35.0,31.4,00110
90.0,29.0,XX.0,XXX,XX,01,  Derai Upazila,54593,108672,28221,53382,26372,55290,33.4,34.6,32.3,00110
90.0,29.0,28.0,XXX,XX,01,  Derai Sarmangal Union,2696,7681,1431,3778,1265,3903,26.0,27.5,24.5,00110
90.0,29.0,47.0,XXX,XX,01,  Karimpur Union,6290,9605,3149,4938,3141,4667,39.6,38.9,40.2,00110
90.0,32.0,XX.0,XXX,XX,01,  Dharampasha Upazila,46534,119686,24392,58880,22142,60806,28.0,29.3,26.7,00110
90.0,32.0,38.0,XXX,XX,01,  Dharmapasha Union,4720,13026,2488,6396,2232,6630,26.6,28.0,25.2,00110
90.0,32.0,57.0,XXX,XX,01,  Madhyanagar Union,4218,8966,2213,4297,2005,4669,32.0,34.0,30.0,00110
90.0,33.0,XX.0,XXX,XX,01,  Dowarabazar Upazila,51282,116019,26074,55178,25208,60841,30.7,32.1,29.3,00110
90.0,33.0,27.0,XXX,XX,01,  Dakshin Dowarabazar Union,1464,4658,766,2264,698,2394,23.9,25.3,22.6,00110
90.0,47.0,XX.0,XXX,XX,01,  Jagannathpur Upazila,69532,108282,35660,52541,33872,55741,39.1,40.4,37.8,00110
90.0,50.0,XX.0,XXX,XX,01,  Jamalganj Upazila,38379,84432,20651,41226,17728,43206,31.3,33.4,29.1,00110
90.0,50.0,67.0,XXX,XX,01,  Jamalganj Union,10234,24180,5695,11720,4539,12460,29.7,32.7,26.7,00110
90.0,50.0,81.0,XXX,XX,01,  Sachna Bazar Union,6845,11805,3523,5906,3322,5899,36.7,37.4,36.0,00110
90.0,86.0,XX.0,XXX,XX,01,  Sulla Upazila,28726,57901,15281,28252,13445,29649,33.2,35.1,31.2,00110
90.0,86.0,47.0,XXX,XX,01,  Bahara Union,8034,11319,4218,5351,3816,5968,41.5,44.1,39.0,00110
90.0,89.0,XX.0,XXX,XX,01,  Sunamganj Sadar Upazila,51836,112083,27072,53640,24764,58443,31.6,33.5,29.8,00110
90.0,89.0,10.0,XXX,XX,01,  Aftabnagar Union,4471,9594,2339,4608,2132,4986,31.8,33.7,30.0,00110
90.0,89.0,39.0,XXX,XX,01,  Lakshmansree Union,3279,7854,1730,3809,1549,4045,29.5,31.2,27.7,00110
90.0,92.0,XX.0,XXX,XX,01,  Tahirpur Upazila,45868,109669,25771,54215,20097,55454,29.5,32.2,26.6,00110
90.0,92.0,64.0,XXX,XX,01,  Tahirpur Union,2469,4909,1308,2369,1161,2540,33.5,35.6,31.4,00110
36.0,XX.0,XX.0,XXX,XX,01, Habiganj Zila,567208,909617,285659,430643,281549,478974,38.4,39.9,37.0,00110
36.0,2.0,XX.0,XXX,XX,01,  Ajmiriganj Upazila,27871,49401,14453,23565,13418,25836,36.1,38.0,34.2,00110
36.0,2.0,13.0,XXX,XX,01,  Ajmiriganj Union,1521,4191,783,2025,738,2166,26.6,27.9,25.4,00110
36.0,5.0,XX.0,XXX,XX,01,  Bahubal Upazila,60793,93397,30892,44841,29901,48556,39.4,40.8,38.1,00110
36.0,5.0,11.0,XXX,XX,01,  Bahubal Union,6374,13102,3190,6358,3184,6744,32.7,33.4,32.1,00110
36.0,11.0,XX.0,XXX,XX,01,  Baniachong Upazila,80292,158104,39792,76757,40500,81347,33.7,34.1,33.2,00110
36.0,11.0,11.0,XXX,XX,01,  Uttar Purba Baniachang Union,2395,4627,1156,2239,1239,2388,34.1,34.1,34.2,00110
36.0,11.0,18.0,XXX,XX,01,  Dakshin Purba Baniyachang Union,6450,13066,3007,6220,3443,6846,33.0,32.6,33.5,00110
36.0,11.0,25.0,XXX,XX,01,  Dakshin Paschim Baniyachang Union,5333,9485,2625,4431,2708,5054,36.0,37.2,34.9,00110
36.0,26.0,XX.0,XXX,XX,01,  Chunarughat Upazila,91688,139173,46907,64137,44781,75036,39.7,42.2,37.4,00110
36.0,44.0,XX.0,XXX,XX,01,  Habiganj Sadar Upazila,76857,103176,39230,49268,37627,53908,42.7,44.3,41.1,00110
36.0,44.0,22.0,XXX,XX,01,  Gopaya Union,8731,8785,4789,4346,3942,4439,49.8,52.4,47.0,00110
36.0,44.0,76.0,XXX,XX,01,  Richi Union,6595,13593,3325,6646,3270,6947,32.7,33.3,32.0,00110
36.0,68.0,XX.0,XXX,XX,01,  Lakhai Upazila,34132,67222,16322,30722,17810,36500,33.7,34.7,32.8,00110
36.0,68.0,13.0,XXX,XX,01,  Bamai Union,4898,8670,2283,3997,2615,4673,36.1,36.4,35.9,00110
36.0,68.0,54.0,XXX,XX,01,  Lakhai Union,4300,10592,2122,4930,2178,5662,28.9,30.1,27.8,00110
36.0,71.0,XX.0,XXX,XX,01,  Madhabpur Upazila,92257,145849,47162,67501,45095,78348,38.7,41.1,36.5,00110
36.0,71.0,17.0,XXX,XX,01,  Bagasura Union,6235,14217,3253,6722,2982,7495,30.5,32.6,28.5,00110
36.0,77.0,XX.0,XXX,XX,01,  Nabiganj Upazila,103318,153295,50901,73852,52417,79443,40.3,40.8,39.8,00110
36.0,77.0,14.0,XXX,XX,01,  Bausha Union,8243,14327,3942,6936,4301,7391,36.5,36.2,36.8,00110
36.0,77.0,65.0,XXX,XX,01,  Kargaon Union,8967,13611,4472,6571,4495,7040,39.7,40.5,39.0,00110
36.0,77.0,73.0,XXX,XX,01,  Kurshi Union,8500,12717,4153,6109,4347,6608,40.1,40.5,39.7,00110
36.0,77.0,80.0,XXX,XX,01,  Nabiganj Union,4929,9631,2450,4695,2479,4936,33.9,34.3,33.4,00110
91.0,XX.0,XX.0,XXX,XX,01, Sylhet Zila,1030764,1146782,526983,547129,503781,599653,47.3,49.1,45.7,00110
91.0,8.0,XX.0,XXX,XX,01,  Balaganj Upazila,129232,129422,64547,62176,64685,67246,50.0,50.9,49.0,00110
91.0,8.0,11.0,XXX,XX,01,  Balaganj Union,9517,6806,4699,3247,4818,3559,58.3,59.1,57.5,00110
91.0,17.0,XX.0,XXX,XX,01,  Beani Bazar Upazila,103867,72416,51677,33257,52190,39159,58.9,60.8,57.1,00110
91.0,20.0,XX.0,XXX,XX,01,  Bishwanath Upazila,80651,94089,41185,44891,39466,49198,46.2,47.8,44.5,00110
91.0,20.0,21.0,XXX,XX,01,  Bishwanath Union,7658,7436,3881,3499,3777,3937,50.7,52.6,49.0,00110
91.0,27.0,XX.0,XXX,XX,01,  Companiganj Upazila,32444,85872,17856,42817,14588,43055,27.4,29.4,25.3,00110
91.0,27.0,11.0,XXX,XX,01,  Islampur Paschim Union,8593,17883,4742,9094,3851,8789,32.5,34.3,30.5,00110
91.0,31.0,XX.0,XXX,XX,01,  Dakshin Surma Upazila,110010,87702,55943,41851,54067,45851,55.6,57.2,54.1,00110
91.0,31.0,36.0,XXX,XX,01,  Baraikandi Union,4239,2676,2379,1290,1860,1386,61.3,64.8,57.3,00110
91.0,31.0,45.0,XXX,XX,01,  Kuchai Union,8728,5580,4657,2591,4071,2989,61.0,64.3,57.7,00110
