ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,"Population aged 7+, not attending school and employed-Both","Population aged 7+, not attending school and employed-Male","Population aged 7+, not attending school and employed-Female",Field of Activity-Agriculture-Male,Field of Activity-Agriculture-Female,Field of Activity-Industry-Male,Field of Activity-Industry-Female,Field of Activity-Service-Male,Field of Activity-Service-Female,check_var
47,12,11,XXX,XX,XX,  Amirpur Union Total,1583,1426,157,1068,57,214,66,144,34,00111
47,12,23,XXX,XX,XX,  Baliadanga Union Total,1269,1219,50,1089,34,111,10,19,6,00111
47,12,35,XXX,XX,XX,Batiaghata Union Total,1082,962,120,661,33,39,19,262,68,00111
47,12,47,XXX,XX,XX,  Bhanderkote Union Total,1368,1287,81,1154,55,49,17,84,9,00111
47,12,59,XXX,XX,XX,  Gangarampur Union Total,1164,1123,41,1058,14,32,7,33,20,00111
47,12,71,XXX,XX,XX,  Jalma Union Total,4000,3539,461,1544,102,272,69,1723,290,00111
47,12,83,XXX,XX,XX,  Surkhali Union Total,2251,2099,152,1972,113,74,11,53,28,00111
47,17,01,XXX,XX,XX,  Ward No-01 Total,90,78,12,72,11,0,0,6,1,00111
47,17,02,XXX,XX,XX,  Ward No-02 Total,111,89,22,71,9,1,2,17,11,00111
47,17,03,XXX,XX,XX,  Ward No-03 Total,71,52,19,28,4,3,4,21,11,00111
47,17,04,XXX,XX,XX,  Ward No-04 Total,125,97,28,9,1,0,0,88,27,00111
47,17,05,XXX,XX,XX,  Ward No-05 Total,56,49,7,4,0,0,0,45,7,00111
47,17,06,XXX,XX,XX,  Ward No-06 Total,57,44,13,3,1,1,0,40,12,00111
47,17,07,XXX,XX,XX,  Ward No-07 Total,78,66,12,36,3,0,0,30,9,00111
47,17,08,XXX,XX,XX,  Ward No-08 Total,162,129,33,16,4,8,1,105,28,00111
47,17,09,XXX,XX,XX,  Ward No-09 Total,106,85,21,59,0,1,0,25,21,00111
47,17,10,XXX,XX,XX,  Bajua Union Total,1071,1000,71,640,17,70,3,290,51,00111
47,17,13,XXX,XX,XX,  Banishanta Union Total,1157,920,237,680,17,85,7,155,213,00111
47,17,21,XXX,XX,XX,  Laudubi Union Total,503,436,67,277,11,25,5,134,51,00111
47,17,42,XXX,XX,XX,  Dacope Union Total,312,277,35,256,20,0,2,21,13,00111
47,17,52,XXX,XX,XX,  Kailasganj Union Total,577,548,29,494,6,37,4,17,19,00111
47,17,63,XXX,XX,XX,  Kamarkhola Union Total,1023,957,66,813,26,13,8,131,32,00111
47,17,69,XXX,XX,XX,  Pankhali Union Total,1296,1190,106,859,21,17,3,314,82,00111
47,17,73,XXX,XX,XX,  Sutarkhali Union Total,2793,2362,431,1877,173,22,7,463,251,00111
47,17,84,XXX,XX,XX,  Tildanga Union Total,939,871,68,792,38,14,1,65,29,00111
47,17,97,XXX,XX,XX,  Khulna Range Union Total,113,110,3,99,3,0,0,11,0,00111
47,21,01,XXX,XX,XX,  Ward No-01 Total,941,739,202,56,2,150,55,533,145,00111
47,21,02,XXX,XX,XX,  Ward No-02 (Part) Total,517,389,128,5,2,181,75,203,51,00111
47,21,03,XXX,XX,XX,  Ward No-03 Total,1880,1599,281,117,15,769,88,713,178,00111
47,21,04,XXX,XX,XX,  Ward No-04 Total,993,860,133,256,7,192,27,412,99,00111
47,21,05,XXX,XX,XX,  Ward No-05 Total,937,694,243,17,2,143,48,534,193,00111
47,21,06,XXX,XX,XX,  Ward No-06 Total,1164,938,226,90,11,190,39,658,176,00111
47,21,10,XXX,XX,XX,  Aranghata Union Total,853,761,92,291,31,99,17,371,44,00111
47,30,11,XXX,XX,XX,  Atlia Union Total,2568,2332,236,1956,130,286,94,90,12,00111
47,30,13,XXX,XX,XX,  Bhandar Para Union Total,1720,1604,116,1520,95,29,3,55,18,00111
47,30,20,XXX,XX,XX,  Dhamalia Union Total,2145,1986,159,1484,64,87,38,415,57,00111
47,30,27,XXX,XX,XX,Dumuria Union Total,2601,2386,215,1224,82,185,20,977,113,00111
47,30,33,XXX,XX,XX,  Gutudia Union Total,2544,2247,297,1825,134,95,56,327,107,00111
47,30,40,XXX,XX,XX,  Kharnia Union Total,2267,1941,326,1372,109,311,111,258,106,00111
47,30,47,XXX,XX,XX,  Magurkhali Union Total,845,784,61,755,53,8,0,21,8,00111
47,30,54,XXX,XX,XX,  Maguraghona Union Total,2808,2558,250,2369,233,147,9,42,8,00111
47,30,61,XXX,XX,XX,  Raghunathpur Union Total,1887,1716,171,1158,74,27,17,531,80,00111
47,30,67,XXX,XX,XX,  Rangpur Union Total,1703,1571,132,1322,86,28,1,221,45,00111
47,30,74,XXX,XX,XX,  Rudaghara Union Total,2191,1998,193,1463,102,175,53,360,38,00111
47,30,81,XXX,XX,XX,  Sahas Union Total,2167,2017,150,1913,125,22,3,82,22,00111
47,30,88,XXX,XX,XX,  Sarappur Union Total,2034,1887,147,1620,114,98,7,169,26,00111
47,30,94,XXX,XX,XX,  Sovna Union Total,1713,1565,148,1333,118,58,5,174,25,00111
47,40,17,XXX,XX,XX,  Barakpur Union Total,1989,1845,144,1347,78,151,30,347,36,00111
47,40,57,XXX,XX,XX,  Dighalia Union Total,2330,2081,249,474,29,1082,141,525,79,00111
47,40,66,XXX,XX,XX,  Gazir Hat Union Total,2138,2037,101,1749,57,96,14,192,30,00111
47,40,85,XXX,XX,XX,  Senhati Union Total,3433,3007,426,307,32,1759,245,941,149,00111
47,45,07,XXX,XX,XX,  Ward No-07 Total,1034,768,266,46,2,385,101,337,163,00111
47,45,08,XXX,XX,XX,  Ward No-08 Total,568,435,133,2,0,296,85,137,48,00111
47,45,09,XXX,XX,XX,  Ward No-09 Total,1803,1346,457,31,5,77,21,1238,431,00111
47,45,10,XXX,XX,XX,  Ward No-10 Total,1462,1086,376,13,1,338,80,735,295,00111
47,45,11,XXX,XX,XX,  Ward No-11 Total,684,592,92,2,0,493,47,97,45,00111
47,45,12,XXX,XX,XX,  Ward No-12 Total,1083,812,271,2,0,210,46,600,225,00111
47,45,13,XXX,XX,XX,  Ward No-13 Total,599,450,149,1,0,119,10,330,139,00111
47,45,14,XXX,XX,XX,  Ward No-14 Total,1242,985,257,161,13,142,22,682,222,00111
47,45,15,XXX,XX,XX, Ward No-15 Total,602,459,143,4,0,33,3,422,140,00111
47,48,02,XXX,XX,XX,  Ward No-02 (Part) Total,382,292,90,8,0,253,81,31,9,00111
47,48,19,XXX,XX,XX,  Atra Gilatala Union Total,2989,2425,564,366,42,1217,340,842,182,00111
47,48,75,XXX,XX,XX,  Jugipole Union Total,1440,1087,353,199,13,269,181,619,159,00111
47,51,21,XXX,XX,XX,  Ward No-21 Total,2652,1939,713,119,14,266,90,1554,609,00111
47,51,22,XXX,XX,XX,  Ward No-22 Total,1481,1055,426,169,94,117,29,769,303,00111
47,51,23,XXX,XX,XX,  Ward No-23 Total,432,238,194,4,0,31,4,203,190,00111
47,51,24,XXX,XX,XX,  Ward No-24 Total,1764,1261,503,64,7,208,30,989,466,00111
47,51,27,XXX,XX,XX,  Ward No-27 Total,1522,1127,395,64,2,166,23,897,370,00111
47,51,28,XXX,XX,XX,  Ward No-28 Total,1101,784,317,16,3,59,6,709,308,00111
47,51,29,XXX,XX,XX,  Ward No-29 Total,699,437,262,16,1,26,1,395,260,00111
47,51,30,XXX,XX,XX,  Ward No-30 Total,1685,1257,428,10,2,54,19,1193,407,00111
47,51,31,XXX,XX,XX,  Ward No-31 Total,2793,1960,833,103,40,378,316,1479,477,00111
47,53,10,XXX,XX,XX,  Amadi Union Total,2377,2211,166,1957,123,156,9,98,34,00111
47,53,11,XXX,XX,XX,  Bagali Union Total,2372,2223,149,2099,132,44,9,80,8,00111
47,53,22,XXX,XX,XX,  Dakshin Bedkashi Union Total,1813,1684,129,1625,115,21,2,38,12,00111
47,53,55,XXX,XX,XX,Koyra Union Total,2836,2610,226,2343,156,51,17,216,53,00111
47,53,72,XXX,XX,XX,  Maharajpur Union Total,2681,2433,248,1972,118,35,10,426,120,00111
47,53,78,XXX,XX,XX,  Maheshwaripur Union Total,2281,2098,183,2061,163,10,3,27,17,00111
47,53,94,XXX,XX,XX,  Uttar Bedkashi Union Total,1598,1388,210,1193,177,7,2,188,31,00111
47,64,01,XXX,XX,XX,  Ward No-01 Total,102,84,18,51,8,0,0,33,10,00111
47,64,02,XXX,XX,XX,  Ward No-02 Total,115,98,17,38,4,0,0,60,13,00111
47,64,03,XXX,XX,XX,  Ward No-03 Total,105,86,19,23,9,0,0,63,10,00111
47,64,04,XXX,XX,XX,  Ward No-04 Total,100,84,16,45,4,4,0,35,12,00111
47,64,05,XXX,XX,XX,  Ward No-05 Total,113,98,15,40,2,2,0,56,13,00111
47,64,06,XXX,XX,XX,  Ward No-06 Total,85,69,16,40,9,12,0,17,7,00111
47,64,07,XXX,XX,XX,  Ward No-07 Total,165,125,40,55,21,6,0,64,19,00111
47,64,08,XXX,XX,XX,  Ward No-08 Total,43,28,15,6,1,0,0,22,14,00111
47,64,09,XXX,XX,XX,  Ward No-09 Total,173,121,52,22,3,2,0,97,49,00111
47,64,16,XXX,XX,XX,  Chandkhali Union Total,3435,3186,249,2666,147,130,20,390,82,00111
47,64,27,XXX,XX,XX,  Deluti Union Total,1079,1052,27,1037,20,7,0,8,7,00111
47,64,33,XXX,XX,XX,  Gadaipur Union Total,2071,1814,257,1509,231,149,14,156,12,00111
47,64,39,XXX,XX,XX,  Garuikhali Union Total,1657,1476,181,1024,58,60,23,392,100,00111
47,64,44,XXX,XX,XX,  Haridhali Union Total,2277,1967,310,1580,258,48,6,339,46,00111
47,64,50,XXX,XX,XX,  Kapilmuni Union Total,3340,2975,365,2242,255,52,11,681,99,00111
47,64,61,XXX,XX,XX,  Laskar Union Total,1731,1521,210,1220,120,19,7,282,83,00111
47,64,67,XXX,XX,XX,  Lata Union Total,709,682,27,656,23,1,1,25,3,00111
47,64,83,XXX,XX,XX,  Raruli Union Total,2590,2402,188,1620,92,102,10,680,86,00111
47,64,89,XXX,XX,XX,  Sholadana Union Total,1639,1505,134,1407,110,30,9,68,15,00111
47,69,38,XXX,XX,XX,Damodar Union Total,2627,2101,526,796,72,451,223,854,231,00111
47,69,57,XXX,XX,XX,  Jamira Union Total,1724,1597,127,1224,47,149,38,224,42,00111
47,69,76,XXX,XX,XX,Phultala Union Total,2380,1934,446,730,48,228,124,976,274,00111
47,75,13,XXX,XX,XX,  Aijganti Union Total,3447,2861,586,427,37,485,154,1949,395,00111
47,75,27,XXX,XX,XX,  Ghatbhogh Union Total,2878,2705,173,1835,84,118,8,752,81,00111
47,75,54,XXX,XX,XX,  Naihati Union Total,5156,3670,1486,739,42,870,579,2061,865,00111
47,75,67,XXX,XX,XX,  Sreefaltala Union Total,2058,1797,261,663,67,445,40,689,154,00111
47,75,81,XXX,XX,XX,  T. S. Bahirdia Union Total,802,714,88,474,39,58,11,182,38,00111
47,85,16,XXX,XX,XX,  Ward No-16 Total,1284,1016,268,164,13,144,30,708,225,00111
47,85,17,XXX,XX,XX,  Ward No-17 Total,1986,1382,604,84,5,160,39,1138,560,00111
47,85,18,XXX,XX,XX,  Ward No-18 Total,1841,1462,379,123,21,107,22,1232,336,00111
47,85,19,XXX,XX,XX,  Ward No-19 Total,1044,702,342,7,0,22,4,673,338,00111
47,85,20,XXX,XX,XX,  Ward No-20 Total,1061,799,262,1,0,90,34,708,228,00111
47,85,25,XXX,XX,XX,  Ward No-25 Total,863,679,184,27,2,64,13,588,169,00111
47,85,26,XXX,XX,XX,  Ward No-26 Total,1167,865,302,6,1,3,0,856,301,00111
47,94,13,XXX,XX,XX,  Ajugara Union Total,1740,1641,99,1334,55,47,3,260,41,00111
47,94,27,XXX,XX,XX,Barasat Union Total,2214,2137,77,1970,32,47,15,120,30,00111
47,94,40,XXX,XX,XX,  Madhupur Union Total,2859,2747,112,1933,32,609,48,205,32,00111
47,94,54,XXX,XX,XX,  Sachiadah Union Total,1872,1832,40,1688,24,16,2,128,14,00111
47,94,67,XXX,XX,XX,  Sagladah Union Total,2510,2194,316,1807,75,141,194,246,47,00111
47,94,81,XXX,XX,XX,Terokhada Union Total,2160,2116,44,1717,18,47,4,352,22,00111
18,07,01,XXX,XX,XX,  Ward No-01 Total,292,206,86,25,5,58,46,123,35,00111
18,07,02,XXX,XX,XX,  Ward No-02 Total,337,272,65,24,1,74,28,174,36,00111
18,07,03,XXX,XX,XX,  Ward No-03 Total,124,93,31,12,1,22,3,59,27,00111
18,07,04,XXX,XX,XX,  Ward No-04 Total,240,209,31,39,0,25,3,145,28,00111
18,07,05,XXX,XX,XX,  Ward No-05 Total,414,367,47,89,4,39,21,239,22,00111
18,07,06,XXX,XX,XX,  Ward No-06 Total,307,266,41,101,8,58,9,107,24,00111
18,07,07,XXX,XX,XX,  Ward No-07 Total,393,348,45,194,0,68,23,86,22,00111
18,07,08,XXX,XX,XX,  Ward No-08 Total,304,293,11,168,1,55,5,70,5,00111
18,07,09,XXX,XX,XX,  Ward No-09 Total,513,492,21,375,5,12,1,105,15,00111
18,07,13,XXX,XX,XX,  Belgachhi Union Total,2205,2143,62,1875,17,66,29,202,16,00111
18,07,15,XXX,XX,XX,Baradi Union Total,3449,3367,82,3222,52,49,14,96,16,00111
18,07,23,XXX,XX,XX,Bhangabaria Union Total,4540,4403,137,3890,63,27,6,486,68,00111
18,07,27,XXX,XX,XX,Chithla Union Total,3390,3281,109,2963,31,16,2,302,76,00111
18,07,31,XXX,XX,XX,  Dauki Union Total,3203,3060,143,2762,74,116,16,182,53,00111
18,07,39,XXX,XX,XX,  Gangni Union Total,3787,3702,85,3525,73,4,1,173,11,00111
18,07,47,XXX,XX,XX,Hardi Union Total,4379,4254,125,3884,49,103,12,267,64,00111
18,07,51,XXX,XX,XX,  Kalidashpur Union Total,3788,3694,94,2954,27,288,35,452,32,00111
18,07,55,XXX,XX,XX,Jamjami Union Total,2955,2908,47,2757,40,23,1,128,6,00111
18,07,63,XXX,XX,XX,Jehala Union Total,3248,3100,148,2176,39,104,10,820,99,00111
18,07,71,XXX,XX,XX,  Khadimpur Union Total,3100,2944,156,2828,64,12,3,104,89,00111
18,07,79,XXX,XX,XX,Khaskara Union Total,3719,3673,46,3493,30,116,0,64,16,00111
18,07,87,XXX,XX,XX,Kumari Union Total,2882,2822,60,2367,16,202,18,253,26,00111
18,07,94,XXX,XX,XX,  Nagdaha Union Total,5628,5497,131,5380,64,20,31,97,36,00111
18,23,01,XXX,XX,XX,  Ward No-01 Total,1146,1035,111,362,3,187,21,486,87,00111
18,23,02,XXX,XX,XX,  Ward No-02 Total,1079,961,118,184,4,133,6,644,108,00111
18,23,03,XXX,XX,XX,  Ward No-03 Total,172,140,32,6,0,35,1,99,31,00111
18,23,04,XXX,XX,XX,  Ward No-04 Total,210,177,33,23,2,27,4,127,27,00111
18,23,05,XXX,XX,XX,  Ward No-05 Total,875,799,76,71,1,8,2,720,73,00111
18,23,06,XXX,XX,XX,  Ward No-06 Total,1251,1218,33,1018,12,13,1,187,20,00111
18,23,07,XXX,XX,XX,  Ward No-07 Total,1162,986,176,423,20,121,74,442,82,00111
18,23,08,XXX,XX,XX,  Ward No-08 Total,1042,914,128,255,14,121,14,538,100,00111
18,23,09,XXX,XX,XX,  Ward No-09 Total,431,311,120,39,9,73,10,199,101,00111
18,23,11,XXX,XX,XX,Alokdia Union Total,3519,3245,274,2117,46,73,24,1055,204,00111
18,23,23,XXX,XX,XX,  Begampur Union Total,6640,6269,371,5196,58,131,8,942,305,00111
18,23,47,XXX,XX,XX,Kutubpur Union Total,4749,4595,154,3993,37,160,40,442,77,00111
18,23,59,XXX,XX,XX,Mominpur Union Total,2351,2187,164,1912,130,108,1,167,33,00111
18,23,62,XXX,XX,XX,  Padmabila Union Total,3123,3030,93,2555,14,68,6,407,73,00111
18,23,71,XXX,XX,XX,Shankar Chandra Union Total,7159,6951,208,5657,98,197,26,1097,84,00111
18,23,83,XXX,XX,XX,Titudaha Union Total,6905,6700,205,6227,135,101,30,372,40,00111
18,31,01,XXX,XX,XX,  Ward No-01 Total,382,375,7,263,4,6,0,106,3,00111
18,31,02,XXX,XX,XX,  Ward No-02 Total,329,301,28,60,6,49,5,192,17,00111
18,31,03,XXX,XX,XX,  Ward No-03 Total,163,142,21,18,0,95,7,29,14,00111
18,31,04,XXX,XX,XX,  Ward No-04 Total,230,179,51,12,0,27,6,140,45,00111
18,31,05,XXX,XX,XX,  Ward No-05 Total,429,377,52,156,1,27,9,194,42,00111
18,31,06,XXX,XX,XX,  Ward No-06 Total,319,281,38,147,19,27,4,107,15,00111
18,31,07,XXX,XX,XX,  Ward No-07 Total,124,86,38,2,0,6,0,78,38,00111
18,31,08,XXX,XX,XX,  Ward No-08 Total,483,446,37,291,15,57,0,98,22,00111
18,31,09,XXX,XX,XX,  Ward No-09 Total,469,456,13,386,6,35,1,35,6,00111
18,31,11,XXX,XX,XX,Damurhuda Union Total,5421,5236,185,4493,67,262,20,481,98,00111
18,31,23,XXX,XX,XX,  Perkrishnapur Madna Union Total,3610,3380,230,3096,168,63,5,221,57,00111
18,31,35,XXX,XX,XX,Howli Union Total,4870,4648,222,3660,78,260,38,728,106,00111
18,31,47,XXX,XX,XX,  Juranpur Union Total,5451,5342,109,5006,46,115,5,221,58,00111
18,31,59,XXX,XX,XX,  Kapasadanga Union Total,6409,6302,107,4126,23,85,0,2091,84,00111
18,31,71,XXX,XX,XX,  Kuralgachhi Union Total,4405,4203,202,3708,48,175,103,320,51,00111
18,31,83,XXX,XX,XX,  Natipota Union Total,5299,5174,125,4881,50,45,18,248,57,00111
18,55,01,XXX,XX,XX,  Ward No-01 Total,88,81,7,67,4,0,0,14,3,00111
18,55,02,XXX,XX,XX,  Ward No-02 Total,281,269,12,228,2,7,0,34,10,00111
18,55,03,XXX,XX,XX,  Ward No-03 Total,323,298,25,154,4,26,1,118,20,00111
18,55,04,XXX,XX,XX,  Ward No-04 Total,212,181,31,68,13,22,2,91,16,00111
18,55,05,XXX,XX,XX,  Ward No-05 Total,476,412,64,143,4,39,4,230,56,00111
18,55,06,XXX,XX,XX,  Ward No-06 Total,95,75,20,19,3,2,1,54,16,00111
18,55,07,XXX,XX,XX,  Ward No-07 Total,111,96,15,27,0,3,0,66,15,00111
18,55,08,XXX,XX,XX,  Ward No-08 Total,442,386,56,125,3,0,0,261,53,00111
18,55,09,XXX,XX,XX,  Ward No-09 Total,404,376,28,175,2,2,0,199,26,00111
18,55,19,XXX,XX,XX,  Andulbaria Union Total,3404,3277,127,2805,47,86,1,386,79,00111
18,55,38,XXX,XX,XX,Banka Union Total,6055,5828,227,4810,70,116,11,902,146,00111
18,55,57,XXX,XX,XX,  Simanta Union Total,3828,3747,81,3155,38,95,5,497,38,00111
18,55,76,XXX,XX,XX,Uthali Union Total,7123,6690,433,5558,218,178,61,954,154,00111
65,28,01,XXX,XX,XX,  Ward No-01 Total,132,125,7,30,1,12,3,83,3,00111
65,28,02,XXX,XX,XX,  Ward No-02 Total,211,176,35,31,4,25,1,120,30,00111
65,28,03,XXX,XX,XX,  Ward No-03 Total,160,133,27,27,0,29,5,77,22,00111
65,28,04,XXX,XX,XX,  Ward No-04 Total,143,134,9,105,1,19,3,10,5,00111
65,28,05,XXX,XX,XX,  Ward No-05 Total,328,316,12,221,3,18,0,77,9,00111
65,28,06,XXX,XX,XX,  Ward No-06 Total,245,240,5,175,1,10,1,55,3,00111
65,28,07,XXX,XX,XX,  Ward No-07 Total,265,261,4,225,2,11,1,25,1,00111
65,28,08,XXX,XX,XX,  Ward No-08 Total,244,238,6,151,2,20,1,67,3,00111
65,28,09,XXX,XX,XX,  Ward No-09 Total,310,234,76,183,5,8,3,43,68,00111
65,28,13,XXX,XX,XX,  Babra Hachla Union Total,972,926,46,812,13,88,26,26,7,00111
65,28,14,XXX,XX,XX,Boranal Eliasabad Union Total,853,839,14,787,2,11,0,41,12,00111
65,28,15,XXX,XX,XX,  Bauisena Union Total,1586,1542,44,1472,22,28,8,42,14,00111
65,28,23,XXX,XX,XX,  Hamidpur Union Total,1951,1781,170,1559,141,67,2,155,27,00111
65,28,31,XXX,XX,XX,  Chanchari Union Total,1591,1533,58,1316,25,41,2,176,31,00111
65,28,39,XXX,XX,XX,  Joynagar Union Total,1377,1326,51,1195,26,43,3,88,22,00111
65,28,47,XXX,XX,XX,  Kalabaria Union Total,1644,1602,42,1517,22,13,1,72,19,00111
65,28,63,XXX,XX,XX,  Khasial Union Total,939,888,51,658,4,6,5,224,42,00111
65,28,71,XXX,XX,XX,Mauli Union Total,1788,1701,87,1289,32,102,16,310,39,00111
65,28,79,XXX,XX,XX,  Pahardanga Union Total,1582,1516,66,1415,31,11,6,90,29,00111
65,28,87,XXX,XX,XX,Peruli Union Total,3325,3202,123,2551,27,106,6,545,90,00111
65,28,94,XXX,XX,XX,  Purulia Union Total,2356,2274,82,1914,29,48,4,312,49,00111
65,28,95,XXX,XX,XX,Salamabad Union Total,1552,1481,71,1417,36,28,7,36,28,00111
65,52,01,XXX,XX,XX,  Ward No-01 Total,256,252,4,182,2,18,0,52,2,00111
65,52,02,XXX,XX,XX,  Ward No-02 Total,267,235,32,91,1,33,4,111,27,00111
65,52,03,XXX,XX,XX,  Ward No-03 Total,19,17,2,2,0,11,0,4,2,00111
65,52,04,XXX,XX,XX,  Ward No-04 Total,89,79,10,13,0,18,0,48,10,00111
65,52,05,XXX,XX,XX,  Ward No-05 Total,255,233,22,39,1,56,18,138,3,00111
65,52,06,XXX,XX,XX,  Ward No-06 Total,272,228,44,20,1,24,11,184,32,00111
65,52,07,XXX,XX,XX,  Ward No-07 Total,168,128,40,13,2,2,2,113,36,00111
65,52,08,XXX,XX,XX,  Ward No-08 Total,219,208,11,139,1,9,0,60,10,00111
65,52,09,XXX,XX,XX,  Ward No-09 Total,153,144,9,123,2,11,0,10,7,00111
65,52,15,XXX,XX,XX,  Dighalia Union Total,1971,1885,86,1504,20,194,39,187,27,00111
65,52,18,XXX,XX,XX,  Itna Union Total,2110,2024,86,1699,41,126,5,199,40,00111
65,52,23,XXX,XX,XX,  Joypur Union Total,1736,1683,53,1549,37,73,3,61,13,00111
65,52,31,XXX,XX,XX,  Kashipur Union Total,1338,1277,61,1093,17,60,15,124,29,00111
65,52,39,XXX,XX,XX,  Kotakul Union Total,1233,1214,19,978,7,20,0,216,12,00111
65,52,47,XXX,XX,XX,  Lahuria Union Total,3016,2935,81,2476,20,196,18,263,43,00111
65,52,55,XXX,XX,XX,  Lakshmipasha Union Total,937,894,43,830,5,10,2,54,36,00111
65,52,63,XXX,XX,XX,  Lohagara Union Total,721,690,31,419,0,22,2,249,29,00111
65,52,71,XXX,XX,XX,  Mallikpur Union Total,1333,1281,52,881,12,8,1,392,39,00111
65,52,79,XXX,XX,XX,  Naldi Union Total,2505,2402,103,2025,34,91,24,286,45,00111
65,52,87,XXX,XX,XX,  Noagram Union Total,1503,1416,87,1218,22,93,23,105,42,00111
65,52,94,XXX,XX,XX,  Shalnagar Union Total,1729,1673,56,1415,17,50,0,208,39,00111
65,76,01,XXX,XX,XX,  Ward No-01 Total,256,227,29,107,8,4,4,116,17,00111
65,76,02,XXX,XX,XX,  Ward No-02 Total,192,175,17,75,3,10,0,90,14,00111
65,76,03,XXX,XX,XX,  Ward No-03 Total,241,170,71,12,1,14,0,144,70,00111
65,76,04,XXX,XX,XX,  Ward No-04 Total,242,177,65,86,2,12,0,79,63,00111
65,76,05,XXX,XX,XX,  Ward No-05 Total,442,389,53,122,1,49,1,218,51,00111
65,76,06,XXX,XX,XX,  Ward No-06 Total,304,193,111,14,9,9,0,170,102,00111
65,76,07,XXX,XX,XX,  Ward No-07 Total,326,264,62,96,20,44,21,124,21,00111
65,76,08,XXX,XX,XX,  Ward No-08 Total,141,135,6,125,6,3,0,7,0,00111
65,76,09,XXX,XX,XX,  Ward No-09 Total,247,235,12,187,4,2,1,46,7,00111
65,76,11,XXX,XX,XX,  Auria Union Total,2139,2035,104,1428,41,75,12,532,51,00111
65,76,13,XXX,XX,XX,  Banshgram Union Total,1666,1638,28,1333,15,48,5,257,8,00111
65,76,20,XXX,XX,XX,  Bhadrabila Union Total,1959,1900,59,1532,31,48,3,320,25,00111
65,76,27,XXX,XX,XX,  Bichhali Union Total,1932,1840,92,1682,59,34,10,124,23,00111
65,76,33,XXX,XX,XX,  Chandibarpur Union Total,1707,1646,61,1400,51,24,0,222,10,00111
65,76,40,XXX,XX,XX,  Habakhali Union Total,2114,2071,43,1970,34,34,5,67,4,00111
65,76,47,XXX,XX,XX,  Kalora Union Total,2119,2041,78,1813,57,84,12,144,9,00111
65,76,54,XXX,XX,XX,  Maij Para Union Total,2247,2191,56,1999,19,103,18,89,19,00111
65,76,61,XXX,XX,XX,Mulia Union Total,669,630,39,525,33,22,0,83,6,00111
65,76,74,XXX,XX,XX,  Sahabad Union Total,982,923,59,870,39,20,2,33,18,00111
65,76,81,XXX,XX,XX,  Shaikhati Union Total,1998,1938,60,1616,41,108,4,214,15,00111
65,76,88,XXX,XX,XX,  Singasolpur Union Total,1663,1586,77,1288,45,96,3,202,29,00111
65,76,94,XXX,XX,XX,  Tularampur Union Total,1454,1413,41,1174,21,26,2,213,18,00111
44,14,01,XXX,XX,XX,  Ward No-01 Total,466,462,4,448,4,3,0,11,0,00111
44,14,02,XXX,XX,XX,  Ward No-02 Total,220,220,0,201,0,12,0,7,0,00111
44,14,03,XXX,XX,XX,  Ward No-03 Total,281,260,21,128,2,19,1,113,18,00111
44,14,04,XXX,XX,XX,  Ward No-04 Total,311,270,41,209,32,47,1,14,8,00111
44,14,05,XXX,XX,XX,  Ward No-05 Total,376,373,3,347,3,25,0,1,0,00111
44,14,06,XXX,XX,XX,  Ward No-06 Total,307,293,14,202,4,12,3,79,7,00111
44,14,07,XXX,XX,XX,  Ward No-07 Total,303,287,16,223,8,41,0,23,8,00111
44,14,08,XXX,XX,XX,  Ward No-08 Total,488,433,55,360,5,67,44,6,6,00111
44,14,09,XXX,XX,XX,  Ward No-09 Total,503,471,32,411,6,17,17,43,9,00111
44,14,10,XXX,XX,XX,  Bhayna Union Total,4582,4477,105,4198,89,71,1,208,15,00111
44,14,21,XXX,XX,XX,  Chandpur Union Total,4470,4426,44,4065,27,133,2,228,15,00111
44,14,31,XXX,XX,XX,Daulatpur Union Total,4115,4039,76,3904,58,48,5,87,13,00111
44,14,42,XXX,XX,XX,  Phalsi Union Total,2061,2035,26,1894,17,93,6,48,3,00111
44,14,52,XXX,XX,XX,  Joradaha Union Total,2641,2584,57,2415,46,80,5,89,6,00111
44,14,63,XXX,XX,XX,  Kapashati Union Total,3800,3684,116,3258,25,177,41,249,50,00111
44,14,73,XXX,XX,XX,  Raghunathpur Union Total,4522,4436,86,4273,70,129,6,34,10,00111
44,14,84,XXX,XX,XX,  Taherhuda Union Total,3652,3571,81,3331,29,111,37,129,15,00111
44,19,01,XXX,XX,XX,  Ward No-01 Total,1152,1094,58,535,10,81,7,478,41,00111
44,19,02,XXX,XX,XX,  Ward No-02 Total,802,648,154,28,3,25,4,595,147,00111
44,19,03,XXX,XX,XX,  Ward No-03 Total,728,662,66,216,8,157,6,289,52,00111
44,19,04,XXX,XX,XX,  Ward No-04 Total,926,785,141,81,3,34,2,670,136,00111
44,19,05,XXX,XX,XX,  Ward No-05 Total,650,486,164,28,0,8,0,450,164,00111
44,19,06,XXX,XX,XX,  Ward No-06 Total,606,470,136,14,1,25,2,431,133,00111
44,19,07,XXX,XX,XX,  Ward No-07 Total,1599,1479,120,528,18,206,7,745,95,00111
44,19,08,XXX,XX,XX,  Ward No-08 Total,906,807,99,227,5,141,25,439,69,00111
