ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Population aged 7+ and not attending school-Both,Population aged 7+ and not attending school-Male,Population aged 7+ and not attending school-Female,Employment Status-Employed-Male,Employment Status-Employed-Female,Employment Status-Looking for work-Male,Employment Status-Looking for work-Female,Employment Status-Household work-Male,Employment Status-Household work-Female,Employment Status-Do not work-Male,Employment Status-Do not work-Female,check_var
12,33,38,XXX,XX,03,  Durgapur Union,2535,1218,1317,865,277,10,12,12,593.0,331,435,00110
12,90,87,XXX,XX,03,  Nasirnagar Union,4303,1895,2408,1427,140,4,2,22,1630.0,442,636,00110
12,94,76,XXX,XX,03,  Sarail Union,13574,6023,7551,4098,354,76,14,115,5471.0,1734,1712,00110
51,33,47,XXX,XX,03,  Char Falcon Union,3704,1673,2031,1256,122,41,20,29,1443.0,347,446,00110
51,43,90,XXX,XX,03,  Dakshin Hamchadi Union,688,282,406,223,3,3,0,0,340.0,56,63,00110
51,58,11,XXX,XX,03,  Bamni Union,550,228,322,151,5,5,0,1,214.0,71,103,00110
51,58,59,XXX,XX,03,  Keroa Union,2405,970,1435,617,22,24,4,12,990.0,317,419,00110
51,58,71,XXX,XX,03,  Roypur Union,11,3,8,3,0,0,0,0,4.0,0,4,00110
51,73,13,XXX,XX,03,  Bara Kheri Union,3615,1648,1967,1212,76,36,7,33,1512.0,367,372,00110
51,73,23,XXX,XX,03,  Char Alexandar Union,4690,2278,2412,1758,87,14,9,35,1785.0,471,531,00110
46,43,31,XXX,XX,03,  Boalkhali Union,3386,1412,1974,1088,164,42,27,20,1435.0,262,348,00110
46,49,25,XXX,XX,03,  Golabari Union,3389,1422,1967,1168,239,6,1,43,1496.0,205,231,00110
46,49,75,XXX,XX,03,  Perachhara Union,3403,1302,2101,1011,310,39,19,18,1478.0,234,294,00110
46,61,71,XXX,XX,03,  Lakshmichhari Union,537,243,294,194,85,3,4,14,168.0,32,37,00110
46,65,31,XXX,XX,03,  Mahalchhari Union,2239,949,1290,788,125,3,8,10,937.0,148,220,00110
46,67,63,XXX,XX,03,  Manikchhari Union,5264,2254,3010,1844,370,23,12,23,2085.0,364,543,00110
46,67,87,XXX,XX,03,  Tintahari Union,3577,1442,2135,1125,289,8,3,18,1396.0,291,447,00110
46,77,76,XXX,XX,03,  Panchhari Union,6239,2542,3697,2023,289,59,28,36,2746.0,424,634,00110
46,80,76,XXX,XX,03,  Ramgarh Union,3152,1267,1885,947,66,11,6,12,1445.0,297,368,00110
22,24,35,XXX,XX,03,  Idgaon Union,4698,2218,2480,1578,77,17,6,98,1970.0,525,427,00110
22,24,42,XXX,XX,03,  Islamabad Union,6082,2934,3148,2169,93,68,4,83,2346.0,614,705,00110
22,24,45,XXX,XX,03,  Jalalabad Union,4244,2003,2241,1508,92,4,2,96,1704.0,395,443,00110
22,45,27,XXX,XX,03,  Baraghop Union,8132,3971,4161,2833,322,51,26,93,2716.0,994,1097,00110
22,56,83,XXX,XX,03,  Pekua Union,9199,4378,4821,3555,314,132,30,168,4059.0,523,418,00110
22,66,15,XXX,XX,03,  Fatekharkul Union,6168,2621,3547,1970,194,12,3,50,2523.0,589,827,00110
22,66,38,XXX,XX,03,  Joarianala Union,4196,2004,2192,1483,35,13,5,86,1781.0,422,371,00110
22,90,63,XXX,XX,03,  Teknaf Union,11749,5424,6325,3599,307,289,63,201,4475.0,1335,1480,00110
22,94,47,XXX,XX,03,  Raja Palong Union,9219,4476,4743,3538,167,34,8,40,3838.0,864,730,00110
15,04,15,XXX,XX,03,  Anowara Union,472,222,250,161,16,2,1,6,167.0,53,66,00110
15,12,38,XXX,XX,03,  Purba Gomdandi Union,4283,1780,2503,1218,112,28,8,141,1847.0,393,536,00110
15,12,76,XXX,XX,03,  Sakpura Union,3234,1243,1991,853,72,23,0,18,1525.0,349,394,00110
15,33,33,XXX,XX,03,  Dhurung Union,4148,1800,2348,1215,50,17,9,37,1639.0,531,650,00110
15,33,76,XXX,XX,03,  Rangamatia Union,4497,1930,2567,1208,89,41,16,68,1881.0,613,581,00110
15,47,62,XXX,XX,03,  Lohagara Union,4611,2124,2487,1591,139,13,17,31,1528.0,489,803,00110
15,53,59,XXX,XX,03,  Mirsharai Union,930,354,576,270,21,5,0,5,441.0,74,114,00110
15,70,34,XXX,XX,03,  Mariamnagar Union,265,95,170,68,20,2,0,3,105.0,22,45,00110
15,70,60,XXX,XX,03,  Pomara Union,4353,1821,2532,1053,90,34,8,247,1744.0,487,690,00110
15,78,40,XXX,XX,03,  Harispur Union,964,407,557,298,6,8,2,2,458.0,99,91,00110
15,78,85,XXX,XX,03,  Rahmatpur Union,2136,929,1207,567,37,9,3,83,831.0,270,336,00110
15,82,36,XXX,XX,03,  Dhemsa Union,1631,696,935,524,21,2,3,21,685.0,149,226,00110
84,07,59,XXX,XX,03,  Marishya Union,1815,803,1012,650,110,18,6,19,730.0,116,166,00110
84,07,71,XXX,XX,03,  Rupakari Union,536,230,306,203,9,0,0,1,277.0,26,20,00110
84,21,47,XXX,XX,03,  Barkal Union,298,121,177,103,31,1,1,9,130.0,8,15,00110
84,25,19,XXX,XX,03,  Betbunia Union,2497,1163,1334,828,100,9,10,163,1054.0,163,170,00110
84,29,23,XXX,XX,03,  Belai Chhari Union,431,204,227,179,35,1,0,0,172.0,24,20,00110
84,36,57,XXX,XX,03,  Kaptai Union,2523,1291,1232,1021,222,12,5,4,626.0,254,379,00110
84,47,57,XXX,XX,03,  Jurai Chhari Union,1990,782,1208,651,427,2,1,38,641.0,91,139,00110
84,58,67,XXX,XX,03,  Langadu Union,3502,1536,1966,1221,122,31,5,56,1528.0,228,311,00110
84,75,57,XXX,XX,03,  Naniarchar Union,1447,584,863,398,62,7,0,79,683.0,100,118,00110
84,78,71,XXX,XX,03,  Gainda Union,1015,430,585,395,188,0,2,2,343.0,33,52,00110
30,14,76,XXX,XX,03,  Pathannagar Union,783,336,447,282,2,1,0,1,373.0,52,72,00110
30,25,12,XXX,XX,03,  Daganbhuiyan Union,26,13,13,9,0,0,0,0,9.0,4,4,00110
30,25,38,XXX,XX,03,  Jailashkara Union,197,82,115,51,2,14,7,0,75.0,17,31,00110
30,41,67,XXX,XX,03,  Fulgazi Union,865,357,508,268,21,3,2,3,356.0,83,129,00110
30,94,66,XXX,XX,03,  Matiganj Union,137,96,41,72,2,0,0,1,30.0,23,9,00110
75,07,49,XXX,XX,03,  Narottampur Union,3696,1678,2018,1002,38,40,5,13,1392.0,623,583,00110
75,07,52,XXX,XX,03,  Hajipur Union,3609,1665,1944,1013,55,22,4,64,1165.0,566,720,00110
75,07,70,XXX,XX,03,  Mir Warishpur Union,2556,1128,1428,740,44,13,5,17,966.0,358,413,00110
75,36,47,XXX,XX,03,  Harni Union,13856,6723,7133,4557,1081,140,89,686,4618.0,1340,1345,00110
75,36,76,XXX,XX,03,  Sonadia Union,1974,852,1122,551,13,63,16,42,845.0,196,248,00110
75,80,13,XXX,XX,03,  Arjuntala Union,261,87,174,49,0,1,0,0,110.0,37,64,00110
75,80,57,XXX,XX,03,  Kadra Union,1338,532,806,344,15,17,2,21,590.0,150,199,00110
75,85,36,XXX,XX,03,  Char Jubille Union,1728,761,967,574,25,14,1,14,785.0,159,156,00110
75,87,23,XXX,XX,03,  Ashwadia Union,668,336,332,262,17,4,4,6,221.0,64,90,00110
75,87,25,XXX,XX,03,  Binodpur Union,269,105,164,67,6,0,0,2,125.0,36,33,00110
75,87,40,XXX,XX,03,  Char Matua Union,160,77,83,60,0,4,0,4,77.0,9,6,00110
75,87,60,XXX,XX,03,  Kadir Hanif Union,2189,986,1203,753,49,2,0,8,747.0,223,407,00110
75,87,80,XXX,XX,03,  Noakhali Union,350,149,201,106,6,0,1,6,139.0,37,55,00110
29,03,10,XXX,XX,03,  Alfadanga Union,643,255,388,214,27,0,0,3,294.0,38,67,00110
29,03,31,XXX,XX,03,  Buraich Union,399,175,224,138,15,3,0,0,171.0,34,38,00110
29,10,13,XXX,XX,03,  Algi Union,2497,1131,1366,849,29,2,7,12,975.0,268,355,00110
29,10,25,XXX,XX,03,  Chumordi Union,1829,800,1029,670,14,7,3,11,845.0,112,167,00110
29,21,19,XXX,XX,03,  Char Bhadrasan Union,6943,2995,3948,2397,63,57,6,32,3323.0,509,556,00110
29,47,15,XXX,XX,03,  Ambikapur Union,232,110,122,86,2,0,0,1,93.0,23,27,00110
29,56,52,XXX,XX,03,  Madhukhali Union,1579,676,903,535,101,3,4,8,602.0,130,196,00110
29,56,73,XXX,XX,03,  Noapara Union,833,408,425,312,21,6,1,2,335.0,88,68,00110
29,62,55,XXX,XX,03,  Laskardia Union,1110,492,618,386,12,4,2,3,465.0,99,139,00110
29,84,85,XXX,XX,03,  Sadarpur Union,1370,587,783,488,39,3,1,3,613.0,93,130,00110
29,90,16,XXX,XX,03,  Bhawal Union,1978,974,1004,817,22,1,1,7,797.0,149,184,00110
29,90,78,XXX,XX,03,  Ramkantapur Union,1640,807,833,644,28,2,1,52,695.0,109,109,00110
72,04,11,XXX,XX,03,  Baniajan Union,3048,1461,1587,1138,106,6,4,23,1183.0,294,294,00110
72,09,23,XXX,XX,03,  Barhatta Union,1480,638,842,488,53,20,10,10,629.0,120,150,00110
72,18,51,XXX,XX,03,  Durgapur Union,860,429,431,356,28,0,0,5,353.0,68,50,00110
72,38,40,XXX,XX,03,  Khaliajuri Union,3281,1717,1564,1380,151,8,0,27,1087.0,302,326,00110
72,40,35,XXX,XX,03,  Kalmakanda Union,4294,1996,2298,1676,183,4,2,11,1641.0,305,472,00110
72,56,52,XXX,XX,03,  Madan Union,493,260,233,210,9,0,1,3,176.0,47,47,00110
72,83,71,XXX,XX,03,  Jaria Union,3296,1621,1675,1328,156,5,3,14,1154.0,274,362,00110
72,83,94,XXX,XX,03,  Purbadhala Union,2567,1178,1389,932,60,8,1,7,1025.0,231,303,00110
39,07,23,XXX,XX,03,  Bakshiganj Union,9565,4379,5186,3679,447,16,14,17,4089.0,667,636,00110
39,15,36,XXX,XX,03,  Chikajani Union,1258,546,712,386,16,5,0,32,407.0,123,289,00110
39,15,43,XXX,XX,03,  Chukaibari Union,2737,1242,1495,1035,50,16,4,19,1245.0,172,196,00110
39,36,59,XXX,XX,03,  Ranagachha Union,1607,695,912,588,78,8,3,0,641.0,99,190,00110
39,61,85,XXX,XX,03,  Nangla Union,2351,1078,1273,940,37,2,1,5,1109.0,131,126,00110
39,85,21,XXX,XX,03,  Bhatara Union,682,301,381,274,9,0,0,7,333.0,20,39,00110
59,24,42,XXX,XX,03,  Gazaria Union,603,216,387,190,13,1,1,0,284.0,25,89,00110
59,24,73,XXX,XX,03,  Imampur Union,456,211,245,194,9,0,0,3,205.0,14,31,00110
59,44,13,XXX,XX,03,  Bejgaon Union,225,95,130,74,1,0,1,0,95.0,21,33,00110
59,44,94,XXX,XX,03,  Lohajang Teotia Union,916,437,479,344,36,4,0,7,381.0,82,62,00110
59,56,76,XXX,XX,03,  Panchasar Union,4848,2390,2458,2126,745,9,9,19,1367.0,236,337,00110
59,56,85,XXX,XX,03,  Rampal Union,796,365,431,294,15,15,9,1,234.0,55,173,00110
59,74,88,XXX,XX,03,  Rasunia Union,918,473,445,400,42,5,1,2,328.0,66,74,00110
59,84,74,XXX,XX,03,  Sreenagar Union,3316,1873,1443,1599,185,5,4,14,978.0,255,276,00110
59,94,39,XXX,XX,03,  Dhipur Union,793,340,453,291,37,1,1,6,365.0,42,50,00110
59,94,94,XXX,XX,03,  Sonarang Tongibari Union,2266,1109,1157,953,130,5,0,9,753.0,142,274,00110
35,32,21,XXX,XX,03,  Gobra Union,294,144,150,105,1,2,0,3,89.0,34,60,00110
35,32,38,XXX,XX,03,  Jalalabad Union,289,120,169,90,2,0,1,4,144.0,26,22,00110
35,43,27,XXX,XX,03,  Kashiani Union,772,304,468,223,47,2,0,11,306.0,68,115,00110
35,51,23,XXX,XX,03,  Ghagar Union,1313,639,674,533,19,2,4,3,514.0,101,137,00110
35,91,66,XXX,XX,03,  Kushli Union,262,134,128,108,2,0,0,2,98.0,24,28,00110
35,91,76,XXX,XX,03,  Patgati Display Memory Union,6208,3013,3195,2254,132,24,6,121,2320.0,614,737,00110
82,07,17,XXX,XX,03,  Baharpur Union,402,157,245,132,12,1,0,2,195.0,22,38,00110
82,07,19,XXX,XX,03,  Baliakandi Union,1687,763,924,635,24,3,1,8,708.0,117,191,00110
82,29,19,XXX,XX,03,  Chhota Bhakla Union,1493,678,815,536,10,4,0,3,661.0,135,144,00110
82,29,76,XXX,XX,03,  Ujan Char Union,2480,1151,1329,966,58,18,4,11,1099.0,156,168,00110
82,47,30,XXX,XX,03,  Kalikapur Union,501,233,268,217,12,1,1,0,225.0,15,30,00110
82,47,85,XXX,XX,03,  Ratandia Union,645,259,386,226,26,0,1,1,293.0,32,66,00110
82,73,25,XXX,XX,03,  Jashai Union,1525,752,773,682,7,1,0,1,673.0,68,93,00110
82,73,75,XXX,XX,03,  Babupara Union,179,87,92,85,1,0,0,0,86.0,2,5,00110
82,76,36,XXX,XX,03,  Dadshi Union,572,238,334,199,14,3,1,2,263.0,34,56,00110
82,76,51,XXX,XX,03,  Mizanpur Union,29,15,14,13,1,0,0,1,13.0,1,0,00110
61,13,14,XXX,XX,03,  Bhaluka Union,630,321,309,284,38,4,1,4,242.0,29,28,00110
61,13,69,XXX,XX,03,  Mallikbari Union,5198,2401,2797,2108,334,18,8,8,2065.0,267,390,00110
61,16,36,XXX,XX,03,  Dhobaura Union,1840,857,983,680,113,3,2,3,663.0,171,205,00110
61,20,17,XXX,XX,03,  Bakta Union,599,271,328,230,8,3,0,3,291.0,35,29,00110
61,20,47,XXX,XX,03,  Fulbaria Union,5858,2797,3061,2250,55,23,12,106,2585.0,418,409,00110
61,22,82,XXX,XX,03,  Saltia Union,3725,1783,1942,1351,98,9,4,216,1619.0,207,221,00110
61,24,61,XXX,XX,03,  Haluaghat Union,1431,604,827,487,44,1,1,5,637.0,111,145,00110
61,31,40,XXX,XX,03,  Ishwarganj Union,1816,893,923,674,36,8,0,4,667.0,207,220,00110
61,52,23,XXX,XX,03,  Akua Union,12204,6281,5923,4634,540,37,18,73,3932.0,1537,1433,00110
61,52,27,XXX,XX,03,  Baira (Kewatkhali) Union,6582,3052,3530,2395,201,50,17,28,2695.0,579,617,00110
61,52,33,XXX,XX,03,  Char Ishwardia Union,10673,5103,5570,4124,385,34,11,24,4152.0,921,1022,00110
61,52,40,XXX,XX,03,  Char Nilakshmia Union,3572,1724,1848,1348,228,23,19,16,1194.0,337,407,00110
61,52,67,XXX,XX,03,  Khagdahar Union,2582,1400,1182,839,51,7,6,7,955.0,547,170,00110
61,72,13,XXX,XX,03,  Achargaon Union,3489,1645,1844,1361,61,4,2,8,1535.0,272,246,00110
61,72,23,XXX,XX,03,  Chandipasha Union,11,7,4,7,0,0,0,0,4.0,0,0,00110
61,94,66,XXX,XX,03,  Rampur Union,7284,3538,3746,2956,86,41,13,38,3188.0,503,459,00110
67,02,23,XXX,XX,03,  Araihazar Union,568,258,310,191,22,0,1,0,203.0,67,84,00110
67,02,87,XXX,XX,03,  Satgram Union,2640,1238,1402,957,23,5,4,9,1035.0,267,340,00110
67,68,63,XXX,XX,03,  Mura Para Union,4999,2307,2692,1841,407,19,8,19,1733.0,428,544,00110
67,68,79,XXX,XX,03,  Rupganj Union,1977,925,1052,738,55,6,1,11,770.0,170,226,00110
33,32,66,XXX,XX,03,  Mouchak Union,507,224,283,190,140,3,2,3,107.0,28,34,00110
33,32,76,XXX,XX,03,  Sreefaltali Union,661,282,379,252,39,0,0,5,267.0,25,73,00110
33,36,43,XXX,XX,03,  Kapasia Union,2716,1328,1388,1094,203,20,9,12,936.0,202,240,00110
56,10,28,XXX,XX,03,  Chak Mirpur Union,1987,827,1160,712,52,1,4,3,960.0,111,144,00110
56,22,47,XXX,XX,03,  Ghior Union,1229,507,722,444,41,0,1,4,566.0,59,114,00110
56,28,29,XXX,XX,03,  Boyra Union,666,284,382,246,32,2,7,0,264.0,36,79,00110
56,46,87,XXX,XX,03,  Nabagram Union,112,40,72,37,5,0,0,0,59.0,3,8,00110
56,70,19,XXX,XX,03,  Baliati Union,838,337,501,268,64,1,2,28,345.0,40,90,00110
56,70,85,XXX,XX,03,  Saturia Union,1168,421,747,368,49,2,4,7,595.0,44,99,00110
56,78,71,XXX,XX,03,  Ulail Union,1165,465,700,380,22,2,1,6,573.0,77,104,00110
26,14,35,XXX,XX,03,  Dhamrai Union,1643,780,863,665,148,4,0,2,600.0,109,115,00110
26,62,13,XXX,XX,03,  Bakshanagar Union,235,102,133,78,0,0,0,0,114.0,24,19,00110
26,62,74,XXX,XX,03,  Kalakopa Union,2983,1296,1687,955,131,2,2,20,1249.0,319,305,00110
86,14,77,XXX,XX,03,  Rambhadrapur Union,185,71,114,57,3,5,0,0,88.0,9,23,00110
86,25,23,XXX,XX,03,  Darul Aman Union,614,248,366,158,14,2,0,4,214.0,84,138,00110
86,36,35,XXX,XX,03,  Idilpur Union,2477,1131,1346,919,93,2,3,14,1043.0,196,207,00110
54,80,95,XXX,XX,03,  Rajoir Union,4762,2190,2572,1817,101,15,9,19,2086.0,339,376,00110
54,87,18,XXX,XX,03,  Bayratala Uttar Union,2625,1177,1448,962,118,7,4,11,1067.0,197,259,00110
54,87,42,XXX,XX,03,  Ditiyakhanda Union,412,218,194,176,8,9,2,7,166.0,26,18,00110
93,09,11,XXX,XX,03,  Basail Union,4044,1750,2294,1462,62,13,4,29,1884.0,246,344,00110
93,23,23,XXX,XX,03,  Delduar Union,4378,1850,2528,1540,26,10,3,20,2179.0,280,320,00110
93,47,58,XXX,XX,03,  Kok Dahara Union,1082,482,600,415,15,3,1,2,531.0,62,53,00110
93,57,21,XXX,XX,03,  Alokdia Union,3524,1690,1834,1507,67,7,3,12,1606.0,164,158,00110
93,66,36,XXX,XX,03,  Bhaora Union,1072,420,652,339,3,0,0,7,537.0,74,112,00110
93,66,39,XXX,XX,03,  Bhatgram Union,114,54,60,38,2,0,0,2,48.0,14,10,00110
93,66,67,XXX,XX,03,  Latifpur Union,545,220,325,184,3,1,0,0,268.0,35,54,00110
93,76,73,XXX,XX,03,  Nagarpur Union,3408,1478,1930,1187,90,8,2,62,1622.0,221,216,00110
93,85,27,XXX,XX,03,  Gazaria Union,3366,1428,1938,1257,45,6,1,7,1699.0,158,193,00110
93,85,81,XXX,XX,03,  Kalia Union,2948,1299,1649,1029,30,29,2,16,1342.0,225,275,00110
48,02,23,XXX,XX,03,  Austagram Union,7381,3443,3938,2588,94,54,12,56,3033.0,745,799,00110
48,33,43,XXX,XX,03,  Dhanpur Union,444,227,217,205,8,0,0,7,187.0,15,22,00110
48,33,51,XXX,XX,03,  Itna Union,8880,4414,4466,3395,180,22,8,41,3303.0,956,975,00110
48,59,81,XXX,XX,03,  Mithamain Union,4197,2032,2165,1634,109,19,3,12,1611.0,367,442,00110
48,76,76,XXX,XX,03,  Nikli Union,8257,3883,4374,3249,164,32,17,42,3432.0,560,761,00110
48,92,94,XXX,XX,03,  Tarail Sachail Union,2017,971,1046,758,77,2,1,4,736.0,207,232,00110
89,37,25,XXX,XX,03,  Jhenaigati Union,1012,454,558,389,64,1,0,6,420.0,58,74,00110
68,07,13,XXX,XX,03,  Bajnaba Union,272,113,159,95,4,0,0,0,116.0,18,39,00110
68,07,20,XXX,XX,03,  Belabo Union,6141,3008,3133,2458,104,34,14,27,2593.0,489,422,00110
68,52,33,XXX,XX,03,  Chandanbari Union,546,230,316,201,10,2,0,4,282.0,23,24,00110
68,52,67,XXX,XX,03,  Kanchikata Union,309,115,194,102,8,0,0,0,173.0,13,13,00110
68,52,94,XXX,XX,03,  Shukundi Union,351,169,182,129,3,0,0,3,140.0,37,39,00110
68,60,25,XXX,XX,03,  Chinishpur Union,104,39,65,30,13,0,1,0,44.0,9,7,00110
68,60,47,XXX,XX,03,  Kanthalia Union,106,53,53,41,0,0,0,0,49.0,12,4,00110
68,60,53,XXX,XX,03,  Nuralla Pur U/C Union,7930,4022,3908,3395,481,9,10,23,2773.0,595,644,00110
68,60,59,XXX,XX,03,  Mahishasura Union,2721,1297,1424,984,81,5,1,12,981.0,296,361,00110
68,63,15,XXX,XX,03,  Char Sindur Union,1532,661,871,541,27,5,0,3,675.0,112,169,00110
68,63,79,XXX,XX,03,  Jinardi Union,1609,675,934,517,47,4,5,11,676.0,143,206,00110
68,64,14,XXX,XX,03,  Alipura Union,1465,686,779,519,25,6,0,5,607.0,156,147,00110
68,64,74,XXX,XX,03,  Palashtali Union,1796,818,978,628,74,17,5,18,689.0,155,210,00110
68,76,21,XXX,XX,03,  Baghaba Union,259,119,140,98,2,1,0,0,124.0,20,14,00110
68,76,73,XXX,XX,03,  Masimpur Union,735,305,430,222,32,3,0,2,317.0,78,81,00110
33,32,66,XXX,XX,03,  Mouchak Union,507,224,283,190,140,3,2,3,107.0,28,34,00110
33,32,76,XXX,XX,03,  Sreefaltali Union,661,282,379,252,39,0,0,5,267.0,25,73,00110
33,36,43,XXX,XX,03,  Kapasia Union,2716,1328,1388,1094,203,20,9,12,936.0,202,240,00110
90,18,77,XXX,XX,03,  Palash Union,841,371,470,281,21,0,2,3,322.0,87,125,00110
90,23,13,XXX,XX,03,  Chhatak Union,42,20,22,17,0,0,0,0,17.0,3,5,00110
90,23,47,XXX,XX,03,  Dakshin Islampur Union,1765,778,987,528,70,9,2,5,566.0,236,349,00110
90,23,76,XXX,XX,03,  Noarai Union,1100,519,581,345,67,11,11,4,346.0,159,157,00110
90,27,33,XXX,XX,03,  Joykalas Union,2145,1026,1119,851,109,2,1,4,731.0,169,278,00110
90,29,28,XXX,XX,03,  Derai Sarmangal Union,718,360,358,312,11,7,2,1,267.0,40,78,00110
90,29,47,XXX,XX,03,  Karimpur Union,1695,798,897,559,65,4,3,29,582.0,206,247,00110
90,32,38,XXX,XX,03,  Dharmapasha Union,2139,980,1159,789,29,10,2,8,865.0,173,263,00110
90,32,57,XXX,XX,03,  Madhyanagar Union,950,462,488,386,73,0,3,1,256.0,75,156,00110
90,33,27,XXX,XX,03,  Dakshin Dowarabazar Union,6562,3146,3416,2451,229,39,15,74,2503.0,582,669,00110
90,50,67,XXX,XX,03,  Jamalganj Union,2511,1181,1330,971,137,2,5,12,855.0,196,333,00110
90,50,81,XXX,XX,03,  Sachna Bazar Union,695,322,373,252,15,1,0,1,258.0,68,100,00110
90,86,47,XXX,XX,03,  Bahara Union,729,327,402,264,31,0,11,2,263.0,61,97,00110
90,89,10,XXX,XX,03,  Aftabnagar Union,1103,500,603,408,29,5,4,15,458.0,72,112,00110
90,89,39,XXX,XX,03,  Lakshmansree Union,698,330,368,211,22,4,1,8,243.0,107,102,00110
90,92,64,XXX,XX,03,  Tahirpur Union,2768,1374,1394,1120,119,11,4,10,954.0,233,317,00110
36,02,13,XXX,XX,03,  Ajmiriganj Union,543,234,309,179,24,1,1,2,201.0,52,83,00110
36,05,11,XXX,XX,03,  Bahubal Union,499,199,300,129,1,0,1,3,215.0,67,83,00110
36,11,11,XXX,XX,03,  Uttar Purba Baniachang Union,3563,1608,1955,1274,100,15,14,37,1489.0,282,352,00110
36,11,18,XXX,XX,03,  Dakshin Purba Baniyachang Union,599,253,346,191,11,2,0,9,279.0,51,56,00110
36,11,25,XXX,XX,03,  Dakshin Paschim Baniyachang Union,1840,880,960,690,34,22,12,11,676.0,157,238,00110
36,44,22,XXX,XX,03,  Gopaya Union,2569,1085,1484,861,82,4,1,17,1056.0,203,345,00110
36,44,76,XXX,XX,03,  Richi Union,935,402,533,335,59,1,0,1,394.0,65,80,00110
36,68,13,XXX,XX,03,  Bamai Union,3539,1558,1981,1214,64,15,14,34,1512.0,295,391,00110
36,68,54,XXX,XX,03,  Lakhai Union,2895,1357,1538,1018,56,24,12,9,1083.0,306,387,00110
36,71,17,XXX,XX,03,  Bagasura Union,354,127,227,97,21,0,0,0,173.0,30,33,00110
36,77,14,XXX,XX,03,  Bausha Union,188,96,92,54,3,2,4,2,44.0,38,41,00110
36,77,65,XXX,XX,03,  Kargaon Union,558,276,282,196,6,7,2,7,212.0,66,62,00110
36,77,73,XXX,XX,03,  Kurshi Union,329,148,181,104,17,5,0,6,130.0,33,34,00110
36,77,80,XXX,XX,03,  Nabiganj Union,746,371,375,258,5,3,1,4,279.0,106,90,00110
91,08,11,XXX,XX,03,  Balaganj Union,1710,761,949,556,53,28,3,6,686.0,171,207,00110
91,20,21,XXX,XX,03,  Bishwanath Union,5024,2271,2753,1585,188,19,3,153,1863.0,514,699,00110
91,27,11,XXX,XX,03,  Islampur Paschim Union,6193,3220,2973,2561,277,78,16,43,2179.0,538,501,00110
91,31,36,XXX,XX,03,  Baraikandi Union,2321,987,1334,714,231,5,1,21,817.0,247,285,00110
91,31,45,XXX,XX,03,  Kuchai Union,331,142,189,108,8,5,3,6,136.0,23,42,00110
91,31,65,XXX,XX,03,  Mollargaon Union,316,144,172,90,14,1,1,0,92.0,53,65,00110
91,35,23,XXX,XX,03,  Fenchuganj Union,5569,2469,3100,1895,227,32,10,46,2073.0,496,790,00110
91,38,43,XXX,XX,03,  Fulbari Union,1101,467,634,346,13,3,0,7,477.0,111,144,00110
91,41,42,XXX,XX,03,  Paschim Jaflong Union,541,218,323,161,31,1,0,23,251.0,33,41,00110
91,41,52,XXX,XX,03,  Lengura Union,1788,873,915,505,38,17,8,32,556.0,319,313,00110
91,53,63,XXX,XX,03,  Nijpat Union,1505,578,927,424,68,4,3,11,651.0,139,205,00110
91,62,42,XXX,XX,03,  Khadim Para Union,6831,2926,3905,2104,483,26,14,88,2255.0,708,1153,00110
91,62,90,XXX,XX,03,  Tuker Bazar Union,130,40,90,26,63,0,1,5,19.0,9,7,00110
91,94,57,XXX,XX,03,  Kholachhara Union,1097,497,600,372,24,11,3,21,475.0,93,98,00110
91,94,85,XXX,XX,03,  Zakiganj Union,163,74,89,41,3,0,0,5,50.0,28,36,00110
58,14,13,XXX,XX,03,  Barlekha Union,1057,463,594,320,80,6,2,13,354.0,124,158,00110
58,35,47,XXX,XX,03,  Jaifarnagar Union,3100,1433,1667,1131,77,10,6,33,1262.0,259,322,00110
58,56,38,XXX,XX,03,  Kamalganj Union,3855,1730,2125,1213,112,19,3,160,1520.0,338,490,00110
58,65,65,XXX,XX,03,  Kulaura Union,178,73,105,54,5,0,0,3,69.0,16,31,00110
58,80,63,XXX,XX,03,  Rajnagar Union,1940,853,1087,629,28,12,6,10,652.0,202,401,00110
58,80,73,XXX,XX,03,  Tengra Union,1175,533,642,447,44,5,0,5,490.0,76,108,00110
58,83,85,XXX,XX,03,  Sreemangal Union,3189,1354,1835,1107,257,12,14,19,1155.0,216,409,00110
