0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,check_var
18,07,15,XX,XX,01,  Baradi Union,0,0,0,0,0,0,0,0,00010
18,07,15,XX,XX,03,  Baradi Union,0,0,0,0,0,0,0,0,00010
18,07,23,XX,XX,01,  Bhangabaria Union,0,0,0,0,0,0,0,0,00010
18,07,23,XX,XX,03,  Bhangabaria Union,0,0,0,0,0,0,0,0,00010
18,07,27,XX,XX,01,  Chithla Union,0,0,0,0,0,0,0,0,00010
18,07,27,XX,XX,03,  Chithla Union,0,0,0,0,0,0,0,0,00010
18,07,47,XX,XX,01,  Hardi Union,0,0,0,0,0,0,0,0,00010
18,07,47,XX,XX,03,  Hardi Union,2,4,1,3,3,1,0,0,00010
18,07,55,XX,XX,01,  Jamjami Union,0,0,0,0,0,0,0,0,00010
18,07,55,XX,XX,03,  Jamjami Union,0,0,0,0,0,0,0,0,00010
18,07,63,XX,XX,01,  Jehala Union,0,0,0,0,0,0,0,0,00010
18,07,63,XX,XX,03,  Jehala Union,0,0,0,0,0,0,0,0,00010
18,07,79,XX,XX,01,  Khaskara Union,0,0,0,0,0,0,0,0,00010
18,07,79,XX,XX,03,  Khaskara Union,0,0,0,0,0,0,0,0,00010
18,07,87,XX,XX,01,  Kumari Union,0,0,0,0,0,0,0,0,00010
18,07,87,XX,XX,03,  Kumari Union,0,0,0,0,0,0,0,0,00010
18,23,11,XX,XX,01,  Alokdia Union,0,0,0,0,0,0,0,0,00010
18,23,11,XX,XX,03,  Alokdia Union,0,0,0,0,0,0,0,0,00010
18,23,47,XX,XX,01,  Kutubpur Union,0,0,0,0,0,0,0,0,00010
18,23,47,XX,XX,03,  Kutubpur Union,0,0,0,0,0,0,0,0,00010
18,23,59,XX,XX,01,  Mominpur Union,0,0,0,0,0,0,0,0,00010
18,23,59,XX,XX,03,  Mominpur Union,0,0,0,0,0,0,0,0,00010
18,23,71,XX,XX,01,  Shankar Chandra Union,6,13,6,7,13,0,0,0,00010
18,23,71,XX,XX,03,  Shankar Chandra Union,0,0,0,0,0,0,0,0,00010
18,23,83,XX,XX,01,  Titudaha Union,0,0,0,0,0,0,0,0,00010
18,23,83,XX,XX,03,  Titudaha Union,0,0,0,0,0,0,0,0,00010
18,31,11,XX,XX,01,  Damurhuda Union,0,0,0,0,0,0,0,0,00010
18,31,11,XX,XX,03,  Damurhuda Union,0,0,0,0,0,0,0,0,00010
18,31,35,XX,XX,01,  Howli Union,0,0,0,0,0,0,0,0,00010
18,31,35,XX,XX,03,  Howli Union,0,0,0,0,0,0,0,0,00010
18,55,38,XX,XX,01,  Banka Union,8,39,19,20,39,0,0,0,00010
18,55,38,XX,XX,03,  Banka Union,24,91,43,48,0,0,91,91,00010
18,55,76,XX,XX,01,  Uthali Union,43,162,79,83,0,0,0,162,00010
18,55,76,XX,XX,03,  Uthali Union,0,0,0,0,0,0,0,0,00010
