0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,check_var
4970,00,00,00,84,07,Baghaichhari Paurashava,0,84,7,1,   ,  ,       ,Ward No-01 Total,00000
20904,1132,788,1741,84,87,Rangamati Paurashava,0,84,87,1,   ,  ,       ,Ward No-01 Total,00000
