ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Number of Households,Type of Structure (%)-Pucka,Type of Structure (%)-Semi-pucka,Type of Structure (%)-Kutcha,Type of Structure (%)-Jhupri,Toilet Facility (%)-Sanitary (water-sealed),Toilet Facility (%)-Sanitary (non water-sealed),Toilet Facility (%)-Non-sanitary,Toilet Facility (%)-None,check_var
46.0,80.0,XX.0,XXX,XX,01,  Ramgarh Upazila,7230,0.7,2.9,93.3,3.1,3.6,22.7,54.6,19.1,00110
46.0,80.0,76.0,XXX,XX,01,  Ramgarh Union,155,0.0,0.0,100.0,0.0,0.0,0.0,44.5,55.5,00110
22.0,XX.0,XX.0,XXX,XX,01, Cox's Bazar Zila,322857,3.9,8.9,73.9,13.3,12.1,36.1,38.2,13.5,00110
22.0,16.0,XX.0,XXX,XX,01,  Chakoria Upazila,74982,4.7,10.1,73.2,11.9,9.2,43.9,40.2,6.8,00110
22.0,24.0,XX.0,XXX,XX,01,  Cox's Bazar Sadar Upazila,41072,6.1,15.0,71.0,7.9,19.2,40.5,30.3,10.0,00110
22.0,24.0,35.0,XXX,XX,01,  Idgaon Union,2919,6.1,15.6,68.3,9.9,6.2,46.4,36.7,10.7,00110
22.0,24.0,42.0,XXX,XX,01,  Islamabad Union,1311,2.0,7.6,85.7,4.8,1.0,20.1,67.1,11.7,00110
22.0,45.0,XX.0,XXX,XX,01,  Kutubdia Upazila,17854,2.5,2.9,74.2,20.5,29.2,49.6,16.7,4.6,00110
22.0,49.0,XX.0,XXX,XX,01,  Maheshkhali Upazila,53043,2.3,4.6,79.7,13.4,1.7,22.5,54.3,21.5,00110
22.0,56.0,XX.0,XXX,XX,01,  Pekua Upazila,26402,4.4,5.1,79.6,10.9,32.5,37.8,23.2,6.4,00110
22.0,56.0,83.0,XXX,XX,01,  Pekua Union,3074,4.7,6.1,79.6,9.6,37.1,46.9,14.1,1.9,00110
22.0,66.0,XX.0,XXX,XX,01,  Ramu Upazila,40085,3.1,9.2,76.1,11.7,14.1,35.5,30.9,19.5,00110
22.0,66.0,15.0,XXX,XX,01,  Fatekharkul Union,260,3.5,25.8,70.8,0.0,48.1,45.4,6.5,0.0,00110
22.0,66.0,38.0,XXX,XX,01,  Joarianala Union,2610,5.4,10.3,66.7,17.5,10.6,28.9,32.4,28.1,00110
22.0,90.0,XX.0,XXX,XX,01,  Teknaf Upazila,36815,3.6,11.0,68.3,17.1,6.1,37.2,43.6,13.1,00110
22.0,90.0,63.0,XXX,XX,01,  Teknaf Union,3792,4.6,8.2,46.0,41.2,5.3,31.0,37.8,25.9,00110
22.0,94.0,XX.0,XXX,XX,01,  Ukhia Upazila,32604,3.7,9.3,68.5,18.5,5.5,26.0,44.3,24.2,00110
22.0,94.0,47.0,XXX,XX,01,  Raja Palong Union,5385,4.3,7.8,71.5,16.4,2.4,17.5,53.7,26.5,00110
15.0,XX.0,XX.0,XXX,XX,01, Chittagong Zila,857932,13.2,13.3,65.8,7.7,20.9,49.1,26.1,3.9,00110
15.0,4.0,XX.0,XXX,XX,01,  Anowara Upazila,48596,12.5,14.6,60.7,12.2,14.9,43.2,36.7,5.2,00110
15.0,4.0,15.0,XXX,XX,01,  Anowara Union,1005,8.0,12.9,52.4,26.7,0.3,37.1,50.5,12.0,00110
15.0,8.0,XX.0,XXX,XX,01,  Banshkhali Upazila,76742,5.9,7.0,69.6,17.6,11.1,34.4,48.8,5.7,00110
15.0,12.0,XX.0,XXX,XX,01,  Boalkhali Upazila,33702,16.3,10.3,65.7,7.6,19.2,60.8,18.6,1.3,00110
15.0,18.0,XX.0,XXX,XX,01,  Chandanaish  Upazila,37214,11.8,11.3,68.1,8.8,12.6,62.4,22.6,2.3,00110
15.0,33.0,XX.0,XXX,XX,01,  Fatikchhari Upazila,91455,12.8,11.8,69.1,6.3,13.0,44.8,32.8,9.4,00110
15.0,37.0,XX.0,XXX,XX,01,  Hathazari Upazila,80277,28.2,23.0,46.2,2.7,31.5,49.3,17.5,1.7,00110
15.0,37.0,59.0,XXX,XX,01,  Hathazari Union,13731,32.1,25.1,41.0,1.8,43.2,38.0,16.4,2.4,00110
15.0,47.0,XX.0,XXX,XX,01,  Lohagara Upazila,46625,12.7,10.1,69.9,7.4,20.5,42.5,31.5,5.5,00110
15.0,47.0,62.0,XXX,XX,01,  Lohagara Union,725,21.7,9.1,69.0,0.3,33.0,48.1,18.6,0.3,00110
15.0,53.0,XX.0,XXX,XX,01,  Mirsharai Upazila,72676,8.5,8.9,80.4,2.1,14.2,61.2,22.4,2.2,00110
15.0,53.0,59.0,XXX,XX,01,  Mirsharai Union,2437,13.4,9.7,74.0,2.8,5.1,88.2,6.7,0.0,00110
15.0,61.0,XX.0,XXX,XX,01,  Patiya Upazila,90510,13.3,14.0,68.1,4.6,18.6,53.1,25.4,2.9,00110
15.0,70.0,XX.0,XXX,XX,01,  Rangunia Upazila,55193,10.2,8.4,76.9,4.6,19.0,51.3,24.1,5.5,00110
15.0,70.0,34.0,XXX,XX,01,  Mariamnagar Union,3015,13.1,14.0,68.2,4.7,24.9,62.9,11.2,1.0,00110
15.0,70.0,60.0,XXX,XX,01,  Pomara Union,127,3.1,8.7,43.3,44.9,0.8,42.5,4.7,52.0,00110
15.0,74.0,XX.0,XXX,XX,01,  Raozan Upazila,51657,22.1,15.7,58.5,3.6,38.4,45.5,14.5,1.6,00110
15.0,78.0,XX.0,XXX,XX,01,  Sandwip Upazila,45878,2.2,25.1,66.0,6.6,17.4,62.0,17.7,2.9,00110
15.0,78.0,40.0,XXX,XX,01,  Harispur Union,85,0.0,4.7,94.1,1.2,74.1,23.5,2.4,0.0,00110
15.0,82.0,XX.0,XXX,XX,01,  Satkania Upazila,60325,14.2,12.7,50.3,22.8,34.2,37.2,24.1,4.5,00110
15.0,82.0,36.0,XXX,XX,01,  Dhemsa Union,1076,18.5,18.6,32.3,30.6,30.6,40.8,27.0,1.7,00110
15.0,86.0,XX.0,XXX,XX,01,  Sitakunda Upazila,67082,11.9,13.4,71.4,3.3,28.8,51.0,19.1,1.0,00110
84.0,XX.0,XX.0,XXX,XX,01, Rangamati Zila,92793,2.3,4.6,87.0,6.1,4.8,21.2,63.6,10.4,00110
84.0,7.0,XX.0,XXX,XX,01,  Baghaichhari Upazila,15929,0.6,1.6,96.2,1.6,3.7,13.4,77.7,5.2,00110
84.0,7.0,71.0,XXX,XX,01,  Rupakari Union,786,0.5,1.8,97.6,0.1,10.4,10.9,74.4,4.2,00110
84.0,21.0,XX.0,XXX,XX,01,  Barkal Upazila,8858,0.4,1.0,87.8,10.8,0.6,16.4,79.0,4.1,00110
84.0,21.0,47.0,XXX,XX,01,  Barkal Union,865,0.1,0.3,80.6,19.0,0.5,1.8,85.2,12.5,00110
84.0,25.0,XX.0,XXX,XX,01,  Kawkhali Upazila,10619,2.3,6.4,87.7,3.6,3.7,25.3,53.7,17.3,00110
84.0,25.0,19.0,XXX,XX,01,  Betbunia Union,1518,3.0,5.2,74.4,17.4,4.2,13.2,45.8,36.8,00110
84.0,29.0,XX.0,XXX,XX,01,  Belai Chhari Upazila,5400,0.3,0.9,98.1,0.7,1.7,13.2,45.4,39.6,00110
84.0,29.0,23.0,XXX,XX,01,  Belai Chhari Union,1221,0.5,2.3,94.6,2.6,3.4,11.0,48.2,37.4,00110
84.0,36.0,XX.0,XXX,XX,01,  Kaptai  Upazila,10369,12.4,16.1,69.7,1.8,17.1,41.2,24.7,17.0,00110
84.0,36.0,57.0,XXX,XX,01,  Kaptai Union,460,0.9,3.3,95.2,0.7,0.0,17.6,60.7,21.7,00110
84.0,47.0,XX.0,XXX,XX,01,  Jurai Chhari Upazila,4708,0.3,1.5,98.0,0.1,8.1,22.5,61.5,7.9,00110
84.0,47.0,57.0,XXX,XX,01,  Jurai Chhari Union,678,0.0,2.5,97.5,0.0,11.2,31.4,55.0,2.4,00110
84.0,58.0,XX.0,XXX,XX,01,  Langadu  Upazila,15315,0.5,1.2,78.0,20.3,1.7,13.8,80.1,4.5,00110
84.0,58.0,67.0,XXX,XX,01,  Langadu Union,782,0.3,3.8,91.9,4.0,0.3,8.1,91.6,0.1,00110
84.0,75.0,XX.0,XXX,XX,01,  Naniarchar  Upazila,8076,0.4,4.1,94.4,1.1,0.5,15.5,80.3,3.7,00110
84.0,75.0,57.0,XXX,XX,01,  Naniarchar Union,1256,0.1,4.9,94.3,0.6,0.3,11.9,86.4,1.4,00110
84.0,78.0,XX.0,XXX,XX,01,  Rajasthali  Upazila,5078,2.0,7.0,79.4,11.5,9.0,23.3,42.9,24.8,00110
84.0,78.0,71.0,XXX,XX,01,  Gainda Union,1207,1.2,3.6,58.6,36.6,7.8,15.4,46.2,30.6,00110
84.0,87.0,XX.0,XXX,XX,01,  Rangamati Sadar Upazila,8441,2.9,6.9,90.0,0.2,5.2,33.2,60.3,1.3,00110
30.0,XX.0,XX.0,XXX,XX,01, Feni Zila,218614,12.0,15.8,70.9,1.4,6.5,65.3,26.0,2.1,00110
30.0,14.0,XX.0,XXX,XX,01,  Chhagalnaiya Upazila,27177,15.6,15.0,68.3,1.0,14.4,51.7,32.6,1.3,00110
30.0,14.0,76.0,XXX,XX,01,  Pathannagar Union,6316,17.1,18.6,63.5,0.8,6.3,41.7,50.9,1.1,00110
30.0,25.0,XX.0,XXX,XX,01,  Daganbhuiyan Upazila,42324,12.9,15.6,70.7,0.9,5.1,71.9,20.3,2.7,00110
30.0,25.0,12.0,XXX,XX,01,  Daganbhuiyan Union,3408,15.8,13.9,70.1,0.2,2.8,91.7,4.9,0.6,00110
30.0,25.0,38.0,XXX,XX,01,  Jailashkara Union,7746,15.0,22.1,62.2,0.6,4.6,81.1,13.1,1.3,00110
30.0,29.0,XX.0,XXX,XX,01,  Feni Sadar Upazila,66107,12.4,21.2,64.9,1.5,6.5,59.9,31.5,2.1,00110
30.0,41.0,XX.0,XXX,XX,01,  Fulgazi Upazila,22447,13.8,19.5,64.3,2.4,8.7,69.3,21.0,1.0,00110
30.0,41.0,67.0,XXX,XX,01,  Fulgazi Union,5146,14.6,17.4,64.0,4.0,13.3,58.8,25.1,2.8,00110
30.0,51.0,XX.0,XXX,XX,01,  Parshuram Upazila,14359,7.4,10.4,81.1,1.1,1.7,68.4,29.0,1.0,00110
30.0,94.0,XX.0,XXX,XX,01,  Sonagazi Upazila,46200,9.0,8.6,81.1,1.3,3.7,72.3,21.0,2.9,00110
30.0,94.0,66.0,XXX,XX,01,  Matiganj Union,4881,12.4,11.6,74.8,1.2,1.5,89.4,8.2,1.0,00110
75.0,XX.0,XX.0,XXX,XX,01, Noakhali Zila,498689,5.8,6.2,83.6,4.4,18.3,50.6,25.0,6.0,00110
75.0,7.0,XX.0,XXX,XX,01,  Begumganj Upazila,77464,7.5,8.8,82.6,1.0,19.4,63.2,15.4,2.1,00110
75.0,7.0,70.0,XXX,XX,01,  Mir Warishpur Union,2903,6.2,5.7,86.0,2.1,2.2,90.5,6.9,0.4,00110
75.0,10.0,XX.0,XXX,XX,01,  Chatkhil Upazila,39803,15.1,6.7,76.4,1.8,23.7,61.7,11.4,3.2,00110
75.0,21.0,XX.0,XXX,XX,01,  Companiganj Upazila,43365,5.8,5.5,85.6,3.1,11.1,64.9,20.1,3.9,00110
75.0,36.0,XX.0,XXX,XX,01,  Hatiya Upazila,73172,0.9,3.7,87.8,7.6,8.9,38.1,44.3,8.7,00110
75.0,36.0,47.0,XXX,XX,01,  Harni Union,3524,0.3,0.5,91.9,7.3,63.1,18.4,13.8,4.7,00110
75.0,36.0,76.0,XXX,XX,01,  Sonadia Union,5159,1.5,3.3,79.5,15.7,2.9,39.1,44.7,13.2,00110
75.0,47.0,XX.0,XXX,XX,01,  Kabirhat Upazila,32745,2.8,5.0,83.1,9.0,8.6,46.6,34.5,10.2,00110
75.0,80.0,XX.0,XXX,XX,01,  Senbagh Upazila,48585,9.6,10.6,78.4,1.3,18.8,61.8,16.6,2.8,00110
75.0,80.0,13.0,XXX,XX,01,  Arjuntala Union,3679,9.7,6.2,83.7,0.4,16.5,71.5,10.8,1.3,00110
75.0,80.0,57.0,XXX,XX,01,  Kadra Union,3507,7.6,7.7,80.4,4.4,17.5,53.8,21.1,7.5,00110
75.0,83.0,XX.0,XXX,XX,01,  Sonaimuri Upazila,54211,11.6,6.1,80.6,1.7,50.2,42.0,5.7,2.1,00110
75.0,85.0,XX.0,XXX,XX,01,  Subarnachar Upazila,53894,0.7,2.1,85.8,11.4,10.8,36.4,38.0,14.7,00110
75.0,85.0,36.0,XXX,XX,01,  Char Jubille Union,7614,0.5,1.6,90.9,7.0,3.3,40.8,34.5,21.4,00110
75.0,87.0,XX.0,XXX,XX,01,  Noakhali Sadar Upazila,75450,2.3,6.6,87.1,4.0,14.2,46.7,32.2,6.9,00110
75.0,87.0,23.0,XXX,XX,01,  Ashwadia Union,5672,2.4,5.9,88.3,3.4,16.3,48.9,29.7,5.2,00110
75.0,87.0,25.0,XXX,XX,01,  Binodpur Union,3537,4.3,14.5,80.6,0.5,14.0,50.1,33.4,2.5,00110
75.0,87.0,40.0,XXX,XX,01,  Char Matua Union,5365,4.2,7.2,87.2,1.3,12.1,59.4,25.5,2.9,00110
75.0,87.0,60.0,XXX,XX,01,  Kadir Hanif Union,3421,5.8,15.3,78.3,0.6,10.4,59.0,28.7,1.9,00110
75.0,87.0,80.0,XXX,XX,01,  Noakhali Union,5299,2.4,11.7,83.1,2.8,12.3,48.3,34.6,4.8,00110
29.0,XX.0,XX.0,XXX,XX,01, Faridpur Zila,358853,2.6,27.4,68.4,1.6,30.3,48.6,18.4,2.8,00110
29.0,3.0,XX.0,XXX,XX,01,  Alfadanga Upazila,22570,3.2,34.5,60.4,1.9,60.6,30.6,7.2,1.7,00110
29.0,3.0,10.0,XXX,XX,01,  Alfadanga Union,2737,3.0,22.8,71.7,2.4,79.0,15.8,3.6,1.6,00110
29.0,3.0,31.0,XXX,XX,01,  Buraich Union,4395,4.5,28.8,63.8,2.9,63.0,27.7,7.5,1.8,00110
29.0,10.0,XX.0,XXX,XX,01,  Bhanga Upazila,46953,2.9,27.8,68.2,1.2,31.6,52.3,13.4,2.7,00110
29.0,10.0,13.0,XXX,XX,01,  Algi Union,4583,1.0,10.6,83.9,4.5,17.6,53.4,23.6,5.3,00110
29.0,10.0,25.0,XXX,XX,01,  Chumordi Union,988,0.6,16.1,83.2,0.1,44.4,50.1,3.9,1.5,00110
29.0,18.0,XX.0,XXX,XX,01,  Boalmari Upazila,50198,2.3,22.5,72.0,3.2,27.4,46.3,22.7,3.6,00110
29.0,21.0,XX.0,XXX,XX,01,  Char Bhadrasan Upazila,8995,1.6,13.2,84.0,1.2,24.9,49.9,22.5,2.7,00110
29.0,21.0,19.0,XXX,XX,01,  Char Bhadrasan Union,770,2.3,31.7,65.6,0.4,30.5,64.5,4.0,0.9,00110
29.0,47.0,XX.0,XXX,XX,01,  Faridpur Sadar Upazila,75709,2.8,23.7,72.0,1.6,25.9,47.0,24.6,2.5,00110
29.0,47.0,15.0,XXX,XX,01,  Ambikapur Union,5533,5.4,29.4,61.7,3.5,25.8,62.2,11.2,0.9,00110
29.0,56.0,XX.0,XXX,XX,01,  Madhukhali Upazila,42583,4.8,35.8,57.7,1.7,35.8,44.1,17.3,2.8,00110
29.0,56.0,52.0,XXX,XX,01,  Madhukhali Union,4969,2.4,33.6,63.0,1.0,45.5,42.5,10.8,1.2,00110
29.0,56.0,73.0,XXX,XX,01,  Noapara Union,4826,5.2,33.8,59.4,1.6,39.4,41.6,16.8,2.2,00110
29.0,62.0,XX.0,XXX,XX,01,  Nagarkanda Upazila,39489,1.5,28.9,68.4,1.3,22.6,58.5,16.2,2.7,00110
29.0,62.0,55.0,XXX,XX,01,  Laskardia Union,4291,1.3,29.4,68.8,0.5,17.3,66.0,14.7,2.0,00110
29.0,84.0,XX.0,XXX,XX,01,  Sadarpur Upazila,38790,2.3,24.5,72.8,0.5,34.8,49.7,12.9,2.5,00110
29.0,84.0,85.0,XXX,XX,01,  Sadarpur Union,4499,4.5,42.0,53.0,0.5,41.1,45.6,11.3,1.9,00110
29.0,90.0,XX.0,XXX,XX,01,  Saltha Upazila,33566,1.4,32.4,65.1,1.1,20.3,54.6,21.4,3.7,00110
29.0,90.0,16.0,XXX,XX,01,  Bhawal Union,3213,1.2,32.8,64.7,1.3,19.8,57.6,20.8,1.8,00110
29.0,90.0,78.0,XXX,XX,01,  Ramkantapur Union,2612,0.5,29.2,70.2,0.2,17.9,64.3,15.4,2.4,00110
72.0,XX.0,XX.0,XXX,XX,01, Netrakona Zila,425155,0.8,7.2,83.2,8.9,7.4,28.3,48.6,15.7,00110
72.0,4.0,XX.0,XXX,XX,01,  Atpara Upazila,29307,0.7,7.7,79.5,12.1,4.3,36.4,48.7,10.6,00110
72.0,4.0,11.0,XXX,XX,01,  Baniajan Union,2629,1.0,10.2,78.4,10.4,5.3,42.3,44.0,8.4,00110
72.0,9.0,XX.0,XXX,XX,01,  Barhatta Upazila,36065,0.7,6.2,76.8,16.3,9.6,32.3,46.0,12.1,00110
72.0,9.0,23.0,XXX,XX,01,  Barhatta Union,5587,0.7,6.8,79.1,13.5,9.7,27.9,51.7,10.6,00110
72.0,18.0,XX.0,XXX,XX,01,  Durgapur Upazila,44324,0.6,6.6,85.1,7.7,10.1,31.3,44.3,14.4,00110
72.0,18.0,51.0,XXX,XX,01,  Durgapur Union,4931,0.3,3.6,86.4,9.7,21.4,37.3,25.9,15.4,00110
72.0,38.0,XX.0,XXX,XX,01,  Khaliajuri Upazila,17601,0.6,2.9,92.0,4.5,3.1,17.9,61.5,17.5,00110
72.0,38.0,40.0,XXX,XX,01,  Khaliajuri Union,1629,0.4,5.0,89.2,5.5,0.9,14.4,64.1,20.7,00110
72.0,40.0,XX.0,XXX,XX,01,  Kalmakanda Upazila,54963,0.5,5.0,83.1,11.4,3.9,22.8,54.9,18.5,00110
72.0,40.0,35.0,XXX,XX,01,  Kalmakanda Union,7009,0.7,4.8,88.8,5.8,2.7,24.2,56.5,16.6,00110
72.0,47.0,XX.0,XXX,XX,01,  Kendua Upazila,61196,0.8,8.9,81.7,8.6,9.2,25.9,41.4,23.5,00110
72.0,56.0,XX.0,XXX,XX,01,  Madan Upazila,27734,0.5,6.0,88.4,5.0,2.4,22.9,65.2,9.5,00110
72.0,56.0,52.0,XXX,XX,01,  Madan Union,2981,0.5,4.9,86.2,8.5,3.5,45.6,44.1,6.8,00110
72.0,63.0,XX.0,XXX,XX,01,  Mohanganj Upazila,29086,1.1,7.7,86.1,5.1,2.6,28.4,59.4,9.5,00110
72.0,74.0,XX.0,XXX,XX,01,  Netrokona Sadar Upazila,61748,0.9,7.3,83.8,7.9,14.9,28.9,41.5,14.7,00110
72.0,83.0,XX.0,XXX,XX,01,  Purbadhala Upazila,63131,1.0,9.3,82.0,7.6,5.4,31.7,45.5,17.4,00110
72.0,83.0,71.0,XXX,XX,01,  Jaria Union,3863,0.4,5.4,86.7,7.5,6.2,37.5,44.9,11.4,00110
72.0,83.0,94.0,XXX,XX,01,  Purbadhala Union,4337,0.5,5.3,86.2,8.0,14.3,38.6,31.5,15.7,00110
39.0,XX.0,XX.0,XXX,XX,01, Jamalpur Zila,468653,0.9,4.9,93.2,1.0,13.4,36.5,40.7,9.4,00110
39.0,7.0,XX.0,XXX,XX,01,  Bakshiganj Upazila,45464,0.5,2.3,96.1,1.2,13.9,42.9,34.1,9.1,00110
39.0,7.0,23.0,XXX,XX,01,  Bakshiganj Union,4840,1.1,3.3,95.2,0.4,25.6,40.7,26.5,7.1,00110
39.0,15.0,XX.0,XXX,XX,01,  Dewanganj Upazila,48990,0.4,1.9,96.3,1.4,3.9,28.3,50.3,17.4,00110
39.0,15.0,36.0,XXX,XX,01,  Chikajani Union,3990,0.2,0.9,98.6,0.3,5.0,30.7,46.8,17.4,00110
39.0,15.0,43.0,XXX,XX,01,  Chukaibari Union,383,0.3,1.3,82.5,15.9,0.3,5.5,28.2,66.1,00110
39.0,29.0,XX.0,XXX,XX,01,  Islampur Upazila,64689,0.6,3.7,94.4,1.3,5.7,38.2,43.3,12.8,00110
39.0,36.0,XX.0,XXX,XX,01,  Jamalpur Sadar Upazila,116455,1.1,7.6,89.9,1.3,19.5,31.5,41.4,7.7,00110
39.0,36.0,59.0,XXX,XX,01,  Ranagachha Union,7977,1.7,10.5,86.4,1.4,6.5,15.0,69.1,9.4,00110
39.0,58.0,XX.0,XXX,XX,01,  Madarganj Upazila,55691,0.7,4.2,94.7,0.4,5.3,39.1,50.2,5.5,00110
39.0,61.0,XX.0,XXX,XX,01,  Melandaha Upazila,70428,0.9,5.9,92.7,0.6,28.0,36.4,28.6,7.1,00110
39.0,61.0,85.0,XXX,XX,01,  Nangla Union,4528,0.2,2.0,96.9,1.0,44.1,28.9,21.8,5.2,00110
39.0,85.0,XX.0,XXX,XX,01,  Sarishabari Upazila,66936,1.8,4.7,93.1,0.3,8.4,43.4,39.1,9.1,00110
39.0,85.0,21.0,XXX,XX,01,  Bhatara Union,7863,0.6,5.4,93.9,0.2,10.4,44.4,35.3,9.8,00110
59.0,XX.0,XX.0,XXX,XX,01, Munshiganj Zila,270798,6.6,11.1,80.1,2.2,22.7,58.3,17.2,1.8,00110
59.0,24.0,XX.0,XXX,XX,01,  Gazaria Upazila,33333,7.9,12.0,79.4,0.8,20.3,57.4,19.7,2.5,00110
59.0,24.0,42.0,XXX,XX,01,  Gazaria Union,2638,7.0,8.8,83.9,0.3,11.4,74.4,13.7,0.5,00110
59.0,24.0,73.0,XXX,XX,01,  Imampur Union,4186,4.8,8.1,86.8,0.3,21.4,61.1,14.4,3.2,00110
59.0,44.0,XX.0,XXX,XX,01,  Lohajang Upazila,34748,3.8,8.1,83.9,4.1,19.0,62.2,16.9,1.9,00110
59.0,44.0,13.0,XXX,XX,01,  Bejgaon Union,2763,3.3,2.4,93.2,1.1,34.0,60.6,4.9,0.5,00110
59.0,44.0,94.0,XXX,XX,01,  Lohajang Teotia Union,994,0.0,1.7,92.7,5.6,1.4,47.9,48.2,2.5,00110
59.0,56.0,XX.0,XXX,XX,01,  Munshiganj Sadar Upazila,51806,7.1,11.5,80.5,1.0,17.1,61.4,20.0,1.5,00110
59.0,56.0,76.0,XXX,XX,01,  Panchasar Union,11734,11.0,19.8,68.1,1.1,7.1,80.7,11.8,0.3,00110
59.0,56.0,85.0,XXX,XX,01,  Rampal Union,7463,14.2,21.4,62.5,1.8,20.7,57.9,19.5,1.9,00110
59.0,74.0,XX.0,XXX,XX,01,  Serajdikhan Upazila,58595,7.5,10.6,78.8,3.1,22.1,59.1,16.7,2.2,00110
59.0,74.0,88.0,XXX,XX,01,  Rasunia Union,3994,7.7,19.2,71.5,1.6,17.0,72.6,8.2,2.3,00110
59.0,84.0,XX.0,XXX,XX,01,  Sreenagar Upazila,53801,6.8,11.1,80.1,2.1,32.5,50.4,15.6,1.5,00110
59.0,84.0,74.0,XXX,XX,01,  Sreenagar Union,2441,4.8,4.3,90.3,0.5,15.8,63.7,20.2,0.3,00110
59.0,94.0,XX.0,XXX,XX,01,  Tongibari Upazila,38515,5.7,13.5,78.5,2.3,22.9,61.3,14.5,1.3,00110
59.0,94.0,39.0,XXX,XX,01,  Dhipur Union,2410,7.1,7.8,82.8,2.3,27.5,59.0,12.8,0.6,00110
59.0,94.0,94.0,XXX,XX,01,  Sonarang Tongibari Union,1206,8.4,13.4,77.2,1.0,7.5,81.1,10.1,1.3,00110
35.0,XX.0,XX.0,XXX,XX,01, Gopalganj Zila,221554,2.5,10.2,86.3,1.1,42.6,42.2,12.8,2.5,00110
35.0,32.0,XX.0,XXX,XX,01,  Gopalganj Sadar Upazila,60737,3.5,14.7,81.0,0.9,40.2,45.3,12.8,1.8,00110
35.0,32.0,21.0,XXX,XX,01,  Gobra Union,2589,4.9,19.9,74.9,0.2,52.6,42.7,4.1,0.6,00110
35.0,32.0,38.0,XXX,XX,01,  Jalalabad Union,3135,3.1,16.4,79.1,1.4,44.5,43.4,10.1,1.9,00110
35.0,43.0,XX.0,XXX,XX,01,  Kashiani Upazila,44912,2.7,12.1,84.0,1.3,31.2,47.4,18.6,2.8,00110
35.0,43.0,27.0,XXX,XX,01,  Kashiani Union,4241,3.7,19.3,75.1,2.0,36.3,34.0,27.4,2.3,00110
35.0,51.0,XX.0,XXX,XX,01,  Kotalipara Upazila,45440,1.1,2.1,96.2,0.6,54.1,34.7,7.7,3.5,00110
35.0,51.0,23.0,XXX,XX,01,  Ghagar Union,1068,1.4,11.2,85.3,2.1,69.6,26.0,3.3,1.1,00110
35.0,58.0,XX.0,XXX,XX,01,  Muksudpur Upazila,57401,2.2,11.3,85.0,1.6,38.7,44.5,14.3,2.5,00110
35.0,91.0,XX.0,XXX,XX,01,  Tungipara Upazila,13064,2.8,5.8,90.7,0.7,70.1,25.5,3.0,1.3,00110
35.0,91.0,66.0,XXX,XX,01,  Kushli Union,2819,4.5,10.0,85.0,0.5,64.2,31.3,4.0,0.5,00110
82.0,XX.0,XX.0,XXX,XX,01, Rajbari Zila,207054,2.0,15.9,79.3,2.8,38.7,38.8,19.0,3.6,00110
82.0,7.0,XX.0,XXX,XX,01,  Baliakandi Upazila,43919,3.6,26.0,68.3,2.2,48.3,32.9,15.2,3.6,00110
82.0,7.0,17.0,XXX,XX,01,  Baharpur Union,6896,6.7,35.0,57.1,1.2,61.0,29.2,6.5,3.3,00110
82.0,7.0,19.0,XXX,XX,01,  Baliakandi Union,4403,2.9,27.5,67.2,2.4,19.8,44.3,32.2,3.7,00110
82.0,29.0,XX.0,XXX,XX,01,  Goalanda Upazila,17653,1.2,10.0,87.1,1.8,18.7,36.6,41.3,3.3,00110
82.0,29.0,19.0,XXX,XX,01,  Chhota Bhakla Union,2567,2.1,15.7,82.1,0.0,48.7,35.5,14.5,1.3,00110
82.0,29.0,76.0,XXX,XX,01,  Ujan Char Union,4493,0.6,7.1,89.0,3.3,10.0,27.9,55.9,6.1,00110
82.0,47.0,XX.0,XXX,XX,01,  Kalukhali Upazila,34025,1.9,12.1,83.8,2.3,41.3,37.9,17.5,3.3,00110
82.0,47.0,30.0,XXX,XX,01,  Kalikapur Union,3114,1.0,11.8,84.5,2.8,42.9,45.4,7.8,3.9,00110
82.0,47.0,85.0,XXX,XX,01,  Ratandia Union,5927,1.2,10.2,85.8,2.7,33.4,35.5,26.3,4.9,00110
82.0,73.0,XX.0,XXX,XX,01,  Pangsha Upazila,48861,1.7,10.9,84.0,3.4,33.8,42.5,19.1,4.5,00110
82.0,73.0,25.0,XXX,XX,01,  Jashai Union,3806,0.7,9.4,87.8,2.2,43.2,41.6,10.4,4.7,00110
82.0,73.0,75.0,XXX,XX,01,  Babupara Union,3280,0.3,9.9,81.8,8.0,66.4,27.6,3.6,2.5,00110
82.0,76.0,XX.0,XXX,XX,01,  Rajbari Sadar Upazila,62596,1.5,16.6,78.8,3.2,39.9,41.0,15.9,3.2,00110
82.0,76.0,36.0,XXX,XX,01,  Dadshi Union,3909,1.7,15.4,81.8,1.0,35.1,38.6,22.7,3.6,00110
82.0,76.0,51.0,XXX,XX,01,  Mizanpur Union,7645,1.6,30.2,67.0,1.2,27.5,47.4,21.9,3.2,00110
61.0,XX.0,XX.0,XXX,XX,01, Mymensingh Zila,979199,1.1,8.7,86.2,4.0,9.7,30.4,45.0,14.8,00110
61.0,13.0,XX.0,XXX,XX,01,  Bhaluka Upazila,90341,2.2,15.2,81.2,1.4,21.7,43.0,27.1,8.1,00110
61.0,13.0,14.0,XXX,XX,01,  Bhaluka Union,4147,0.7,12.0,86.6,0.7,23.3,42.7,30.0,4.0,00110
