ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Number of Households,Source of Drinking Water (%)-Tap,Source of Drinking Water (%)-Tube-Well,Source of Drinking Water (%)-Other,Electricity Connection (%),Housing Tenancy (%)-Owned,Housing Tenancy (%)-Rented,Housing Tenancy (%)-Rent free,check_var
79.0,76.0,XX.0,XXX,XX,01,  Nazirpur Upazila,39536,0.3,93.1,6.6,29.3,97.9,1.4,0.6,00110
79.0,76.0,52.0,XXX,XX,01,  Nazirpur Union,3125,0.1,52.3,47.6,22.4,99.1,0.3,0.6,00110
79.0,80.0,XX.0,XXX,XX,01,  Pirojpur Sadar Upazila,24310,0.3,93.8,5.8,41.3,97.6,0.7,1.8,00110
79.0,87.0,XX.0,XXX,XX,01,  Nesarabad Upazila,38266,0.0,98.4,1.5,48.2,97.6,1.3,1.1,00110
79.0,87.0,76.0,XXX,XX,01,  Sohagdal Union,3999,0.1,99.8,0.2,69.3,96.1,3.5,0.4,00110
79.0,87.0,85.0,XXX,XX,01,  Sutiakati Union,3589,0.1,94.7,5.2,64.9,95.2,2.4,2.4,00110
79.0,87.0,95.0,XXX,XX,01,  Nesarabad (Swarupkati) Union,2479,0.1,94.2,5.8,57.9,98.6,0.5,0.9,00110
79.0,90.0,XX.0,XXX,XX,01,  Zianagar Upazila,15765,4.1,70.7,25.2,29.2,96.6,1.5,1.9,00110
79.0,90.0,51.0,XXX,XX,01,  Pattashi Union,4995,4.9,69.7,25.3,29.7,98.6,0.5,0.8,00110
9.0,XX.0,XX.0,XXX,XX,01, Bhola Zila,322077,0.1,96.3,3.6,21.0,96.7,0.8,2.5,00110
9.0,18.0,XX.0,XXX,XX,01,  Bhola Sadar Upazila,70289,0.1,97.1,2.8,33.0,96.4,1.3,2.3,00110
9.0,18.0,12.0,XXX,XX,01,  Alinagar Union,3205,0.1,96.2,3.8,62.2,94.9,1.0,4.2,00110
9.0,18.0,14.0,XXX,XX,01,  Bapta Union,1200,0.4,99.6,0.0,50.5,95.8,2.7,1.6,00110
9.0,18.0,36.0,XXX,XX,01,  Dhania Union,4848,0.0,91.0,9.0,53.9,93.1,4.9,2.0,00110
9.0,21.0,XX.0,XXX,XX,01,  Burhanuddin Upazila,40398,0.1,97.6,2.3,21.0,97.9,0.8,1.3,00110
9.0,21.0,16.0,XXX,XX,01,  Bara Manika Union,5681,0.2,99.3,0.5,27.4,99.2,0.2,0.6,00110
9.0,21.0,57.0,XXX,XX,01,  Kutba Union,1467,0.1,99.8,0.1,27.1,99.1,0.1,0.7,00110
9.0,25.0,XX.0,XXX,XX,01,  Char Fasson Upazila,85655,0.1,93.6,6.3,15.2,95.9,0.5,3.6,00110
9.0,29.0,XX.0,XXX,XX,01,  Daulat Khan Upazila,31407,0.1,97.8,2.1,34.5,97.6,1.3,1.1,00110
9.0,54.0,XX.0,XXX,XX,01,  Lalmohan Upazila,53372,0.2,97.8,2.0,12.9,97.3,0.5,2.2,00110
9.0,65.0,XX.0,XXX,XX,01,  Manpura Upazila,16807,0.0,96.0,4.0,13.9,93.2,0.7,6.0,00110
9.0,65.0,23.0,XXX,XX,01,  Hajirhat Union,5299,0.0,98.3,1.7,15.6,92.3,1.6,6.1,00110
9.0,91.0,XX.0,XXX,XX,01,  Tazumuddin Upazila,24149,0.1,96.7,3.2,12.1,98.3,0.3,1.4,00110
9.0,91.0,57.0,XXX,XX,01,  Chandpur Union,4720,0.0,96.5,3.5,8.9,98.1,0.7,1.3,00110
4.0,XX.0,XX.0,XXX,XX,01, Barguna Zila,190564,0.6,87.8,11.7,23.8,95.1,1.1,3.8,00110
4.0,9.0,XX.0,XXX,XX,01,  Amtali Upazila,58015,0.2,97.8,2.0,18.3,94.9,0.9,4.2,00110
4.0,9.0,13.0,XXX,XX,01,  Amtali Union,4541,2.1,95.4,2.4,19.7,98.7,0.3,1.0,00110
4.0,19.0,XX.0,XXX,XX,01,  Bamna Upazila,17735,0.0,97.8,2.1,25.9,98.7,0.4,0.8,00110
4.0,19.0,23.0,XXX,XX,01,  Bamna Union,2905,0.1,99.2,0.7,23.6,98.7,0.2,1.2,00110
4.0,28.0,XX.0,XXX,XX,01,  Barguna Sadar Upazila,54609,0.3,93.9,5.8,24.8,94.8,1.9,3.4,00110
4.0,47.0,XX.0,XXX,XX,01,  Betagi Upazila,24646,0.0,96.0,4.0,30.0,97.7,0.9,1.3,00110
4.0,47.0,11.0,XXX,XX,01,  Betagi Union,3142,0.1,94.4,5.5,38.8,99.5,0.2,0.4,00110
4.0,85.0,XX.0,XXX,XX,01,  Patharghata Upazila,35559,2.1,51.3,46.6,26.2,92.1,0.8,7.1,00110
4.0,85.0,23.0,XXX,XX,01,  Kakchira Union,4656,0.1,99.3,0.6,25.4,97.8,0.1,2.0,00110
4.0,85.0,35.0,XXX,XX,01,  Kalmegha Union,5048,0.1,86.2,13.7,22.6,92.3,0.5,7.2,00110
4.0,85.0,71.0,XXX,XX,01,  Patharghata Union,7122,6.0,19.7,74.2,24.8,95.9,0.4,3.7,00110
52.0,XX.0,XX.0,XXX,XX,01, Lalmonirhat Zila,261126,0.2,97.1,2.8,16.4,94.5,0.7,4.9,00110
52.0,2.0,XX.0,XXX,XX,01,  Aditmari Upazila,47644,0.3,96.9,2.8,19.5,94.4,0.9,4.7,00110
52.0,2.0,10.0,XXX,XX,01,  Bhadai Union,1505,0.2,99.6,0.2,36.7,99.3,0.1,0.7,00110
52.0,33.0,XX.0,XXX,XX,01,  Hatibandha Upazila,53037,0.2,98.5,1.3,11.6,93.3,0.9,5.9,00110
52.0,33.0,76.0,XXX,XX,01,  Shingimari Union,5267,0.1,99.3,0.6,14.7,93.1,2.8,4.1,00110
52.0,39.0,XX.0,XXX,XX,01,  Kaligang Upazila,53823,0.1,98.4,1.5,13.8,96.2,0.5,3.4,00110
52.0,39.0,95.0,XXX,XX,01,  Tushbhandar Union,6576,0.2,97.9,1.9,27.3,96.4,0.5,3.1,00110
52.0,55.0,XX.0,XXX,XX,01,  Lalmonirhat Sadar Upazila,65175,0.3,96.6,3.1,21.0,94.6,0.7,4.6,00110
52.0,70.0,XX.0,XXX,XX,01,  Patgram Upazila,41447,0.1,94.3,5.7,15.4,93.6,0.4,5.9,00110
77.0,XX.0,XX.0,XXX,XX,01, Panchagarh Zila,206116,0.3,95.2,4.5,22.6,95.4,0.6,4.1,00110
77.0,4.0,XX.0,XXX,XX,01,  Atwari Upazila,29208,0.4,96.5,3.2,37.5,97.2,0.5,2.3,00110
77.0,4.0,67.0,XXX,XX,01,  Radhanagar Union,3101,0.2,96.1,3.6,40.6,97.6,0.2,2.2,00110
77.0,4.0,81.0,XXX,XX,01,  Taria Union,5037,0.4,96.1,3.5,37.8,97.7,0.2,2.1,00110
77.0,25.0,XX.0,XXX,XX,01,  Boda Upazila,51582,0.2,95.6,4.2,19.3,95.5,0.4,4.1,00110
77.0,25.0,73.0,XXX,XX,01,  Maidan Dighi Union,4880,0.5,95.7,3.9,28.7,96.3,1.1,2.6,00110
77.0,34.0,XX.0,XXX,XX,01,  Debiganj Upazila,48933,0.2,97.0,2.9,18.8,93.1,0.4,6.5,00110
77.0,34.0,47.0,XXX,XX,01,  Debiganj Union,3032,0.1,93.0,6.9,19.1,94.9,0.4,4.7,00110
77.0,73.0,XX.0,XXX,XX,01,  Panchagarh Sadar Upazila,49853,0.3,93.5,6.2,22.2,95.2,0.8,4.1,00110
77.0,73.0,36.0,XXX,XX,01,  Dhakkamara Union,5562,0.9,96.8,2.3,33.9,96.2,1.6,2.2,00110
77.0,90.0,XX.0,XXX,XX,01,  Tentulia Upazila,26540,0.3,92.9,6.8,20.4,97.6,0.8,1.6,00110
77.0,90.0,81.0,XXX,XX,01,  Tentulia Union,3427,0.3,93.5,6.2,18.0,98.1,0.3,1.6,00110
85.0,XX.0,XX.0,XXX,XX,01, Rangpur Zila,619571,0.3,97.2,2.4,32.1,95.5,0.8,3.7,00110
85.0,3.0,XX.0,XXX,XX,01,  Badarganj Upazila,65590,0.5,96.7,2.8,26.2,96.7,0.5,2.8,00110
85.0,27.0,XX.0,XXX,XX,01,  Gangachara Upazila,70354,0.1,97.3,2.5,31.0,95.1,0.3,4.6,00110
85.0,27.0,31.0,XXX,XX,01,  Gangachara Union,6674,0.1,98.4,1.5,47.0,95.1,0.9,3.9,00110
85.0,42.0,XX.0,XXX,XX,01,  Kaunia Upazila,41494,0.2,97.8,2.0,44.3,94.1,0.8,5.1,00110
85.0,49.0,XX.0,XXX,XX,01,  Rangpur Sadar Upazila,99944,0.7,97.0,2.2,49.0,92.9,2.0,5.1,00110
85.0,58.0,XX.0,XXX,XX,01,  Mithapukur Upazila,133209,0.2,97.4,2.3,23.8,96.0,0.7,3.3,00110
85.0,58.0,49.0,XXX,XX,01,  Durgapur Union,11055,1.5,96.6,1.9,48.6,92.2,3.6,4.2,00110
85.0,73.0,XX.0,XXX,XX,01,  Pirgachha Upazila,78976,0.3,96.3,3.5,28.1,95.1,0.7,4.1,00110
85.0,73.0,76.0,XXX,XX,01,  Pirgachha Union,8226,1.4,95.9,2.7,48.6,89.6,3.5,6.9,00110
85.0,76.0,XX.0,XXX,XX,01,  Pirganj Upazila,97817,0.2,98.1,1.7,29.4,97.8,0.4,1.7,00110
85.0,76.0,69.0,XXX,XX,01,  Pirganj Union,5898,0.8,97.6,1.6,31.4,98.2,0.4,1.4,00110
85.0,76.0,75.0,XXX,XX,01,  Roypur Union,5256,0.2,98.3,1.5,39.7,98.2,0.0,1.8,00110
85.0,92.0,XX.0,XXX,XX,01,  Taraganj Upazila,32187,0.3,97.3,2.5,30.5,94.5,0.9,4.5,00110
85.0,92.0,71.0,XXX,XX,01,  Kursha Union,5168,1.0,98.4,0.6,34.7,90.2,3.2,6.6,00110
49.0,XX.0,XX.0,XXX,XX,01, Kurigram Zila,429920,0.1,97.2,2.7,16.9,95.7,0.7,3.7,00110
49.0,6.0,XX.0,XXX,XX,01,  Bhurungamari Upazila,50335,0.1,97.1,2.9,16.5,94.9,0.3,4.8,00110
49.0,6.0,19.0,XXX,XX,01,  Bhurungamari Union,3987,0.1,94.8,5.1,12.6,94.5,0.4,5.1,00110
49.0,8.0,XX.0,XXX,XX,01,  Char Rajibpur Upazila,13691,0.0,97.0,2.9,11.8,84.1,8.2,7.8,00110
49.0,8.0,19.0,XXX,XX,01,  Char Rajibpur Union,4748,0.0,98.4,1.6,9.6,95.6,1.8,2.6,00110
49.0,9.0,XX.0,XXX,XX,01,  Chilmari Upazila,19738,0.1,95.4,4.5,16.8,98.0,0.2,1.9,00110
49.0,9.0,83.0,XXX,XX,01,  Thanahat Union,5665,0.1,96.9,3.0,27.6,98.9,0.1,1.1,00110
49.0,18.0,XX.0,XXX,XX,01,  Phulbari Sadar Upazila,36411,0.0,98.4,1.6,14.0,97.8,0.2,2.0,00110
49.0,18.0,40.0,XXX,XX,01,  Phulbari Union,4674,0.0,98.6,1.4,16.0,97.9,0.2,2.0,00110
49.0,52.0,XX.0,XXX,XX,01,  Kurigram Sadar Upazila,54521,0.2,97.3,2.5,21.0,95.5,0.7,3.8,00110
49.0,52.0,17.0,XXX,XX,01,  Belgachha Union,5473,1.3,96.5,2.2,49.7,93.5,3.1,3.4,00110
49.0,61.0,XX.0,XXX,XX,01,  Nageshwari Upazila,78766,0.1,96.7,3.3,15.1,95.6,0.7,3.8,00110
49.0,77.0,XX.0,XXX,XX,01,  Rajarhat Upazila,44212,0.1,99.0,0.9,21.5,96.8,0.2,3.0,00110
49.0,77.0,21.0,XXX,XX,01,  Chakirpashar Union,5881,0.0,99.7,0.3,17.3,97.3,0.1,2.6,00110
49.0,77.0,73.0,XXX,XX,01,  Rajarhat Union,7281,0.1,99.6,0.4,22.3,97.9,0.2,1.9,00110
49.0,79.0,XX.0,XXX,XX,01,  Raumari Upazila,40759,0.0,95.5,4.5,16.6,96.9,0.6,2.6,00110
49.0,79.0,71.0,XXX,XX,01,  Raumari Union,4881,0.0,90.7,9.3,15.7,95.6,0.5,3.9,00110
49.0,94.0,XX.0,XXX,XX,01,  Ulipur Upazila,91487,0.1,97.7,2.3,16.3,95.7,0.3,4.0,00110
32.0,XX.0,XX.0,XXX,XX,01, Gaibandha Zila,561124,0.2,95.6,4.2,26.2,97.4,0.4,2.2,00110
32.0,21.0,XX.0,XXX,XX,01,  Fulchhari Upazila,38816,0.1,94.2,5.7,22.8,96.1,0.4,3.5,00110
32.0,21.0,47.0,XXX,XX,01,  Gazaria Union,3243,0.1,94.2,5.7,23.8,98.6,0.1,1.3,00110
32.0,24.0,XX.0,XXX,XX,01,  Gaibandha Sadar Upazila,87961,0.2,95.1,4.7,30.2,96.4,0.5,3.1,00110
32.0,24.0,14.0,XXX,XX,01,  Ballamjhar Union,10291,0.5,96.6,2.9,32.7,85.7,0.9,13.5,00110
32.0,24.0,21.0,XXX,XX,01,  Boali Union,8732,0.2,95.8,4.0,44.8,98.0,0.3,1.8,00110
32.0,24.0,58.0,XXX,XX,01,  Kholahati Union,6387,0.2,96.6,3.2,41.3,97.5,0.2,2.3,00110
32.0,24.0,85.0,XXX,XX,01,  Mollar Char Union,1461,0.0,99.0,1.0,10.3,99.9,0.0,0.1,00110
32.0,30.0,XX.0,XXX,XX,01,  Gobindaganj Upazila,122760,0.4,95.8,3.8,30.4,97.6,0.6,1.8,00110
32.0,67.0,XX.0,XXX,XX,01,  Palashbari Upazila,57703,0.2,96.4,3.4,26.6,98.6,0.3,1.1,00110
32.0,67.0,85.0,XXX,XX,01,  Palashbari Union,3320,0.4,98.1,1.5,41.1,95.7,1.1,3.2,00110
32.0,82.0,XX.0,XXX,XX,01,  Sadullapur Upazila,72054,0.1,97.5,2.4,20.6,98.1,0.5,1.4,00110
32.0,82.0,13.0,XXX,XX,01,  Banagram Union,4950,0.0,97.9,2.1,29.3,98.1,0.0,1.9,00110
32.0,82.0,60.0,XXX,XX,01,  Jamalpur Union,7159,0.1,98.5,1.4,16.2,98.8,0.3,0.9,00110
32.0,88.0,XX.0,XXX,XX,01,  Saghata Upazila,64999,0.1,96.7,3.3,29.7,97.2,0.5,2.3,00110
32.0,88.0,19.0,XXX,XX,01,  Bonar Para Union,5694,0.2,95.4,4.5,40.0,97.0,0.5,2.5,00110
32.0,88.0,85.0,XXX,XX,01,  Saghata Union,4318,0.0,99.2,0.8,21.9,99.0,0.4,0.6,00110
32.0,91.0,XX.0,XXX,XX,01,  Sundarganj Upazila,116831,0.1,94.0,6.0,21.0,97.4,0.3,2.3,00110
32.0,91.0,31.0,XXX,XX,01,  Dahabanda Union,5659,0.1,94.9,5.0,22.9,96.0,0.1,3.9,00110
73.0,XX.0,XX.0,XXX,XX,01, Nilphamari Zila,358647,0.2,96.5,3.3,28.8,94.6,0.5,4.9,00110
73.0,12.0,XX.0,XXX,XX,01,  Dimla Upazila,59055,0.2,96.0,3.8,23.3,90.7,0.4,8.9,00110
73.0,12.0,19.0,XXX,XX,01,  Dimla Union,5785,0.0,94.3,5.7,32.8,95.7,0.2,4.1,00110
73.0,15.0,XX.0,XXX,XX,01,  Domar Upazila,48719,0.4,95.2,4.4,30.4,90.5,0.5,9.0,00110
73.0,15.0,19.0,XXX,XX,01,  Bhogdabari Union,6474,0.4,94.8,4.8,25.0,90.8,1.1,8.2,00110
73.0,15.0,28.0,XXX,XX,01,  Boragari Union,4753,0.5,93.9,5.6,30.3,93.5,0.7,5.8,00110
73.0,15.0,38.0,XXX,XX,01,  Domar Union,2761,1.3,97.2,1.5,57.4,84.5,1.1,14.5,00110
73.0,36.0,XX.0,XXX,XX,01,  Jaldhaka Upazila,68747,0.1,97.6,2.3,25.2,96.1,0.3,3.5,00110
73.0,45.0,XX.0,XXX,XX,01,  Kishoreganj Upazila,63411,0.1,95.9,4.1,27.5,96.8,0.2,3.0,00110
73.0,45.0,51.0,XXX,XX,01,  Kishoreganj Union,7090,0.0,98.3,1.6,29.4,98.3,0.1,1.6,00110
73.0,64.0,XX.0,XXX,XX,01,  Nilphamari Sadar Upazila,87580,0.2,97.2,2.6,31.5,96.4,0.7,2.9,00110
73.0,85.0,XX.0,XXX,XX,01,  Saidpur Upazila,31135,0.6,96.6,2.8,39.3,95.6,1.2,3.2,00110
73.0,85.0,23.0,XXX,XX,01,  Bangalipur Union,3844,2.8,96.5,0.7,47.2,88.1,5.6,6.3,00110
94.0,XX.0,XX.0,XXX,XX,01, Thakurgaon Zila,283721,0.2,97.6,2.1,30.1,96.1,0.6,3.3,00110
94.0,8.0,XX.0,XXX,XX,01,  Baliadangi Upazila,41729,0.1,98.4,1.4,23.4,98.0,0.4,1.6,00110
94.0,8.0,21.0,XXX,XX,01,  Barabari Union,3969,0.4,98.2,1.5,31.6,96.4,0.9,2.7,00110
94.0,8.0,73.0,XXX,XX,01,  Duosuo Union,4995,0.2,97.5,2.3,33.7,98.9,0.1,1.0,00110
94.0,51.0,XX.0,XXX,XX,01,  Haripur Upazila,30913,0.1,98.2,1.7,21.6,95.6,0.3,4.2,00110
94.0,51.0,81.0,XXX,XX,01,  Haripur Union,3759,0.0,97.1,2.9,29.4,93.3,0.1,6.6,00110
94.0,82.0,XX.0,XXX,XX,01,  Pirganj Upazila,51720,0.2,98.0,1.8,22.6,95.6,0.3,4.1,00110
94.0,86.0,XX.0,XXX,XX,01,  Ranisankail Upazila,47138,0.1,98.5,1.4,25.0,95.9,0.5,3.6,00110
94.0,94.0,XX.0,XXX,XX,01,  Thakurgaon Sadar Upazila,112221,0.4,96.6,3.0,40.5,95.8,1.0,3.3,00110
94.0,94.0,52.0,XXX,XX,01,  Jamalpur Union,4667,0.2,91.6,8.2,36.5,98.2,0.1,1.8,00110
94.0,94.0,58.0,XXX,XX,01,  Mohammadpur Union,3936,0.4,98.7,0.9,53.8,95.8,1.0,3.2,00110
94.0,94.0,68.0,XXX,XX,01,  Rahimanpur Union,6561,2.2,92.8,5.1,53.3,94.3,2.5,3.2,00110
27.0,XX.0,XX.0,XXX,XX,01, Dinajpur Zila,609562,0.7,97.1,2.2,33.1,95.1,1.0,3.9,00110
27.0,10.0,XX.0,XXX,XX,01,  Birampur Upazila,30716,0.7,96.9,2.4,34.3,94.5,0.3,5.2,00110
27.0,10.0,71.0,XXX,XX,01,  Khanpur Union,4112,1.4,95.5,3.1,24.3,90.6,0.1,9.3,00110
27.0,10.0,83.0,XXX,XX,01,  Pali Prayagpur Union,1956,0.7,98.7,0.6,41.5,82.0,0.2,17.8,00110
27.0,12.0,XX.0,XXX,XX,01,  Birganj Upazila,69272,0.4,96.6,3.0,32.2,94.9,0.5,4.6,00110
27.0,17.0,XX.0,XXX,XX,01,  Biral Upazila,59200,0.9,97.3,1.8,29.7,93.4,0.5,6.0,00110
27.0,17.0,28.0,XXX,XX,01,  Biral Union,6111,0.2,98.8,0.9,32.2,81.0,1.0,18.0,00110
27.0,21.0,XX.0,XXX,XX,01,  Bochaganj Upazila,32082,0.2,99.0,0.8,20.1,94.1,0.3,5.6,00110
27.0,30.0,XX.0,XXX,XX,01,  Chirirbandar Upazila,66438,0.3,97.7,2.1,32.6,97.0,0.6,2.3,00110
27.0,30.0,13.0,XXX,XX,01,  Abdulpur Union,7046,0.3,96.5,3.2,33.0,97.6,0.0,2.4,00110
27.0,38.0,XX.0,XXX,XX,01,  Fulbari Upazila,34915,0.6,98.1,1.3,34.2,96.0,1.2,2.9,00110
27.0,43.0,XX.0,XXX,XX,01,  Ghoraghat Upazila,24271,0.9,95.4,3.7,36.2,92.6,0.8,6.6,00110
27.0,43.0,38.0,XXX,XX,01,  Ghoraghat Union,2774,1.0,96.5,2.5,43.9,87.1,0.0,12.8,00110
27.0,47.0,XX.0,XXX,XX,01,  Hakimpur Upazila,16203,0.6,97.7,1.7,51.6,96.9,0.4,2.7,00110
27.0,56.0,XX.0,XXX,XX,01,  Kaharole Upazila,35005,0.3,98.7,1.0,25.1,92.5,0.6,6.9,00110
27.0,56.0,31.0,XXX,XX,01,  Mukundapur Union,5450,0.1,99.5,0.4,29.9,92.0,0.7,7.3,00110
27.0,60.0,XX.0,XXX,XX,01,  Khansama Upazila,37281,0.3,97.5,2.2,19.8,97.7,0.4,1.8,00110
27.0,60.0,15.0,XXX,XX,01,  Alokjhari Union,5638,0.7,94.1,5.2,16.0,96.6,0.6,2.8,00110
27.0,64.0,XX.0,XXX,XX,01,  Dinajpur Sadar Upazila,69519,1.0,95.9,3.1,49.9,92.6,2.0,5.3,00110
27.0,64.0,69.0,XXX,XX,01,  Shashara Union,5856,0.9,96.5,2.7,60.4,91.0,1.7,7.3,00110
27.0,64.0,77.0,XXX,XX,01,  Sekhpura Union,7373,0.5,96.3,3.1,46.6,91.7,1.3,7.0,00110
27.0,69.0,XX.0,XXX,XX,01,  Nawabganj Upazila,56003,0.4,97.1,2.5,30.5,97.8,0.6,1.6,00110
27.0,69.0,17.0,XXX,XX,01,  Binodnagar Union,7752,0.1,97.3,2.6,14.8,98.2,0.1,1.7,00110
27.0,69.0,43.0,XXX,XX,01,  Golapganj Union,6659,0.1,98.3,1.6,20.0,98.7,0.1,1.2,00110
27.0,77.0,XX.0,XXX,XX,01,  Parbatipur Upazila,78657,1.6,96.3,2.1,33.5,95.8,2.4,1.7,00110
27.0,77.0,86.0,XXX,XX,01,  Rampur Union,6438,0.7,98.3,1.0,53.9,96.5,0.9,2.5,00110
10.0,XX.0,XX.0,XXX,XX,01, Bogra Zila,707118,1.0,96.4,2.6,46.3,96.6,1.2,2.2,00110
10.0,6.0,XX.0,XXX,XX,01,  Adamdighi Upazila,39448,1.2,95.6,3.1,70.1,96.4,0.7,2.9,00110
10.0,6.0,13.0,XXX,XX,01,  Adam Dighi Union,5691,1.6,95.3,3.0,74.9,97.2,0.2,2.7,00110
10.0,20.0,XX.0,XXX,XX,01,  Bogra Sadar Upazila,50430,1.8,96.1,2.1,70.0,95.9,2.2,1.9,00110
10.0,27.0,XX.0,XXX,XX,01,  Dhunat Upazila,69240,0.1,97.1,2.8,25.8,96.7,0.3,2.9,00110
10.0,27.0,38.0,XXX,XX,01,  Dhunat Union,4911,0.3,98.0,1.6,39.4,98.7,0.2,1.1,00110
10.0,33.0,XX.0,XXX,XX,01,  Dhupchanchia Upazila,39931,1.4,94.7,3.9,63.5,96.5,1.1,2.4,00110
10.0,40.0,XX.0,XXX,XX,01,  Gabtali Upazila,77845,0.2,98.1,1.8,44.8,98.4,0.5,1.1,00110
10.0,54.0,XX.0,XXX,XX,01,  Kahaloo Upazila,54572,0.8,98.0,1.2,62.3,97.3,0.6,2.1,00110
10.0,67.0,XX.0,XXX,XX,01,  Nandigram Upazila,41288,0.5,97.7,1.8,43.7,95.2,0.3,4.5,00110
10.0,81.0,XX.0,XXX,XX,01,  Sariakandi Upazila,70462,0.2,95.6,4.2,26.0,97.7,0.5,1.8,00110
10.0,85.0,XX.0,XXX,XX,01,  Shajahanpur Upazila,59119,4.2,94.2,1.6,63.3,92.7,5.7,1.6,00110
10.0,88.0,XX.0,XXX,XX,01,  Sherpur Upazila,69208,1.1,96.1,2.8,36.9,95.5,1.3,3.2,00110
10.0,88.0,28.0,XXX,XX,01,  Garidaha Union,9616,2.5,93.1,4.4,45.4,94.7,2.1,3.3,00110
10.0,88.0,57.0,XXX,XX,01,  Kusumbi Union,8072,0.5,96.6,2.8,44.0,96.8,0.8,2.4,00110
10.0,88.0,77.0,XXX,XX,01,  Shah-Bandegi Union,6163,3.2,95.6,1.2,54.8,89.7,5.5,4.8,00110
10.0,94.0,XX.0,XXX,XX,01,  Shibganj Upazila,93555,0.9,96.1,3.1,44.9,97.5,1.0,1.5,00110
10.0,95.0,XX.0,XXX,XX,01,  Sonatola Upazila,42020,0.1,97.4,2.5,25.9,98.2,0.6,1.2,00110
88.0,XX.0,XX.0,XXX,XX,01, Sirajganj Zila,614825,0.4,96.2,3.4,42.5,94.9,2.0,3.1,00110
88.0,11.0,XX.0,XXX,XX,01,  Belkuchi Upazila,58083,0.5,97.1,2.4,52.2,93.7,1.5,4.8,00110
88.0,27.0,XX.0,XXX,XX,01,  Chauhali Upazila,34313,0.1,96.1,3.9,16.6,92.4,4.7,2.9,00110
88.0,27.0,27.0,XXX,XX,01,  Khas Kaulia Union,802,0.0,98.1,1.9,21.1,91.9,0.9,7.2,00110
88.0,27.0,47.0,XXX,XX,01,  Sadia Chandpur Union,5214,0.5,96.3,3.2,21.6,90.9,4.5,4.6,00110
88.0,44.0,XX.0,XXX,XX,01,  Kamarkhanda Upazila,29562,0.7,97.7,1.6,54.6,97.6,0.4,2.0,00110
88.0,44.0,38.0,XXX,XX,01,  Jamtail Union,6717,0.3,98.7,0.9,59.7,98.5,0.2,1.4,00110
88.0,50.0,XX.0,XXX,XX,01,  Kazipur Upazila,65231,0.1,97.1,2.8,27.6,96.4,1.5,2.1,00110
88.0,50.0,25.0,XXX,XX,01,  Gandail Union,6945,0.1,99.1,0.7,39.3,96.4,1.7,1.9,00110
88.0,50.0,77.0,XXX,XX,01,  Sonamukhi Union,8119,0.2,98.2,1.6,34.3,98.2,0.7,1.1,00110
88.0,61.0,XX.0,XXX,XX,01,  Royganj Upazila,72332,0.7,95.3,4.0,31.2,95.9,1.1,3.0,00110
88.0,61.0,38.0,XXX,XX,01,  Dhangara Union,7223,0.5,94.4,5.1,25.8,98.2,0.1,1.7,00110
88.0,67.0,XX.0,XXX,XX,01,  Shahjadpur Upazila,107366,0.4,95.8,3.8,50.6,92.0,4.9,3.2,00110
88.0,67.0,14.0,XXX,XX,01,  Gala Union,6186,0.0,93.4,6.6,24.3,91.8,4.9,3.3,00110
88.0,78.0,XX.0,XXX,XX,01,  Sirajganj Sadar Upazila,87916,0.4,97.2,2.4,56.2,93.9,2.3,3.8,00110
88.0,78.0,16.0,XXX,XX,01,  Baghbati Union,10248,0.4,94.3,5.3,64.5,97.6,0.7,1.7,00110
88.0,89.0,XX.0,XXX,XX,01,  Tarash Upazila,46779,0.5,96.0,3.5,38.4,96.6,0.3,3.1,00110
88.0,89.0,84.0,XXX,XX,01,  Tarash Union,4614,0.2,96.3,3.5,38.0,98.0,0.0,1.9,00110
88.0,94.0,XX.0,XXX,XX,01,  Ullah Para Upazila,113243,0.4,94.9,4.8,41.4,96.8,0.7,2.4,00110
81.0,XX.0,XX.0,XXX,XX,01, Rajshahi Zila,435295,5.3,90.6,4.1,54.1,96.8,0.6,2.6,00110
81.0,10.0,XX.0,XXX,XX,01,  Bagha Upazila,35602,0.6,98.1,1.3,49.5,98.4,0.2,1.4,00110
81.0,12.0,XX.0,XXX,XX,01,  Baghmara Upazila,84386,3.0,91.4,5.6,38.9,98.2,0.5,1.3,00110
81.0,12.0,50.0,XXX,XX,01,  Ganipur Union,8938,1.9,92.5,5.6,36.4,98.5,0.8,0.6,00110
81.0,25.0,XX.0,XXX,XX,01,  Charghat Upazila,42658,0.6,95.7,3.7,56.0,95.9,0.4,3.7,00110
81.0,31.0,XX.0,XXX,XX,01,  Durgapur Upazila,41039,3.3,93.0,3.7,64.7,95.5,0.3,4.2,00110
81.0,31.0,11.0,XXX,XX,01,  Deluabari Union,5998,0.8,96.1,3.2,58.7,98.9,0.1,1.0,00110
81.0,34.0,XX.0,XXX,XX,01,  Godagari Upazila,59027,13.6,82.3,4.1,43.6,96.5,0.5,2.9,00110
81.0,34.0,57.0,XXX,XX,01,  Matikata Union,8735,10.7,84.3,5.0,35.8,97.5,0.7,1.8,00110
81.0,53.0,XX.0,XXX,XX,01,  Mohanpur Upazila,36128,3.5,92.3,4.3,70.9,97.9,0.3,1.8,00110
81.0,53.0,13.0,XXX,XX,01,  Bakshimail Union,4299,8.2,84.4,7.4,71.2,98.1,0.2,1.7,00110
