ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Population aged 7+ and not attending school-Both,Population aged 7+ and not attending school-Male,Population aged 7+ and not attending school-Female,Employment Status-Employed-Male,Employment Status-Employed-Female,Employment Status-Looking for work-Male,Employment Status-Looking for work-Female,Employment Status-Household work-Male,Employment Status-Household work-Female,Employment Status-Do not work-Male,Employment Status-Do not work-Female,check_var
36,05,XX,XXX,XX,XX,Bahubal Upazila Total,65078,30714,34364,23476,3461,441,147,416,24503.0,6381,6253,01111
36,11,XX,XXX,XX,XX,Baniachong Upazila Total,119485,57114,62371,43926,3471,806,264,1454,45741.0,10928,12895,01111
36,26,XX,XXX,XX,XX,Chunarughat Upazila Total,97011,41955,55056,31270,8501,896,258,1411,35768.0,8378,10529,01111
36,44,XX,XXX,XX,XX,Habiganj Sadar Upazila Total,88994,40359,48635,30628,3027,614,184,1146,35766.0,7971,9658,01111
36,68,XX,XXX,XX,XX,Lakhai Upazila Total,51640,22930,28710,18201,1026,181,66,268,22217.0,4280,5401,01111
36,71,XX,XXX,XX,XX,Madhabpur Upazila Total,102354,45062,57292,34825,5087,600,202,947,40478.0,8690,11525,01111
36,77,XX,XXX,XX,XX,Nabiganj Upazila Total,106225,49581,56644,36879,2521,723,188,894,41022.0,11085,12913,01111
91,08,XX,XXX,XX,XX,Balaganj Upazila Total,79236,35811,43425,27064,1765,558,130,765,32592.0,7424,8938,01111
91,17,XX,XXX,XX,XX,Beani Bazar Upazila Total,53429,22498,30931,15408,1737,463,155,1148,20437.0,5479,8602,01111
91,20,XX,XXX,XX,XX,Bishwanath Upazila Total,62222,27400,34822,18294,1234,707,115,1030,24619.0,7369,8854,01111
91,27,XX,XXX,XX,XX,Companiganj Upazila Total,68076,33461,34615,25934,2473,423,125,691,24842.0,6413,7175,01111
91,31,XX,XXX,XX,XX,Dakshin Surma Upazila Total,51804,22303,29501,15149,1555,320,72,1067,20203.0,5767,7671,01111
91,35,XX,XXX,XX,XX,Fenchuganj Upazila Total,24605,10861,13744,7825,1134,166,51,253,9012.0,2617,3547,01111
91,38,XX,XXX,XX,XX,Golapganj Upazila Total,68775,29374,39401,20492,1277,490,106,778,28460.0,7614,9558,01111
91,41,XX,XXX,XX,XX,Gowainghat Upazila Total,109995,51503,58492,37832,3195,1095,254,1912,42981.0,10664,12062,01111
91,53,XX,XXX,XX,XX,Jaintiapur Upazila Total,49699,22620,27079,16178,1967,365,126,1755,19650.0,4322,5336,01111
91,59,XX,XXX,XX,XX,Kanaighat Upazila Total,75868,33588,42280,19403,2148,1618,381,4755,30879.0,7812,8872,01111
91,62,XX,XXX,XX,XX,Sylhet Sadar Upazila Total,171037,77950,93087,59197,12514,1091,356,1696,57419.0,15966,22798,01111
91,94,XX,XXX,XX,XX,Zakiganj Upazila Total,57194,24050,33144,16464,1211,816,173,1877,25294.0,4893,6466,01111
58,14,XX,XXX,XX,XX,Barlekha Upazila Total,61810,26716,35094,18488,3735,464,120,1601,23110.0,6163,8129,01111
58,35,XX,XXX,XX,XX,Juri Upazila Total,40100,17204,22896,12163,4099,632,178,636,13807.0,3773,4812,01111
58,56,XX,XXX,XX,XX,Kamalganj Upazila Total,73338,31964,41374,23718,8185,594,226,1401,24722.0,6251,8241,01111
58,65,XX,XXX,XX,XX,Kulaura Upazila Total,91245,40752,50493,30351,5476,852,273,1372,34346.0,8177,10398,01111
58,74,XX,XXX,XX,XX,Maulvibazar Sadar Upazila Total,80756,37056,43700,28201,3013,518,139,742,30523.0,7595,10025,01111
58,80,XX,XXX,XX,XX,Rajnagar Upazila Total,60376,27106,33270,20196,3967,593,177,694,21332.0,5623,7794,01111
58,83,XX,XXX,XX,XX,Sreemangal Upazila Total,97463,43063,54400,31357,11743,1030,335,1017,29706.0,9659,12616,01111
