ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Total,Muslim,Hindu,Christian,Buddhist,Others,check_var
47,12,XX,XXX,XX,01,  Batiaghata Upazila,164016,107090,56534,386,6,0,01110
47,17,XX,XXX,XX,01,  Dacope Upazila,138128,56559,79053,2516,0,0,01110
47,30,XX,XXX,XX,01,  Dumuria Upazila,285847,172802,112488,295,5,257,01110
47,40,XX,XXX,XX,01,  Dighalia Upazila,115585,97860,17210,508,0,7,01110
47,53,XX,XXX,XX,01,  Koyra Upazila,182337,142109,39480,470,0,278,01110
47,64,XX,XXX,XX,01,  Paikgachha Upazila,231966,155446,75752,768,0,0,01110
47,69,XX,XXX,XX,01,  Phultala Upazila,52300,46179,6114,7,0,0,01110
47,75,XX,XXX,XX,01,  Rupsa Upazila,179519,152641,26494,345,0,39,01110
47,94,XX,XXX,XX,01,  Terokhada Upazila,104732,84099,20624,9,0,0,01110
18,07,XX,XXX,XX,01,  Alamdanga Upazila,267550,263532,3887,0,0,131,01110
18,23,XX,XXX,XX,01,  Chuadanga Sadar Upazila,185070,180985,3923,124,11,27,01110
18,31,XX,XXX,XX,01,  Damurhuda Upazila,228809,224939,2498,1370,1,1,01110
18,55,XX,XXX,XX,01,  Jiban Nagar Upazila,141429,138192,3208,0,1,28,01110
65,28,XX,XXX,XX,01,  Kalia Upazila,184458,155216,29221,15,3,3,01110
65,52,XX,XXX,XX,01,  Lohagara Upazila,203304,182954,20341,4,1,4,01110
65,76,XX,XXX,XX,01,  Narail Sadar Upazila,221554,166761,54483,129,2,179,01110
44,14,XX,XXX,XX,01,  Harinakundu Upazila,169448,162235,6920,18,0,275,01110
44,19,XX,XXX,XX,01,  Jhenaidah Sadar Upazila,345391,311112,33937,67,3,272,01110
44,33,XX,XXX,XX,01,  Kaliganj Upazila,237025,199969,36792,191,0,73,01110
44,42,XX,XXX,XX,01,  Kotchandpur Upazila,108027,97717,10309,0,1,0,01110
44,71,XX,XXX,XX,01,  Maheshpur Upazila,304844,294865,9904,62,2,11,01110
44,80,XX,XXX,XX,01,  Shailkupa Upazila,326377,290888,34887,91,18,493,01110
41,04,XX,XXX,XX,01,  Abhaynagar Upazila,176578,134165,40949,34,0,1430,01110
41,09,XX,XXX,XX,01,  Bagherpara Upazila,208607,174348,34111,21,0,127,01110
41,11,XX,XXX,XX,01,  Chaugachha Upazila,209948,195136,14738,26,0,48,01110
41,23,XX,XXX,XX,01,  Jhikargachha Upazila,257469,243401,11350,2634,0,84,01110
41,38,XX,XXX,XX,01,  Keshabpur Upazila,219511,180241,38923,91,0,256,01110
41,47,XX,XXX,XX,01,  Jessore Sadar Upazila,489879,448441,40056,1090,6,286,01110
41,61,XX,XXX,XX,01,  Manirampur Upazila,389283,321437,67648,118,2,78,01110
41,90,XX,XXX,XX,01,  Sharsha Upazila,299720,292525,6835,270,4,86,01110
1,08,XX,XXX,XX,01,  Bagerhat Sadar Upazila,217316,180448,36263,540,0,65,01110
1,14,XX,XXX,XX,01,  Chitalmari Upazila,137538,91914,45556,58,2,8,01110
1,34,XX,XXX,XX,01,  Fakirhat Upazila,110808,83007,27596,52,0,153,01110
1,38,XX,XXX,XX,01,  Kachua Upazila,87538,69980,17543,15,0,0,01110
1,56,XX,XXX,XX,01,  Mollahat Upazila,118004,92391,25372,89,0,152,01110
1,58,XX,XXX,XX,01,  Mongla Upazila,96751,67013,26624,3103,5,6,01110
1,60,XX,XXX,XX,01,  Morrelganj Upazila,267446,238407,28957,13,2,67,01110
1,73,XX,XXX,XX,01,  Rampal Upazila,153245,121957,30833,441,10,4,01110
1,77,XX,XXX,XX,01,  Sarankhola Upazila,92113,84692,7406,11,4,0,01110
55,57,XX,XXX,XX,01,  Magura Sadar Upazila,281752,230208,51287,162,0,95,01110
55,66,XX,XXX,XX,01,  Mohammadpur Upazila,197895,178022,19832,6,0,35,01110
55,85,XX,XXX,XX,01,  Shalikha Upazila,156503,114614,41878,11,0,0,01110
55,95,XX,XXX,XX,01,  Sreepur Upazila,161855,130326,31430,39,0,60,01110
50,15,XX,XXX,XX,01,  Bheramara Upazila,169337,166905,2425,5,0,2,01110
