ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Population aged 7+ and not attending school-Both,Population aged 7+ and not attending school-Male,Population aged 7+ and not attending school-Female,Employment Status-Employed-Male,Employment Status-Employed-Female,Employment Status-Looking for work-Male,Employment Status-Looking for work-Female,Employment Status-Household work-Male,Employment Status-Household work-Female,Employment Status-Do not work-Male,Employment Status-Do not work-Female,check_var
86,65,XX,XXX,XX,02,  Naria Upazila,4720,1957,2763,1393,65,23,8,11,2069.0,530,621,01110
86,69,XX,XXX,XX,02,  Shariatpur Sadar Upazila,8651,3896,4755,3095,166,28,12,35,3582.0,738,995,01110
86,94,XX,XXX,XX,02,  Zanjira Upazila,5607,2499,3108,1966,66,35,4,20,2460.0,478,578,01110
54,40,XX,XXX,XX,02,  Kalkini Upazila,7325,3094,4231,2327,74,13,10,134,3292.0,620,855,01110
54,54,XX,XXX,XX,02,  Madaripur Sadar Upazila,8713,3587,5126,2508,512,54,27,115,3308.0,910,1279,01110
54,87,XX,XXX,XX,02,  Shib Char Upazila,4148,1765,2383,1352,273,8,3,56,1642.0,349,465,01110
93,19,XX,XXX,XX,02,  Bhuapur Upazila,6665,3067,3598,2371,105,20,0,50,2870.0,626,623,01110
93,25,XX,XXX,XX,02,  Dhanbari Upazila,11756,5429,6327,4595,234,22,15,49,5130.0,763,948,01110
93,28,XX,XXX,XX,02,  Ghatail Upazila,5846,2531,3315,2077,178,68,10,14,2629.0,372,498,01110
93,38,XX,XXX,XX,02,  Gopalpur Upazila,17039,7844,9195,6532,347,60,18,154,7517.0,1098,1313,01110
93,47,XX,XXX,XX,02,  Kalihati Upazila,11349,4876,6473,3999,302,17,13,68,5176.0,792,982,01110
93,57,XX,XXX,XX,02,  Madhupur Upazila,15304,7289,8015,6097,392,65,23,65,6379.0,1062,1221,01110
93,66,XX,XXX,XX,02,  Mirzapur Upazila,5290,2100,3190,1691,314,8,14,35,2237.0,366,625,01110
93,85,XX,XXX,XX,02,  Sakhipur Upazila,8510,3866,4644,3108,243,24,9,55,3417.0,679,975,01110
93,95,XX,XXX,XX,02,  Tangail Sadar Upazila,27859,11379,16480,9332,1870,70,33,120,11461.0,1857,3116,01110
48,06,XX,XXX,XX,02,  Bajitpur Upazila,7178,3167,4011,2335,285,27,11,33,2874.0,772,841,01110
48,11,XX,XXX,XX,02,  Bhairab Upazila,28483,13282,15201,10118,1445,105,29,93,10071.0,2966,3656,01110
48,27,XX,XXX,XX,02,  Hossainpur Upazila,7104,3388,3716,2726,170,34,16,49,2772.0,579,758,01110
48,42,XX,XXX,XX,02,  Karimganj Upazila,7304,3239,4065,2540,316,24,8,31,2915.0,644,826,01110
48,45,XX,XXX,XX,02,  Katiadi Upazila,11620,5324,6296,4043,190,58,15,130,4909.0,1093,1182,01110
48,49,XX,XXX,XX,02,  Kishoreganj Sadar Upazila,15660,7090,8570,4896,963,36,10,89,5173.0,2069,2424,01110
48,54,XX,XXX,XX,02,  Kuliar Char Upazila,9642,4436,5206,3315,283,21,11,121,3868.0,979,1044,01110
48,79,XX,XXX,XX,02,  Pakundia Upazila,6518,3073,3445,2418,120,20,3,116,2717.0,519,605,01110
89,67,XX,XXX,XX,02,  Nakla Upazila,9904,4468,5436,3743,262,47,17,27,4361.0,651,796,01110
89,70,XX,XXX,XX,02,  Nalitabari Upazila,7315,3424,3891,2730,501,6,3,31,2739.0,657,648,01110
89,88,XX,XXX,XX,02,  Sherpur Sadar Upazila,26975,12616,14359,9976,1628,153,57,118,9729.0,2369,2945,01110
89,90,XX,XXX,XX,02,  Sreebardi Upazila,9863,4645,5218,3699,233,42,26,186,4249.0,718,710,01110
68,52,XX,XXX,XX,02,  Manohardi Upazila,3762,1709,2053,1320,78,6,3,23,1592.0,360,380,01110
68,60,XX,XXX,XX,02,  Narsingdi Sadar Upazila,36297,17736,18561,13428,2772,114,53,115,11081.0,4079,4655,01110
68,63,XX,XXX,XX,02,  Palash Upazila,15134,7147,7987,5570,1109,49,22,83,5293.0,1445,1563,01110
68,64,XX,XXX,XX,02,  Roypura Upazila,8318,3661,4657,2789,253,39,10,39,3491.0,794,903,01110
68,76,XX,XXX,XX,02,  Shibpur Upazila,3999,1836,2163,1347,132,8,3,15,1578.0,466,450,01110
33,30,XX,XXX,XX,02,  Gazipur Sadar Upazila,125497,58522,66975,45661,25640,408,260,710,28271.0,11743,12804,01110
33,32,XX,XXX,XX,02,  Kaliakair Upazila,29048,13423,15625,11054,8053,111,94,229,5038.0,2029,2440,01110
33,34,XX,XXX,XX,02,  Kaliganj Upazila,8772,4449,4323,3812,446,34,22,45,3051.0,558,804,01110
33,86,XX,XXX,XX,02,  Sreepur Upazila,24188,11408,12780,9062,3484,93,49,248,7127.0,2005,2120,01110
90,23,XX,XXX,XX,02,  Chhatak Upazila,11056,5353,5703,4289,740,71,25,65,3587.0,928,1351,01110
90,29,XX,XXX,XX,02,  Derai Upazila,5997,2787,3210,2074,152,22,9,37,2167.0,654,882,01110
90,47,XX,XXX,XX,02,  Jagannathpur Upazila,12618,5861,6757,4255,583,95,39,99,4382.0,1412,1753,01110
90,89,XX,XXX,XX,02,  Sunamganj Sadar Upazila,13717,6145,7572,4196,859,105,72,81,4502.0,1763,2139,01110
36,02,XX,XXX,XX,02,  Ajmiriganj Upazila,4065,1704,2361,1268,182,21,5,14,1669.0,401,505,01110
36,26,XX,XXX,XX,02,  Chunarughat Upazila,3845,1696,2149,1318,126,29,8,29,1580.0,320,435,01110
36,44,XX,XXX,XX,02,  Habiganj Sadar Upazila,14481,6101,8380,4415,753,96,50,111,5446.0,1479,2131,01110
36,71,XX,XXX,XX,02,  Madhabpur Upazila,5318,2396,2922,1819,143,15,9,17,2015.0,545,755,01110
36,77,XX,XXX,XX,02,  Nabiganj Upazila,7073,3288,3785,2413,227,46,13,56,2642.0,773,903,01110
91,17,XX,XXX,XX,02,  Beani Bazar Upazila,9213,4072,5141,2784,648,87,33,224,3044.0,977,1416,01110
91,38,XX,XXX,XX,02,  Golapganj Upazila,6725,2903,3822,2160,294,27,7,50,2607.0,666,914,01110
91,59,XX,XXX,XX,02,  Kanaighat Upazila,3216,1174,2042,928,74,2,7,37,1610.0,207,351,01110
91,62,XX,XXX,XX,02,  Sylhet Sadar Upazila,83518,38208,45310,28781,7450,346,184,841,25460.0,8240,12216,01110
91,94,XX,XXX,XX,02,  Zakiganj Upazila,3873,1649,2224,1022,110,196,30,40,1538.0,391,546,01110
58,14,XX,XXX,XX,02,  Barlekha Upazila,4730,2172,2558,1498,199,42,18,53,1613.0,579,728,01110
58,56,XX,XXX,XX,02,  Kamalganj Upazila,3319,1491,1828,1139,112,20,8,18,1296.0,314,412,01110
58,65,XX,XXX,XX,02,  Kulaura Upazila,4899,2197,2702,1684,155,33,12,41,1959.0,439,576,01110
58,74,XX,XXX,XX,02,  Maulvibazar Sadar Upazila,10044,4731,5313,3518,812,44,19,98,3097.0,1071,1385,01110
58,83,XX,XXX,XX,02,  Sreemangal Upazila,3645,1618,2027,1186,378,12,12,17,1154.0,403,483,01110
