   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:29
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	23861	8009	4049	4498	595	230	253	879	1132	18513	77.5869
Barura	13502	5817	1135	2230	324	163	113	922	1035	10704	79.2771
Laksham	3969	1439	317	1018	65	21	3	109	112	2972	74.8803
Burichong	15289	6291	1498	2108	387	251	170	650	820	11355	74.2691
Muradnagar	10625	4681	1039	1423	309	30	116	563	679	8161	76.8094
Daudkandi	6064	1739	955	1470	182	103	26	319	345	4794	79.0567
Chandina	16450	5288	1656	3430	500	224	264	642	906	12004	72.9726
Nangolkot	14910	4347	2272	2680	417	175	8	600	608	10499	70.4158
Titash	4349	1277	904	854	40	36	21	120	141	3252	74.7758
Monohargonj	2851	995	351	698	8	6	3	31	34	2092	73.3778

 
