   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:33
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Poba (Sadar)	19814	5495	1505	5158	409	803	173	2839	3012	16382	82.6789
Mohanpur	12938	5316	497	2746	192	329	216	1168	1384	10464	80.8780
Puthiya	4515	1757	513	450	98	160	40	695	735	3713	82.2370
Bagmara	14886	2739	2755	4265	812	687	532	1212	1744	13002	87.3438
Charghat	2621	969	327	454	51	91	24	232	256	2148	81.9535
Boalia	66793	28963	18965	5941	312	564	276	1709	1985	56730	84.9340
Tanore	4243	1687	658	302	30	297	96	403	499	3473	81.8525
Godagari	17556	5569	2415	3391	282	318	413	3166	3579	15554	88.5965

 
