   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:35
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Poba (Sadar)	23000	6500	1970	6027	449	1052	265	3144	3409	19407	84.3783
Mohanpur	12978	5394	578	2843	207	373	219	1176	1395	10790	83.1407
Puthiya	2528	1730	517	433	124	170	41	701	742	3716	146.9937
Bagmara	14913	2751	2805	4135	854	800	534	1225	1759	13104	87.8696
Charghat	2630	976	333	449	56	90	25	234	259	2163	82.2433
Boalia	66809	29191	19790	6841	353	621	286	1755	2041	58837	88.0675
Tanore	4265	1736	653	279	36	292	100	409	509	3505	82.1805
Godagari	20334	6417	2662	4033	380	386	515	3579	4094	17972	88.3840

 
