   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:30
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	18020	7084	1863	3867	697	372	370	697	1067	14950	82.9634
Bhariab Bazar	24756	12232	3828	2446	515	502	157	745	902	20425	82.5053
Austagram	9152	3834	874	1960	577	28	32	214	246	7519	82.1569
Kishoreganj Sadar	13329	5448	1170	1974	849	548	132	716	848	10837	81.3039
Nikli	8300	3369	861	1102	1106	86	27	408	435	6959	83.8434
Pakundia	12632	4881	1326	2339	827	294	228	312	540	10207	80.8027
Itna	12458	6783	1482	1325	368	100	231	241	472	10530	84.5240
Kuliarchar	12155	5626	836	1309	599	680	246	556	802	9852	81.0531
Tarail	9072	5351	874	310	338	138	140	299	439	7450	82.1208
Karimganj	12786	5700	1093	1953	767	350	343	644	987	10850	84.8584

 
