   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:50
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	18670	6594	1537	3070	1063	965	563	1116	1679	14908	79.8500
Bhariab Bazar	26550	12472	1178	3797	978	1411	278	1527	1805	21641	81.5104
Austagram	6897	1915	455	1593	966	181	169	429	598	5708	82.7606
Kishoreganj Sadar	4700	1266	811	381	436	648	38	374	412	3954	84.1277
Hossainpur	11017	4247	724	1452	884	709	142	743	885	8901	80.7933
Nikli	8696	3261	633	1137	932	269	37	792	829	7061	81.1983
Pakundia	13231	5380	1067	2013	547	729	432	540	972	10708	80.9311
Itna	7399	4117	876	859	75	34	60	50	110	6071	82.0516
Kuliarchar	10415	4516	302	1105	743	844	313	807	1120	8630	82.8613
Tarail	9985	5174	642	945	325	467	223	369	592	8145	81.5724
Karimganj	11379	4865	923	1308	716	547	332	643	975	9334	82.0283

 
