   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:40
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jhikarghachha	6853	1499	291	1831	624	336	246	750	996	5577	81.3804
Jessore Sadar	65493	20809	5332	14092	3215	3538	2541	3125	5666	52652	80.3933
Sarsa	7212	2298	469	1644	138	189	206	458	664	5402	74.9029
Keshobpur	9684	3481	347	2399	117	355	384	535	919	7618	78.6658
Bagherpara	15428	6468	1252	2780	763	1161	513	982	1495	13919	90.2191
Monirampur	7916	2137	340	2472	37	359	367	877	1244	6589	83.2365
Abhaynagar	4947	1178	675	1208	114	100	108	253	361	3636	73.4991
Chowgachha	2494	789	284	373	100	75	42	285	327	1948	78.1075

 
