   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:58
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	26126	7513	5560	2734	1399	1881	806	1446	2252	21339	81.6773
Boalmari	11363	3421	1375	1359	1262	358	347	767	1114	8889	78.2276
Char Bhadrashion	2669	514	293	313	251	424	65	286	351	2146	80.4046
Nagarkanda	3366	876	513	652	192	297	166	110	276	2806	83.3630
Sadarpur	3047	938	327	290	152	216	24	213	237	2160	70.8894
Alphadanga	9332	3413	1007	1318	928	167	262	520	782	7615	81.6009
Modhukhali	6885	2717	538	1372	192	257	118	512	630	5706	82.8758
Saltha	5936	1806	808	935	393	307	201	226	427	4676	78.7736

 
