   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:28
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Poba (Sadar)	19341	5332	1463	5161	374	789	158	2690	2848	15967	82.5552
Mohanpur	12749	5309	434	2741	174	297	197	1123	1320	10275	80.5946
Puthiya	5798	243	610	580	80	262	33	975	1008	2783	47.9993
Bagmara	14791	2718	2985	4587	662	362	368	1175	1543	12857	86.9245
Charghat	2519	951	296	475	45	70	22	223	245	2082	82.6518
Boalia	71983	29711	24044	8240	195	204	207	1137	1344	63738	88.5459
Tanore	6220	2482	786	441	45	493	139	717	856	5103	82.0418
Godagari	19474	5506	2443	3491	292	440	449	3615	4064	16236	83.3727

 
