   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:38
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17585	5982	1408	3677	863	748	492	890	1382	14060	79.9545
Bhariab Bazar	24937	12339	2899	2711	786	996	221	1050	1271	21002	84.2202
Austagram	8018	3045	481	1583	723	93	134	411	545	6470	80.6934
Kishoreganj Sadar	4275	1559	1032	417	138	265	30	160	190	3601	84.2339
Hossainpur	10976	4350	706	1635	792	571	137	673	810	8864	80.7580
Nikli	8314	4105	658	461	1144	145	27	458	485	6998	84.1713
Pakundia	8233	3702	645	1282	243	395	228	230	458	6725	81.6835
Itna	11408	5855	1194	1258	489	87	226	243	469	9352	81.9776
Kuliarchar	12159	5600	801	1255	739	820	287	635	922	10137	83.3703
Tarail	9089	4482	1363	312	411	214	170	336	506	7288	80.1848
Karimganj	11015	4904	809	1287	628	438	304	586	890	8956	81.3073

 
