   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:17
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17634	7106	1371	2034	487	236	296	559	855	12089	68.5551
Bhariab Bazar	23615	6796	1475	1843	460	137	80	261	341	11052	46.8008
Austagram	10440	4990	733	941	339	0	0	139	139	7142	68.4100
Hossainpur	11435	4309	925	1560	529	233	103	559	662	8218	71.8671
Nikli	7681	2879	862	567	943	20	16	208	224	5495	71.5402
Pakundia	12829	4074	1038	2083	546	161	123	279	402	8304	64.7283
Itna	11835	6234	1089	790	107	7	161	171	332	8559	72.3194
Kuliarchar	12019	3885	1461	1381	405	144	166	371	537	7813	65.0054
Tarail	6609	3897	451	200	139	0	65	237	302	4989	75.4880
Karimganj	13827	4825	771	2097	411	160	235	399	634	8898	64.3524

 
