   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:52
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	24272	7357	3887	3030	1330	966	673	1236	1909	18479	76.1330
Barura	11866	4258	850	2608	509	446	228	515	743	9414	79.3359
Laksham	8490	3698	598	1394	111	111	79	619	698	6610	77.8563
Burichong	12604	4955	1630	1879	578	562	305	492	797	10401	82.5214
Muradnagar	8286	2384	816	1589	675	123	111	450	561	6148	74.1974
Daudkandi	7649	2314	721	1812	512	226	67	533	600	6185	80.8602
Chandina	15756	5746	1674	3357	622	275	299	698	997	12671	80.4202
Nangolkot	9586	2756	809	2137	484	243	27	939	966	7395	77.1438
Titash	4637	1456	1071	1063	146	53	22	145	167	3956	85.3138
Comilla Sadar South	2569	1056	198	560	88	21	18	74	92	2015	78.4352
Monohargonj	1591	742	93	194	25	5	7	134	141	1200	75.4243

 
