   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:16
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jakiganj	8330	2698	1525	1436	179	123	72	145	217	6178	74.1657
Jaintapur	7623	2103	1156	1157	234	77	118	199	317	5044	66.1682
Balaganj	9982	2666	1490	1145	196	351	83	203	286	6134	61.4506
Golapganj	9812	3307	1656	1063	247	427	63	188	251	6951	70.8418
Sylhet Sadar	8362	2409	1177	691	131	164	74	414	488	5060	60.5118
Biani Bazar	6734	1982	973	827	205	42	37	109	146	4175	61.9988
Kanaighat	7776	2949	578	827	258	83	61	90	151	4846	62.3200
Biswanath	5798	2385	803	532	62	162	23	225	248	4192	72.3008
South Shurma	7522	2062	860	1106	130	382	73	254	327	4867	64.7035

 
