   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:14
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jakiganj	8321	2780	1509	1360	161	131	57	129	186	6127	73.6330
Jaintapur	7616	2110	1177	1150	215	77	117	186	303	5032	66.0714
Balaganj	8684	2478	1326	905	176	275	62	166	228	5388	62.0451
Golapganj	9808	3268	1610	910	240	406	61	171	232	6666	67.9649
Sylhet Sadar	8386	2198	1110	680	109	135	78	386	464	4696	55.9981
Biani Bazar	7025	2080	1001	841	192	46	38	109	147	4307	61.3096
Kanaighat	7572	3094	169	792	253	80	59	88	147	4535	59.8917
Biswanath	6031	2546	965	668	92	182	23	224	247	4700	77.9307
South Shurma	6857	1930	840	1087	154	355	68	233	301	4667	68.0618

 
