   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:30
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Poba (Sadar)	19631	5357	1486	5309	382	784	167	2783	2950	16268	82.8689
Mohanpur	13157	5323	494	2754	185	307	210	1154	1364	10427	79.2506
Puthiya	5838	2228	621	562	87	259	35	1004	1039	4796	82.1514
Bagmara	14846	2708	3010	4449	757	442	371	1194	1565	12931	87.1009
Charghat	2612	964	322	462	50	87	22	228	250	2135	81.7381
Boalia	67101	29507	20111	7314	312	474	274	1964	2238	59956	89.3519
Tanore	6224	2516	789	429	51	445	144	742	886	5116	82.1979
Godagari	18815	5915	2441	3568	273	399	467	3232	3699	16295	86.6064

 
