   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:13
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jakiganj	8314	2780	1510	1339	157	131	56	131	187	6104	73.4183
Jaintapur	7615	2108	1187	1150	216	77	117	177	294	5032	66.0801
Balaganj	10552	2745	1556	1264	212	408	91	177	268	6453	61.1543
Golapganj	9804	3238	1522	886	237	403	60	166	226	6512	66.4219
Sylhet Sadar	8386	2198	1110	680	109	135	78	386	464	4696	55.9981
Biani Bazar	7025	2002	938	813	192	46	37	111	148	4139	58.9181
Kanaighat	7572	2916	176	792	253	80	59	88	147	4364	57.6334
Biswanath	6048	2548	963	661	100	194	19	222	241	4707	77.8274
South Shurma	6861	1883	801	1111	144	357	66	208	274	4570	66.6084

 
