   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:32
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Poba (Sadar)	19800	5509	1515	5133	406	795	173	2831	3004	16362	82.6364
Mohanpur	12925	5301	501	2749	192	324	216	1168	1384	10451	80.8588
Puthiya	4515	1755	512	448	98	157	40	694	734	3704	82.0377
Bagmara	14880	2733	2855	4265	806	681	530	1210	1740	13080	87.9032
Charghat	2621	968	326	452	51	88	24	232	256	2141	81.6864
Boalia	66793	29057	18904	5539	305	546	276	1700	1976	56327	84.3307
Tanore	4235	1785	665	342	28	314	100	419	519	3653	86.2574
Godagari	17526	5509	2401	3377	281	320	411	3151	3562	15450	88.1547

 
