   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:58
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	18740	6390	1599	3067	1194	1094	566	1143	1709	15053	80.3255
Bhariab Bazar	28079	12467	1145	4176	1243	1851	324	1873	2197	23079	82.1931
Austagram	10703	3775	891	2077	394	284	196	1070	1266	8687	81.1642
Kishoreganj Sadar	4871	991	709	443	601	817	40	492	532	4093	84.0279
Hossainpur	11154	1968	1504	2724	996	862	153	820	973	9027	80.9306
Nikli	9252	3796	630	991	889	366	39	1075	1114	7786	84.1548
Pakundia	14393	5784	1189	2234	708	805	461	628	1089	11809	82.0468
Itna	7416	3761	1134	932	66	59	65	65	130	6082	82.0119
Kuliarchar	10509	4279	303	1338	805	686	331	872	1203	8614	81.9678
Tarail	10324	5112	861	584	396	563	231	414	645	8161	79.0488
Karimganj	11402	4577	691	1052	604	548	344	675	1019	8491	74.4694

 
