   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:50
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	24268	7450	4028	3161	1179	817	622	1173	1795	18430	75.9436
Barura	12043	4401	881	2529	459	399	223	512	735	9404	78.0869
Laksham	8497	3729	628	1425	107	110	79	616	695	6694	78.7807
Burichong	12596	4984	1680	1895	545	546	294	492	786	10436	82.8517
Muradnagar	8280	2393	813	1587	639	119	111	448	559	6110	73.7923
Daudkandi	7645	2293	707	1787	511	220	67	533	600	6118	80.0262
Chandina	17745	5968	1741	3827	639	307	428	864	1292	13774	77.6219
Nangolkot	4837	1509	544	914	214	168	3	384	387	3736	77.2380
Titash	5274	1466	1082	1063	136	51	22	143	165	3963	75.1422
Comilla Sadar South	2568	1050	197	563	71	21	18	70	88	1990	77.4922
Monohargonj	1591	768	116	215	20	4	7	134	141	1264	79.4469

 
