   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:38
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	18695	6355	4014	2109	527	364	259	798	1057	14426	77.1650
Barura	9569	3422	857	1880	332	239	181	566	747	7477	78.1377
Burichong	12503	4868	1633	1832	357	390	231	475	706	9786	78.2692
Muradnagar	7763	2402	773	1464	432	50	100	359	459	5580	71.8794
Daudkandi	9607	2905	1282	2004	331	181	36	745	781	7484	77.9015
Chandina	16365	5476	1795	3520	559	234	285	669	954	12538	76.6147
Nangolkot	10175	3498	1414	1699	511	224	8	549	557	7903	77.6708
Meghna	4021	1573	337	776	40	56	2	212	214	2996	74.5088
Titash	4432	1345	993	966	88	43	22	131	153	3588	80.9567
Monohargonj	1460	510	237	297	8	7	5	24	29	1088	74.5205

 
