   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:18
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jakiganj	5202	1419	979	675	115	94	77	119	196	3478	66.8589
Jaintapur	7649	2127	1092	1158	246	77	120	207	327	5027	65.7210
Balaganj	10215	2857	1559	1267	215	350	87	248	335	6583	64.4444
Golapganj	10535	3305	1675	1081	287	409	68	219	287	7044	66.8628
Sylhet Sadar	11670	4228	1470	862	159	247	89	558	647	7613	65.2356
Biani Bazar	6750	2007	1005	840	216	42	39	116	155	4265	63.1852
Kanaighat	7805	2899	646	876	267	81	61	94	155	4924	63.0878
South Shurma	7737	2179	932	1240	134	382	95	302	397	5264	68.0367

 
