   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:35
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17544	6221	1688	3399	812	696	418	801	1219	14035	79.9989
Bhariab Bazar	24116	11840	3647	2553	624	796	165	883	1048	20508	85.0390
Austagram	7961	3215	555	1641	678	51	80	311	391	6531	82.0374
Kishoreganj Sadar	1748	614	406	125	118	116	17	88	105	1484	84.8970
Hossainpur	11636	4807	732	1833	796	563	142	668	810	9541	81.9955
Nikli	8260	3616	747	842	1122	126	27	437	464	6917	83.7409
Pakundia	12654	4963	1352	2366	910	346	252	318	570	10507	83.0330
Itna	12471	6798	1433	1283	524	126	248	256	504	10668	85.5425
Kuliarchar	12164	5627	830	1273	660	724	277	601	878	9992	82.1440
Tarail	9101	4343	1758	167	392	184	160	317	477	7321	80.4417
Karimganj	12799	5617	985	1885	784	476	361	686	1047	10794	84.3347

 
