   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:48
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	21172	5985	3936	2805	1109	1424	705	1172	1877	17136	80.9371
Boalmari	11267	3621	1348	1262	1216	218	347	762	1109	8774	77.8734
Char Bhadrashion	2634	540	298	385	248	366	60	267	327	2164	82.1564
Nagarkanda	3350	854	588	670	156	281	149	79	228	2777	82.8955
Sadarpur	2971	826	259	311	122	147	25	186	211	1876	63.1437
Alphadanga	8340	3033	861	1145	863	30	236	409	645	6577	78.8609
Modhukhali	6756	2804	516	893	130	150	113	501	614	5107	75.5921
Saltha	5925	1789	934	925	364	282	195	212	407	4701	79.3418

 
