   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:40
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17612	5659	1497	3797	897	795	496	945	1441	14086	79.9796
Bhariab Bazar	24943	12270	2349	2779	819	1069	223	1096	1319	20605	82.6083
Austagram	4762	1307	286	1225	685	60	130	146	276	3839	80.6174
Kishoreganj Sadar	4328	1510	1018	420	164	331	31	189	220	3663	84.6349
Hossainpur	10994	4297	720	1642	821	600	143	682	825	8905	80.9987
Nikli	7577	3637	542	425	1121	142	28	461	489	6356	83.8854
Pakundia	8262	3669	652	1303	254	427	234	234	468	6773	81.9777
Itna	11384	5811	1172	1308	500	89	227	245	472	9352	82.1504
Kuliarchar	12160	5500	785	1240	759	830	290	653	943	10057	82.7056
Tarail	9037	4521	1025	476	398	264	174	343	517	7201	79.6835
Karimganj	11015	4889	810	1295	615	448	306	594	900	8957	81.3164

 
