   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:21
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jakiganj	5082	1493	944	668	117	133	117	125	242	3597	70.7792
Jaintapur	7682	2151	1104	1133	282	77	137	226	363	5110	66.5191
Balaganj	8368	2294	1311	1086	212	314	104	262	366	5583	66.7185
Golapganj	12515	3015	1459	877	274	374	73	264	337	6336	50.6272
Sylhet Sadar	31100	10276	4403	3743	304	992	227	1056	1283	21001	67.5273
Biani Bazar	6768	2023	1044	830	229	42	40	133	173	4341	64.1401
Kanaighat	6893	3039	902	417	204	63	45	78	123	4748	68.8815
Biswanath	1749	597	204	176	65	46	7	71	78	1166	66.6667
South Shurma	8029	2404	1060	1349	142	366	103	332	435	5756	71.6901

 
