   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:38
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	18695	6357	3954	2117	481	345	229	793	1022	14276	76.3627
Barura	9560	3422	855	1880	319	241	175	565	740	7457	78.0021
Burichong	12499	4884	1636	1842	350	381	222	473	695	9788	78.3103
Muradnagar	7762	2400	769	1444	423	46	99	356	455	5537	71.3347
Daudkandi	9592	2889	1265	1992	329	179	36	744	780	7434	77.5021
Chandina	16365	5463	1802	3524	558	233	282	666	948	12528	76.5536
Nangolkot	10215	3507	1422	1705	514	217	8	549	557	7922	77.5526
Meghna	4011	1563	336	779	38	51	2	212	214	2981	74.3206
Titash	4434	1335	987	959	83	43	22	128	150	3557	80.2210
Comilla Sadar South	2538	1028	167	583	37	20	14	112	126	1961	77.2656
Monohargonj	1459	508	236	295	8	7	5	24	29	1083	74.2289

 
