   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:56
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	40600	11656	4939	7748	2284	2776	1287	1059	2346	31749	78.1995
Barura	11890	4127	833	2681	578	500	235	518	753	9472	79.6636
Laksham	8534	3713	608	1354	142	117	84	624	708	6642	77.8299
Burichong	12692	4989	1495	1888	642	605	314	498	812	10431	82.1856
Muradnagar	8294	2363	798	1518	721	135	111	454	565	6100	73.5471
Daudkandi	7652	2327	722	1817	529	233	67	539	606	6234	81.4689
Chandina	15771	5740	1711	3397	656	281	296	711	1007	12792	81.1109
Nangolkot	9620	2769	804	2159	508	272	27	942	969	7481	77.7651
Titash	4707	1480	1091	1079	155	57	22	148	170	4032	85.6597
Comilla Sadar South	2573	1052	252	532	116	23	18	86	104	2079	80.8006
Monohargonj	1591	755	104	181	37	5	8	135	143	1225	76.9956

 
