   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:58
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	40606	12103	4699	7886	2292	2964	1422	1194	2616	32560	80.1852
Barura	11906	4058	797	2719	619	536	237	524	761	9490	79.7077
Laksham	8571	3728	565	1351	169	122	87	625	712	6647	77.5522
Burichong	12804	5071	1387	1898	688	637	320	502	822	10503	82.0291
Muradnagar	8299	2352	777	1542	744	157	111	460	571	6143	74.0210
Daudkandi	7654	2260	669	1789	537	242	74	541	615	6112	79.8537
Chandina	15769	5742	1678	3398	668	300	298	718	1016	12802	81.1846
Nangolkot	9639	2777	801	2161	544	277	27	946	973	7533	78.1513
Titash	4740	1490	1091	1084	162	58	22	149	171	4056	85.5696
Comilla Sadar South	2577	1072	247	520	142	24	18	99	117	2122	82.3438
Monohargonj	1597	764	111	180	48	7	8	135	143	1253	78.4596

 
