   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:32
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	18057	7603	1923	3168	761	452	385	713	1098	15005	83.0980
Bhariab Bazar	24616	11910	3694	2602	562	658	162	786	948	20374	82.7673
Austagram	9160	3790	824	1929	644	41	35	251	286	7514	82.0306
Kishoreganj Sadar	1738	662	405	125	98	91	14	82	96	1477	84.9827
Hossainpur	11620	4758	781	1828	822	514	128	665	793	9496	81.7212
Nikli	8248	2994	1097	1157	1114	97	27	420	447	6906	83.7294
Pakundia	12637	4896	1342	2353	868	313	240	316	556	10328	81.7283
Itna	12458	6791	1458	1322	448	100	248	254	502	10621	85.2545
Kuliarchar	12161	5626	831	1291	629	711	262	578	840	9928	81.6380
Tarail	9096	5285	869	362	375	159	149	307	456	7506	82.5198

 
