   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:46
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17705	5851	1415	3571	993	867	510	993	1503	14200	80.2033
Bhariab Bazar	26508	12282	1823	3425	942	1344	274	1443	1717	21533	81.2321
Austagram	6428	1757	417	1565	887	151	161	372	533	5310	82.6073
Kishoreganj Sadar	4513	1311	912	414	323	520	35	300	335	3815	84.5336
Hossainpur	11056	4145	768	1593	875	717	145	745	890	8988	81.2952
Nikli	7581	3600	467	467	1001	162	29	488	517	6214	81.9681
Pakundia	12395	5454	964	1796	446	667	399	469	868	10195	82.2509
Itna	7387	4054	819	814	221	53	55	41	96	6057	81.9954
Kuliarchar	10452	4724	386	1007	699	810	300	775	1075	8701	83.2472
Tarail	9488	4752	649	949	355	431	215	356	571	7707	81.2289
Karimganj	11273	4862	894	1301	659	501	321	619	940	9157	81.2295

 
