   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:18
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mirzapur	6811	3585	521	280	112	40	17	592	609	5147	75.5689
Bhuapur	4512	1962	552	533	29	110	45	67	112	3298	73.0940
Ghatail	15239	7377	704	1357	142	136	232	667	899	10615	69.6568
Tangail Sadar	13857	5675	2133	1495	183	323	67	403	470	10279	74.1791
Kalihati	37362	9273	2068	915	532	287	1432	1510	2942	16017	42.8698
Modhupur	27965	14455	3102	5349	288	46	241	2	243	23483	83.9728
Gopalpur	17075	4123	1041	6739	587	195	265	20	285	12970	75.9590
Delduar	9149	3075	543	645	105	174	179	619	798	5340	58.3670

 
