   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:53
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	25931	7584	5267	2680	1292	1648	791	1411	2202	20673	79.7231
Boalmari	11327	3471	1275	1256	1233	286	347	764	1111	8632	76.2073
Char Bhadrashion	2661	519	288	344	253	405	63	277	340	2149	80.7591
Nagarkanda	3354	876	547	666	178	257	163	99	262	2786	83.0650
Sadarpur	3023	896	289	292	145	184	24	209	233	2039	67.4496
Alphadanga	8756	3143	928	1219	919	83	247	469	716	7008	80.0365
Modhukhali	6833	2695	513	1316	163	201	114	508	622	5510	80.6381
Saltha	5932	1801	845	925	390	272	199	221	420	4653	78.4390

 
