   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:49
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	24267	7499	4058	3210	1161	803	615	1164	1779	18510	76.2764
Barura	11840	4426	896	2516	452	398	221	512	733	9421	79.5693
Laksham	8496	3731	624	1428	107	110	79	616	695	6695	78.8018
Burichong	12593	4985	1685	1895	540	545	294	492	786	10436	82.8714
Muradnagar	8279	2396	819	1591	634	119	111	448	559	6118	73.8978
Daudkandi	7645	2292	705	1787	511	220	67	533	600	6115	79.9869
Chandina	17747	5967	1744	3824	637	307	426	864	1290	13769	77.5849
Nangolkot	4832	1511	542	911	214	168	3	384	387	3733	77.2558
Titash	5270	1463	1079	1063	135	51	22	143	165	3956	75.0664
Comilla Sadar South	2568	1249	197	562	72	21	18	70	88	2189	85.2414
Monohargonj	1591	778	120	222	20	4	7	134	141	1285	80.7668

 
