   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:34
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	18080	6988	1942	3654	791	541	393	743	1136	15052	83.2522
Bhariab Bazar	25436	11968	3767	2885	604	735	167	847	1014	20973	82.4540
Austagram	7958	3308	586	1679	650	45	48	246	294	6562	82.4579
Kishoreganj Sadar	1743	632	406	125	109	108	14	86	100	1480	84.9111
Hossainpur	11631	4750	763	1833	848	543	136	677	813	9550	82.1082
Nikli	8260	3003	1168	1071	1112	104	27	427	454	6912	83.6804
Pakundia	12646	4931	1337	2348	894	331	248	316	564	10405	82.2790
Itna	12458	6812	1473	1324	502	114	247	255	502	10727	86.1053
Kuliarchar	12164	5629	828	1277	634	704	269	591	860	9932	81.6508
Tarail	9096	5329	912	212	392	175	158	312	470	7490	82.3439
Karimganj	12805	5600	994	1976	788	437	358	672	1030	10825	84.5373

 
