   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 15:00
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	40607	12402	3937	8096	2503	3359	1576	1361	2937	33234	81.8430
Barura	12382	4108	767	2851	700	589	247	558	805	9820	79.3087
Laksham	8605	3752	579	1367	191	157	88	628	716	6762	78.5822
Burichong	12891	5008	1314	1869	735	697	327	504	831	10454	81.0953
Muradnagar	8305	2345	651	1576	774	188	111	463	574	6108	73.5461
Daudkandi	7654	2204	646	1746	551	255	77	543	620	6022	78.6778
Chandina	15770	5722	1588	3388	689	338	300	722	1022	12747	80.8307
Nangolkot	9652	2904	701	2150	590	286	27	947	974	7605	78.7920
Titash	4783	1488	1095	1077	170	59	22	151	173	4062	84.9258
Comilla Sadar South	2578	1067	244	518	162	32	18	104	122	2145	83.2040

 
