   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:19
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17897	7332	2208	1802	480	172	308	573	881	12875	71.9394
Bhariab Bazar	22833	11451	1974	1612	427	128	152	418	570	16162	70.7835
Austagram	10577	5137	776	963	338	0	0	146	146	7360	69.5849
Hossainpur	11486	4322	830	1590	573	237	108	573	681	8233	71.6786
Nikli	8203	2855	902	1112	995	20	16	231	247	6131	74.7409
Pakundia	11427	3542	932	1818	541	136	129	238	367	7336	64.1988
Itna	11445	6524	1237	900	144	16	175	188	363	9184	80.2446
Kuliarchar	12043	4031	1656	1283	423	118	175	384	559	8070	67.0099
Tarail	7248	3869	577	277	171	0	77	248	325	5219	72.0061
Karimganj	13821	5841	680	2203	488	152	252	425	677	10041	72.6503

 
