   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:20
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17897	8616	1677	999	486	172	314	579	893	12843	71.7606
Bhariab Bazar	22833	11627	2101	1654	417	121	161	443	604	16524	72.3689
Austagram	10577	5169	791	964	342	0	0	139	139	7405	70.0104
Hossainpur	11527	5114	867	865	593	237	111	581	692	8368	72.5948
Nikli	8251	3125	1243	776	997	20	16	235	251	6412	77.7118
Pakundia	11435	3631	968	1835	554	135	133	239	372	7495	65.5444
Itna	12458	6533	1244	897	146	16	175	191	366	9202	73.8642
Kuliarchar	12050	4204	1625	1268	431	108	177	393	570	8206	68.0996
Tarail	7253	3942	609	240	181	0	79	249	328	5300	73.0732
Karimganj	13822	5466	711	2239	507	152	254	432	686	9761	70.6193

 
