   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:47
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Poba (Sadar)	24703	6415	2211	5609	603	1745	288	3429	3717	20300	82.1763
Mohanpur	13266	5422	725	2830	281	538	234	1209	1443	11239	84.7203
Puthiya	4579	1450	489	875	112	185	49	737	786	3897	85.1059
Bagmara	15029	2326	3091	3428	924	784	587	1423	2010	12563	83.5917
Charghat	4495	1504	530	819	82	211	31	535	566	3712	82.5806
Boalia	87163	33336	20222	14671	705	1219	395	3750	4145	74298	85.2403
Tanore	4095	1632	590	201	44	416	126	458	584	3467	84.6642
Godagari	19471	6608	1588	3806	575	548	479	3314	3793	16918	86.8882

 
