   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:46
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	21093	5977	3882	2802	1075	1349	699	1149	1848	16933	80.2778
Boalmari	11247	3501	1341	1430	1207	208	347	760	1107	8794	78.1897
Char Bhadrashion	2564	551	296	419	265	375	60	264	324	2230	86.9735
Nagarkanda	3321	855	592	677	148	252	145	71	216	2740	82.5053
Sadarpur	2954	831	262	315	126	143	25	188	213	1890	63.9810
Alphadanga	8329	3017	838	1130	848	30	236	405	641	6504	78.0886
Modhukhali	4591	1817	366	583	53	114	43	308	351	3284	71.5313
Saltha	5879	1790	941	925	370	250	194	211	405	4681	79.6224

 
