   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:33
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Poba (Sadar)	19898	5518	1508	5186	409	819	174	2844	3018	16458	82.7118
Mohanpur	12943	5311	508	2755	195	340	217	1169	1386	10495	81.0863
Puthiya	4520	1751	517	445	101	165	40	695	735	3714	82.1681
Bagmara	14887	2734	2855	4315	819	685	532	1213	1745	13153	88.3523
Charghat	2621	971	330	456	51	93	24	233	257	2158	82.3350
Boalia	66805	29230	19569	6474	328	576	276	1721	1997	58174	87.0803
Tanore	4245	1697	652	302	30	293	97	404	501	3475	81.8610
Godagari	17612	5601	2418	3401	291	314	413	3170	3583	15608	88.6214

 
