   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:44
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17682	5193	1469	4192	965	853	510	985	1495	14167	80.1210
Bhariab Bazar	26505	12406	1818	3345	949	1300	273	1384	1657	21475	81.0224
Austagram	6415	1753	415	1570	911	139	161	367	528	5316	82.8683
Kishoreganj Sadar	4440	1310	966	426	279	478	33	271	304	3763	84.7523
Hossainpur	11044	4230	738	1597	849	690	144	726	870	8974	81.2568
Nikli	7579	3400	651	437	1026	158	29	480	509	6181	81.5543
Pakundia	9748	4254	770	1485	331	547	288	319	607	7994	82.0066
Itna	7382	4022	760	838	301	50	52	31	83	6054	82.0103
Kuliarchar	10009	4498	393	940	654	761	263	701	964	8210	82.0262
Tarail	9492	4836	691	864	360	441	209	354	563	7755	81.7004
Karimganj	11267	4853	863	1295	645	482	319	615	934	9072	80.5183

 
