   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:23
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17897	8177	1282	2223	470	153	319	609	928	13233	73.9398
Bhariab Bazar	24916	12437	3770	2007	438	38	141	556	697	19387	77.8094
Austagram	1578	4571	1265	1582	362	0	1	163	164	7944	503.4221
Kishoreganj Sadar	1700	848	404	110	37	4	8	21	29	1432	84.2353
Hossainpur	11604	4449	744	1805	602	237	118	611	729	8566	73.8194
Nikli	8998	4007	1050	172	1046	21	23	359	382	6678	74.2165
Pakundia	12933	4574	1229	2232	652	144	144	288	432	9263	71.6230
Itna	12458	6776	1396	1257	163	16	183	203	386	9994	80.2215
Tarail	8965	5060	825	321	207	0	83	265	348	6761	75.4155
Karimganj	13409	5626	843	2161	534	151	278	467	745	10060	75.0242

 
