   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:49
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	21183	5985	3948	2741	1145	1416	711	1186	1897	17132	80.8762
Boalmari	11281	3345	1299	1410	1221	234	347	763	1110	8619	76.4028
Char Bhadrashion	2638	540	298	383	252	379	61	269	330	2182	82.7142
Nagarkanda	3352	848	592	674	160	293	152	82	234	2801	83.5621
Sadarpur	3009	834	255	287	123	145	25	206	231	1875	62.3131
Alphadanga	8777	3161	923	1217	941	32	246	435	681	6955	79.2412
Modhukhali	6756	2851	538	924	144	154	113	502	615	5226	77.3535
Saltha	5928	1784	945	941	371	290	195	213	408	4739	79.9426

 
