   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:36
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	13040	5084	1802	1330	403	384	288	453	741	9744	74.7239
Barura	9544	3408	839	1875	308	237	167	562	729	7396	77.4937
Laksham	4763	2145	255	861	46	60	34	260	294	3661	76.8633
Burichong	12496	4886	1639	1853	344	367	211	472	683	9772	78.2010
Muradnagar	7750	2408	760	1427	405	46	99	354	453	5499	70.9548
Daudkandi	9571	2878	1260	1979	326	176	36	744	780	7399	77.3064
Chandina	16375	5424	1810	3545	554	232	276	663	939	12504	76.3603
Nangolkot	10215	3499	1414	1696	509	211	8	546	554	7883	77.1708
Meghna	3999	1579	340	780	38	46	2	209	211	2994	74.8687
Titash	4422	1327	978	948	77	43	22	128	150	3523	79.6698
Comilla Sadar South	2537	1033	146	591	37	20	14	112	126	1953	76.9807

 
