   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:42
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jhikarghachha	7919	1818	638	1918	673	356	290	865	1155	6558	82.8135
Jessore Sadar	65315	20356	5198	13898	3280	3846	2569	3155	5724	52302	80.0766
Sarsa	6358	1848	409	1263	163	170	234	390	624	4477	70.4152
Keshobpur	9702	3482	352	2387	118	375	384	536	920	7634	78.6848
Bagherpara	14983	5712	998	2860	725	1133	424	958	1382	12810	85.4969
Monirampur	7940	2118	347	2494	37	368	367	891	1258	6622	83.4005
Abhaynagar	4957	1144	637	1195	122	102	116	267	383	3583	72.2816
Chowgachha	2167	691	274	350	71	52	32	226	258	1696	78.2649

 
