   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:13
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jakiganj	8649	2904	1574	1389	154	128	56	134	190	6339	73.2917
Jaintapur	7614	2111	1189	1153	215	77	116	173	289	5034	66.1151
Balaganj	4140	1086	764	454	92	121	41	64	105	2622	63.3333
Golapganj	9801	3192	1497	874	236	398	60	160	220	6417	65.4729
Sylhet Sadar	8386	2198	1110	680	109	135	74	389	463	4695	55.9862
Biani Bazar	7025	2009	988	814	189	46	37	109	146	4192	59.6726
Kanaighat	7596	2784	355	787	253	76	59	88	147	4402	57.9516
Biswanath	6123	2535	971	668	100	194	19	222	241	4709	76.9067
South Shurma	6849	1868	832	1111	144	351	66	211	277	4583	66.9149

 
