   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:33
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	21508	7767	4165	3151	586	274	215	830	1045	16988	78.9846
Barura	7328	2700	653	1456	215	170	99	416	515	5709	77.9067
Burichong	11598	4537	1433	1721	345	309	193	501	694	9039	77.9359
Muradnagar	6483	2170	756	1037	362	32	96	340	436	4793	73.9318
Daudkandi	7239	2069	1210	1654	263	127	29	560	589	5912	81.6687
Chandina	16448	5345	1732	3509	527	229	273	653	926	12268	74.5866
Nangolkot	14901	4486	2494	2773	487	184	8	628	636	11060	74.2232
Titash	4389	1314	956	920	67	41	22	126	148	3446	78.5145

 
