   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:48
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jhikarghachha	7971	1765	596	1967	711	381	293	921	1214	6634	83.2267
Jessore Sadar	67241	20488	5919	14407	3468	4661	2609	3224	5833	54776	81.4622
Sarsa	5669	1865	414	1016	182	221	169	343	512	4210	74.2635
Keshobpur	9748	3477	350	2330	120	430	384	538	922	7629	78.2622
Bagherpara	15133	5535	888	2715	750	1313	428	972	1400	12601	83.2684
Monirampur	8063	2095	360	2553	40	409	366	902	1268	6725	83.4057
Abhaynagar	6226	1530	722	1596	160	148	195	413	608	4764	76.5178
Chowgachha	1169	440	71	294	51	20	17	97	114	990	84.6878

 
