   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:59
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	40607	12330	4218	8027	2312	3105	1504	1285	2789	32781	80.7275
Barura	12369	4190	801	2825	667	559	240	556	796	9838	79.5376
Laksham	8598	3747	587	1372	182	135	87	626	713	6736	78.3438
Burichong	12850	5048	1346	1889	707	660	323	503	826	10476	81.5253
Muradnagar	8302	2342	693	1544	760	180	111	460	571	6090	73.3558
Daudkandi	7654	2237	654	1766	542	243	74	543	617	6059	79.1612
Chandina	15773	5762	1643	3409	678	315	300	719	1019	12826	81.3162
Nangolkot	9649	2815	768	2155	588	276	27	946	973	7575	78.5055
Titash	4765	1488	1092	1077	167	58	22	149	171	4053	85.0577
Comilla Sadar South	2578	1074	248	520	152	28	18	102	120	2142	83.0877
Monohargonj	1597	771	118	182	56	7	8	135	143	1277	79.9624

 
