   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:47
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17735	5883	1407	3657	1005	895	510	1000	1510	14357	80.9529
Bhariab Bazar	26506	12257	1675	3500	942	1376	275	1477	1752	21502	81.1213
Austagram	6441	1759	422	1566	895	155	161	385	546	5343	82.9530
Kishoreganj Sadar	4568	1301	866	400	359	566	36	329	365	3857	84.4352
Hossainpur	11064	4226	686	1539	909	730	145	772	917	9007	81.4082
Nikli	7977	2796	510	1315	990	166	29	512	541	6318	79.2027
Pakundia	13184	5686	1035	1986	499	702	432	527	959	10867	82.4257
Itna	7392	4124	883	840	74	42	56	47	103	6066	82.0617
Kuliarchar	10437	4637	320	942	724	833	305	788	1093	8549	81.9105
Tarail	9498	4771	585	993	352	451	219	363	582	7734	81.4277
Karimganj	11317	4887	909	1310	685	517	328	629	957	9265	81.8680

 
