   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:51
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	24267	7347	3910	3064	1275	918	660	1213	1873	18387	75.7696
Barura	11860	4302	852	2577	491	441	226	515	741	9404	79.2917
Laksham	8491	3703	596	1391	111	110	79	618	697	6608	77.8236
Burichong	12605	4978	1648	1883	564	550	302	494	796	10419	82.6577
Muradnagar	8284	2389	800	1589	664	119	111	450	561	6122	73.9015
Daudkandi	7649	2310	722	1812	512	224	67	533	600	6180	80.7949
Chandina	17743	5964	1739	3838	649	318	429	870	1299	13807	77.8166
Nangolkot	4853	1511	539	925	221	172	3	385	388	3756	77.3954
Titash	4628	1448	1066	1059	144	52	22	144	166	3935	85.0259
Comilla Sadar South	2569	1053	199	559	79	21	18	72	90	2001	77.8902
Monohargonj	1591	750	95	199	23	4	7	134	141	1212	76.1785

 
