   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:15
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17634	7456	708	1759	463	238	293	554	847	11471	65.0505
Bhariab Bazar	23609	6724	1424	1747	472	127	100	258	358	10852	45.9655
Austagram	10426	4985	726	947	338	0	0	136	136	7132	68.4059
Hossainpur	11382	5825	540	967	521	164	86	533	619	8636	75.8742
Nikli	7997	3095	668	829	888	20	16	207	223	5723	71.5643
Pakundia	12802	4118	1045	2093	493	151	117	279	396	8296	64.8024
Itna	11148	5838	895	738	97	12	171	184	355	7935	71.1787
Kuliarchar	11997	4448	881	1356	376	145	164	368	532	7738	64.4995
Tarail	6577	3896	106	216	99	0	65	236	301	4618	70.2144
Karimganj	13822	5252	977	2200	364	165	230	394	624	9582	69.3243

 
