   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:15
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17634	7157	1095	1716	466	208	293	554	847	11489	65.1525
Bhariab Bazar	23615	6747	1440	1774	476	127	100	258	358	10922	46.2503
Austagram	10426	4984	724	949	342	0	0	143	143	7142	68.5018
Hossainpur	11389	5752	594	909	521	164	86	533	619	8559	75.1515
Nikli	7998	3076	665	861	897	2	16	207	223	5724	71.5679
Pakundia	12809	4110	1043	2092	497	151	117	279	396	8289	64.7123
Itna	11740	6000	950	732	100	12	171	184	355	8149	69.4123
Kuliarchar	11998	4171	1234	1340	377	145	164	368	532	7799	65.0025
Tarail	6577	3847	338	193	101	0	65	236	301	4780	72.6775
Karimganj	13822	5230	973	2191	373	165	230	394	624	9556	69.1362

 
